IntercompanyNo,CompanyCode,FiscalYear,DocumentNo
8609,35312,2018,6632775352
6441,52898,1991,3374721935
9687,43904,2005,4695637809
2206,68948,1972,1407251339
2206,15903,2017,0958985922
910,36156,2018,3327970214
5242,46920,1999,3499298626
5242,90927,1988,9021779290
3749,11619,1988,5740778492
3749,90812,2022,9060950121
3749,30157,2005,9556966199
7740,53522,1989,4696576614
5037,83215,2021,4175547244
2903,95242,2012,4796624497
2903,31488,2003,5575184114
2903,89791,1995,1948138337
6841,21205,1979,0606628462
9886,50690,2024,1876810189
8141,93111,1970,4032933504
8141,27399,2020,2560000055
8141,81531,2001,8598978624
2153,49054,1970,0793108445
2153,9245,1999,0393183350
8793,84177,1994,4720351786
1162,36737,2017,6433197433
1162,89924,2018,5212934952
1162,90585,2012,7440706007
6131,3137,2020,9755776795
6131,8962,2005,9463026488
2645,75846,1974,6545372227
2645,7755,1999,7508616509
2645,68584,1976,7984917718
400,46363,1996,6956654018
400,17445,2009,6549813136
400,72257,2021,5997573039
1232,1642,2021,3602674264
1232,43040,2024,7283527193
6662,65961,2000,3566650057
206,99664,1995,8996883499
7068,88561,1979,7689878068
1162,13379,2022,4336827128
9234,76131,1995,3511489043
2756,8959,1975,3134645783
5348,78286,2002,0310235416
5348,70578,2010,6007595926
3657,46262,1997,3249466302
2354,93900,1985,0401923499
3655,14953,2015,9549671858
3655,68903,2015,0720439867
3655,82038,1974,2437438623
7234,61949,1986,5970156769
1045,81376,1970,3546806287
1045,35503,2023,5464867612
1045,17673,1975,8289152095
4379,54411,1982,9058234757
4379,1326,1993,6928596998
4379,92974,1990,6931261510
8101,97471,1981,0604363902
3309,91591,2012,2285605199
3309,25965,2002,5053450936
3309,22006,2012,0463561478
112,4033,2014,3614619381
112,93556,1997,3295950994
112,40132,1996,1650615278
8585,10638,1970,4813496364
8585,28227,1992,3193220783
8585,57569,2006,2928199211
3145,44945,2020,9564846901
5908,83376,2014,8937909071
3819,13117,2000,6686658982
3819,76191,1989,9132133888
3819,31730,1973,6669610373
1762,94975,2017,6793783278
1762,68699,1983,7877531682
6682,56880,1982,1131458132
6682,92322,1994,5798446711
6975,88654,2000,3043889808
6975,81542,1978,2898162395
6975,48959,1984,7825742634
1059,77137,2000,5244974490
6671,29155,2016,7914403900
6671,34034,1997,5380548546
6671,98302,2004,0916160278
5098,89994,2013,3095987723
5098,59999,1975,9271280275
5098,92151,1977,0589951820
8830,16329,1986,7136222151
8830,33098,1992,3471514018
8830,69947,2007,6982216414
8969,43785,2001,3810447762
8969,12135,1998,5914706680
8969,12287,2001,3859319786
6009,45357,1992,5168150384
3294,55665,2006,9086964894
3294,44603,1998,6861373336
3294,88513,1988,4395482858
8144,87866,1983,0804239475
8144,81427,1979,1845345857
8144,62845,2002,8389275798
1000,62369,1977,7349959262
1000,1194,2016,8779965230
1000,13013,1987,8520492908
4975,65584,2020,5774988671
4975,80711,1995,1142020687
4975,96302,2007,3811428722
3191,64481,1981,0391086053
3191,46199,1975,5106919305
5121,43613,2000,5529356703
5121,20459,2019,0169303532
3193,52364,1996,9123754151
1489,28507,1989,5404882315
1489,44834,1989,8831428546
6437,1357,2019,7034422484
7968,92081,1971,3992632425
7968,53165,1970,0957433646
6725,33575,2004,1602912700
5096,6877,2008,1215530880
7516,76754,1981,4493364938
9326,80029,1990,6229553163
9326,85356,2005,8829216387
9326,65656,1991,4122119868
4386,70577,2014,8338018861
3007,82451,1971,8639085593
821,61649,1990,2651087931
821,43912,2015,5264142141
5202,44840,1972,0421488783
5925,32877,1981,5281588788
2409,26849,2008,8700459609
7416,69078,2006,6115711228
7416,65141,2024,5698786242
7416,10997,2013,6049962017
2137,44603,2000,9887920376
2137,95183,2004,5785631224
544,90751,1990,5861547104
544,19038,2012,4889760555
8631,63777,2009,0537952736
8631,38346,2021,5581663612
8631,36230,2001,3928687200
5107,47907,2010,8730240175
5107,20591,1977,8270539526
5107,24424,1976,4949131339
1383,51593,2016,5065050975
1383,28265,2021,5850904279
6842,28995,1973,5483844808
6842,37313,1983,1414392244
6842,3711,2019,9425881671
8987,99551,1976,1224226324
7057,34748,2007,2034602007
7057,12354,2008,7324455882
4428,39222,1997,6011550218
4428,36447,2009,1268205794
4428,2085,1987,9579009383
6743,48962,2012,0908525919
6743,57298,2000,8467524887
6743,64020,1991,9861850408
9334,97720,1993,1149343957
9334,90017,2004,7109655600
9334,78324,1976,3221137913
4423,64030,2018,9442143935
4423,94297,1982,8094661808
9024,11137,2000,0689817155
9024,91342,1988,6002914150
9024,98870,1985,8758879683
6702,80789,1979,9429764949
6702,12044,1990,7863287607
6702,94688,1974,4040834123
1570,69854,2013,3653619303
1570,16654,1991,5042606823
1570,54857,2013,9090010205
7177,12894,1999,8897076266
7177,9142,1978,1253100985
7177,23535,2011,1988250957
7107,16666,1996,2869214445
8547,41530,1980,9796488870
8547,9816,2001,6595676641
1957,84368,1993,8424083918
1957,62542,2014,6303595842
5132,1137,1997,1489464014
5132,17771,2016,8910074660
5911,18409,1993,5823337473
5911,38073,1971,1230271848
5911,98916,1987,0378254704
6398,5503,2006,4907653751
6398,90355,1972,9351844268
6398,88149,1996,7769200497
7816,77368,2004,5515913947
5847,49968,1986,8585920859
5847,53593,1985,9051668953
5847,26933,2005,6782245469
6752,35039,1986,5406459789
1222,929,2000,9385490167
1222,62523,2011,6994174084
1222,7942,2008,5801178669
3570,26032,2013,6142782343
3570,46511,1999,7903378007
3570,29522,2001,9397543797
1934,29085,2011,6198810703
7928,42458,2013,8468448348
7928,18122,1981,6918353007
7928,53450,1998,9111688680
4007,91219,2009,9115164651
4007,50568,1985,4263865751
4007,11499,1986,6806573376
366,89076,2009,1108639718
8272,98390,2000,4503446420
8272,75425,1989,5713588038
8272,11589,1997,9505307816
6720,13197,2020,5475085769
6720,98402,2021,9836010136
4493,69791,1986,9053004065
4493,56928,2011,2488922560
8551,97739,2024,3104054219
8346,33470,1976,4434961468
8346,94578,2016,3937112778
3953,16329,1973,6098419188
3953,79139,2022,8990663500
5183,96097,2000,7690359613
5183,41101,2023,4163029330
5540,40938,2008,0154526964
5540,8043,1980,1734964936
516,2046,2016,0194887983
516,23594,1992,3896212013
5186,58150,2009,2052255104
5186,84528,2023,7144719352
5186,23645,1975,6735650135
6294,19948,1973,2843631148
8565,94010,1997,2996068964
8565,24345,2020,5127580508
4121,19593,1997,2335418124
4121,60826,1999,8971250652
7394,74024,1996,4400360388
7394,83187,2007,6096505864
7191,15917,1987,7541145728
9912,21656,1984,6401006025
3986,62137,1998,7987448043
3986,91413,1974,5806581187
3986,28102,1976,9215519698
8601,97625,1986,0900944438
5045,79139,2013,1129730759
5045,81312,1991,7687974816
8281,56296,2012,4947868143
8281,7481,1977,7289907472
8281,20812,2011,8838018421
7518,97102,1976,4923812355
7088,42257,1986,5441526482
1440,51888,2017,4598248091
1440,71560,2000,5847706195
1440,99179,2016,6384884245
268,23912,1986,4410004561
5928,69574,2002,2626953695
5928,96864,1979,5602003390
5928,7786,2024,7216175629
3964,27069,1976,2445059484
8626,77385,1980,9869123679
4163,32917,1995,9827470176
4163,73472,1971,0129101932
5209,41549,2002,4451781684
5209,98565,1999,2374741672
5209,36173,1999,1892431595
73,47965,1989,4541063899
2066,40203,1986,1108880453
2066,36760,1994,7021465781
2066,18839,1992,1634621484
5960,81890,1995,6595171798
3489,85712,1978,0539787784
3489,54348,1984,1073588478
3489,91131,1980,0921609114
2523,95121,1973,2141022127
2523,65211,1997,6592394745
2523,60248,2020,9917899638
4798,34895,2005,0853474567
9948,18037,2004,7653441104
83,99845,2010,4838316108
4094,73843,2021,4271311325
5135,73510,2006,0376413032
8447,84279,1979,2209380448
5610,31866,2005,6480832910
7886,46014,1982,1487645845
7886,22609,2011,2301879939
5414,419,2010,1807783905
2205,18898,1994,0661258508
2205,96097,1975,4413359844
2205,3469,1990,8263372940
202,19222,1988,6973796947
202,54169,1995,0074434667
8910,79556,1973,9549120729
8910,4083,2023,0635410080
8910,21460,1984,0286026559
3592,61900,2006,5611409987
3592,66616,2018,0194255661
3592,71977,1992,4097248527
1016,87745,1979,0052869609
1016,62953,1989,9872478035
2942,19073,1992,4143941012
2942,44004,2010,7467709346
6280,88100,2016,7909524161
6956,48457,2014,1843501397
6956,8837,2013,9601142618
6956,12929,2003,6334279757
4014,24068,2012,9377228267
4014,3030,1997,5741245737
2148,77362,1997,8010014901
2148,60525,2022,6779229486
666,30724,2024,6932750431
666,35734,1994,6888297079
685,31902,2013,4518766669
685,15887,1977,7487659075
2694,40302,2009,5841592553
2694,40515,1979,0202984341
4362,88323,1991,6736912793
4362,21944,2012,6468310975
6056,33953,1988,0232545991
6056,43829,2001,3148627269
6056,81701,1994,0391776842
986,72329,1975,2530499181
986,16854,1987,7343528728
603,56318,2013,7700090859
603,89955,2009,1924173116
1028,38907,1979,6927830094
1846,18987,2024,5101360718
6811,16295,2021,0942267573
6811,6312,1983,1996985112
8443,44807,2021,8596914077
2705,14787,2016,3062362635
2705,33548,1991,8207710093
2705,55277,1979,6385042722
8487,91867,2005,5113633072
828,41308,2013,2321598141
8199,63957,2009,5835953572
1980,56784,2014,0851339902
1980,59872,2004,5281117928
1980,65663,1989,3503899508
8529,2146,2008,1588499925
8529,77682,2017,4759449180
3640,16045,2016,2760392561
6085,66548,2003,7487495076
6151,52707,1970,0158472727
2898,40050,1979,5056463755
4126,93064,1993,7897037525
4126,3397,1970,0968918378
9982,70433,2004,9947467307
9982,50418,1992,5905275500
1837,15341,2001,6006397999
1837,32829,1984,3919084357
2797,97006,1995,8225586193
2797,60645,1974,7118478715
2797,86174,1974,5068719927
6861,94471,1977,9985234294
6861,57857,1972,8172292812
4092,42200,1984,5513238832
4092,89130,1994,9546174700
4092,40194,2019,6209650732
6619,83593,1974,3301114249
966,82868,1987,2393822699
6796,62538,2005,8898949413
6796,87283,1981,2462493614
6796,5658,2015,8112893714
9057,2857,2016,3657245852
9057,74655,1986,8495045556
2561,98757,2015,8659382337
3603,81562,1990,5795748239
3603,36296,2017,3265697330
3603,77435,2018,4509916025
3621,87244,1990,4140211398
6218,1135,1981,8900190934
6218,67296,2005,5030643074
18,19643,2008,2079137403
18,31254,2018,0812872687
18,42370,2013,7045213138
6276,47991,2005,0311057159
2778,29813,2012,1384146891
2778,10185,2004,0118166984
9890,17276,1985,7701807650
9890,40600,2024,1835278518
9890,81426,1988,0768790834
5621,85008,2019,8980200124
5621,86796,2004,2787147123
5621,78652,1976,1234334973
4942,93493,1980,9214597219
4942,66129,1974,9116026504
4082,53378,1983,9865991008
4082,5258,2011,3535245103
4082,34457,2007,7818014182
4840,48871,1993,6857509946
4840,91772,1988,2700555511
6082,65526,2010,7698257671
6082,50415,1979,9621266476
6082,49733,2005,9566054033
904,77291,1983,9317626514
904,56963,2017,6130780134
9311,30545,2008,4876427959
9311,79351,2000,0769061740
356,91539,1998,8872698813
356,58260,1976,8537442439
356,19618,2002,3761042934
7695,67668,1999,9406228259
7695,90676,2024,4461887146
7434,72490,1984,5931109347
2664,61377,2003,7749899081
2664,53369,1979,2084927018
2664,10397,1987,7337098323
2627,68423,1976,4782633563
2627,24107,2009,6425168680
2627,18603,1998,5494864437
8971,46391,2015,2426578299
27,64932,2023,0184754126
4287,30794,2001,6286643259
4287,80619,2007,0270059659
4287,65566,2012,7070632791
1730,77337,1983,6163344952
1730,56065,2012,2292591245
7186,75454,1978,8601337018
5217,15200,2019,7333299967
5217,47482,2010,0952387346
7398,20591,2003,9091982475
7398,42695,1972,8697309388
6561,72367,2010,1643811166
1818,22430,1988,5434686252
1818,26342,1977,2832236947
2093,2387,1992,1929045517
2093,21324,2004,4174203041
4238,83215,1984,9038192142
4238,95932,1986,6262250528
4238,27452,1974,8707178122
9570,6280,2012,5861785407
6623,62266,1970,7040569203
6623,46293,2023,0111921586
6623,86717,1987,4537512349
2967,79468,1994,6756466274
6899,98676,1982,5971696262
6899,34528,1992,9912553843
6899,13688,2001,3476837873
1150,66908,2003,6428828380
8128,29154,2004,0016249522
8128,74778,2015,6829058159
1690,73059,1981,2239696590
4429,46144,1977,5160414642
4429,141,1988,4879636599
9395,64547,1987,3538247828
9395,93505,2023,6005254519
9395,18272,1996,4416041922
5481,59935,1991,4012897612
5481,34910,2002,9707451136
5481,3797,2005,8216227377
5120,20300,2016,4337262356
536,81442,1982,9594264726
1396,28141,1983,5352139743
1396,47020,1991,0468279349
1396,44574,2013,9877487049
2148,40296,2015,4100760837
3329,1221,1971,9683195725
8238,82936,1986,7383557648
8238,87954,1988,8806634019
1016,55645,1973,1631952074
1016,76583,1994,8973077490
4295,22255,2020,3410832142
4295,6937,2016,0497492660
4295,32109,1979,9521852063
2730,29649,2024,2844621780
2730,11328,1976,3083336458
2730,51134,2000,9681200343
229,17586,2001,1656866790
229,26519,2011,6848338578
2533,85969,2004,3760788673
2533,62046,2015,0202844161
7173,718,2016,0725971475
2782,46079,1986,0583402768
2782,51413,2014,3614400804
2782,73103,1995,3204850805
6892,63329,1974,2705205527
6892,9473,1984,7547201203
6892,17354,2006,8098273100
902,53725,2023,2689654841
8640,59206,1992,6512060042
8640,86512,2016,6146613914
995,54510,2023,3701248319
2801,32395,1971,1622023504
2801,71464,1971,0877776399
9987,36821,2000,2489619833
9987,88368,1993,8721665247
9987,98870,2004,7269520645
9185,83090,1994,3203984442
9185,47565,2018,1443788468
9185,7786,2016,6220495448
3799,94012,2003,3950993997
3799,7027,2022,9432243590
3799,66781,1970,4752630136
4867,88356,1991,9438255765
2588,46634,2001,0214815734
2588,98094,1985,4423062362
2588,7783,1972,2758365605
2963,73313,2016,3706714907
9959,23807,2003,5509187464
9959,26750,1994,1263476600
9959,18464,2012,4765198637
1278,31577,1985,3602166451
1278,26486,1993,2734393707
1278,46994,2018,0416026269
3257,71763,1988,2298013533
54,86061,2006,6178404716
54,4699,2019,2099549234
6160,44904,2017,7884281124
1185,12135,1973,1241217326
1185,60635,2007,9989395532
1439,43361,1971,9985610855
1439,73114,1983,4527278219
1439,39749,1985,3055256673
6264,39749,2008,2459991530
8531,37993,2000,0066438671
8531,58249,1975,9260647867
4305,97949,2010,1152732965
4305,62364,1999,9280199615
4305,44126,2008,5753740493
7861,8558,1991,3348719167
181,50303,1985,9957805225
181,1877,1994,1328856633
181,80705,1987,0623746581
4608,62137,2003,4903639831
4608,78584,2022,5613527996
2870,44310,1982,8535923192
6658,64770,1986,1374008244
6658,48224,1994,6546089428
6924,4335,1986,7965036916
5598,34833,1996,5813814740
5598,47868,2021,1360331001
5598,49763,1991,1603085457
8557,81706,1984,6530007653
8557,61163,2018,5470364078
8557,21194,2001,2108430692
84,73987,1977,7828854889
84,71566,1988,2450220758
84,73977,2005,5231994610
3361,57449,2009,0614346727
3361,75448,2019,9684739609
7541,95273,2014,8100538217
7541,7673,1998,5780192268
7541,75980,1971,1751611087
6044,58366,2021,9095694320
9622,32106,1989,0462015999
1409,82927,2020,3657563449
1409,15220,2016,6637387312
5964,90108,1982,4524357066
5964,82868,1970,0041128732
5964,55149,2021,6555929818
7603,42725,1995,7521160187
7603,31905,1988,1539059078
6842,9398,1990,5476523066
6842,81731,2011,6258767362
6842,91585,1970,5219190894
2140,7102,2015,6887238821
2140,46199,1970,4840860541
2140,21067,1976,2875465406
424,61391,2005,6842073629
6038,32841,1985,0282823786
6038,14699,1995,2642610966
8783,80587,1971,9155630032
8783,99224,2019,0300248472
8783,70220,1983,6312989307
2046,2007,1992,4330417371
2046,31928,1994,5807362757
231,50779,2005,8212575471
231,82017,2011,1207836695
4342,13867,1988,0661187026
4342,2343,1978,4762452366
4342,32589,2004,5133289805
1784,72927,2001,5873303371
827,16504,1991,8004044619
1011,15119,1999,8770821498
1011,72556,1995,4242707775
1011,17645,2023,5562234432
2370,90796,1977,7803621419
2370,87352,2003,5704028981
2370,14129,1993,0962144769
8651,3393,2013,6060573041
981,33511,2014,3857969618
7225,55344,1970,4008319234
9697,89600,1994,3810056949
9697,49773,2019,7106698771
1934,37178,1972,4144331952
6183,18839,1974,2835334502
6183,40472,2012,4523043496
6183,27842,1990,7699541916
6535,40678,1978,8142117049
287,38684,2004,4733913449
5067,22853,1987,6055937298
1749,29990,2005,8689804984
1749,69854,2008,2180572798
9651,58328,2014,5312094988
4029,35511,2010,5947077298
4029,43424,2020,7062366521
3929,16715,1988,8130416525
3929,8700,1991,0772575370
7186,78093,1995,6555864175
7186,53196,1996,8377012377
7186,34992,2004,8088226404
104,68715,2009,8292105322
104,75137,2001,1493993339
6958,38064,1989,1799073665
6958,30402,2010,9275682836
945,24983,2020,8521977779
1904,83675,2011,2228813919
1904,91662,1981,0903266743
1904,30175,1973,0428887256
4324,82080,2010,4112817235
4324,18272,1978,6403262417
4324,73057,2006,3122871486
950,90887,1972,9199112055
950,75489,2001,8615183937
4008,7138,1977,3584902959
4008,38684,1985,3980308446
4008,26940,1990,8440621046
6037,44274,1986,7268942929
6037,11963,1994,9618819093
626,33910,1986,5432260941
626,15262,2014,3203169307
751,4200,1970,0705445896
751,47462,1988,2811478952
6690,47438,1985,1198108270
7182,10471,2017,3106890795
9033,30724,1974,5490597767
9033,79102,1977,6296913684
47,19207,2002,2170252620
47,59935,1990,3152346026
1561,47912,2011,4249230824
1561,87328,1996,6390469727
1561,10893,1995,5795011289
6785,35712,2024,7300424649
4748,38739,1972,4461839727
4748,56262,2011,1529481690
3856,5914,1982,9709804239
9917,50998,1982,2182867903
9917,7673,2021,4492066751
7859,57832,2005,7282242564
7859,81706,1988,6023430280
7859,61304,1970,9296436497
8838,6126,2007,9977068502
8838,75174,1975,8589725670
8838,75158,1989,8340696695
5826,26512,1989,8329345003
5826,43363,2006,3333274713
5826,82891,2000,5595219342
3929,16330,2000,2225578376
3929,92002,1975,9959767208
1506,35862,2003,4126729279
1381,30277,2000,7879651579
1381,5256,1991,9816401522
1381,96210,1977,8783115183
979,57345,1989,3314844596
979,56902,1978,2895238295
7690,42444,2009,3193814072
7690,6650,1990,4025097276
7353,62037,1974,8504321018
7353,47547,2009,0478000648
9085,20470,2002,7766304311
9085,85994,2010,7504140217
9526,75223,1989,1055057931
3055,12551,2021,6972857735
2019,66178,2001,2242692867
2019,80504,1975,5217152203
1351,90081,2012,3225014475
1351,26342,2008,1583656378
8994,92733,1983,1181217764
8994,46370,2006,4721666213
8994,70433,2001,5045652639
9489,50744,1972,5162205823
9489,31525,2000,0122886845
1294,82292,1989,8965412329
1294,99868,1971,5536452398
399,25288,1977,9768028809
399,81116,2006,4395791894
399,73030,2006,2619283655
7810,54310,2008,4045537421
6581,91768,2001,7263124632
4948,56175,1972,2378423078
3055,28871,1981,6489717770
3055,85215,1999,1873468849
