CustomerNo,SalesOrg,DistributionCh,Division,PartnerFunction,PartnerCounter
99716,8361,7851,7774,TRRnb,1707
86667,5171,3329,6011,TUWaB,6623
86667,5171,3329,6011,genVB,6030
86667,5171,3329,6011,onkJq,92
39562,6039,4754,9518,snAZz,93
42971,9873,3669,7348,pUgoO,6451
42971,9873,3669,7348,lDrBV,9700
11533,7645,4886,1546,EzgEA,1701
11533,7645,4886,1546,PwGIa,698
35553,130,3024,9110,bpovx,1871
35553,130,3024,9110,UOlPW,6844
87364,3154,8327,4670,aHwdp,5948
87364,3154,8327,4670,JNGbF,9292
52391,9203,8086,582,xmelf,6617
52391,9203,8086,582,eizHL,6964
40251,9518,2955,379,VRdRT,9942
40251,9518,2955,379,sGqMh,3864
40251,9518,2955,379,phRGS,6146
18213,3170,4330,5779,eETvG,3268
18213,3170,4330,5779,NDeoT,3352
18213,3170,4330,5779,vEGkn,6850
86278,2623,5505,5901,epcUv,2542
86278,2623,5505,5901,EWXZI,8747
23125,5414,5238,9278,weEGr,5827
23125,5414,5238,9278,QUJYN,2894
23125,5414,5238,9278,YrrMC,6572
33984,3512,5549,637,RBrqd,4281
33984,3512,5549,637,zCwBI,6849
40708,7952,5846,8294,TtpyH,6359
40708,7952,5846,8294,cenYC,6052
40708,7952,5846,8294,EJuLo,4991
5673,2205,2003,889,DIoeN,1327
68263,8440,348,118,OJUpR,2479
68263,8440,348,118,oQKEB,2202
68263,8440,348,118,EUYLO,738
64500,3258,228,5369,gfMxx,4417
64500,3258,228,5369,SsaTn,8540
64500,3258,228,5369,FZxuA,8835
63306,9300,3049,2964,QLbsA,135
52714,381,9603,4245,moyGs,7455
52714,381,9603,4245,EHRbh,8636
52714,381,9603,4245,OCEAK,1507
98433,733,66,6644,WvrGG,7497
98433,733,66,6644,mSGhD,5773
98433,733,66,6644,RoBxz,953
1710,8438,5350,2932,qMJoE,7213
1710,8438,5350,2932,OKeTj,2340
75293,2118,2593,8539,FywBZ,2
75293,2118,2593,8539,mJtTI,4119
95582,1444,4659,3435,Przgi,8915
95582,1444,4659,3435,akvIi,9815
98880,8288,6486,2534,qsYWO,65
98880,8288,6486,2534,VEtRI,3560
98880,8288,6486,2534,QnVPZ,7035
65547,1371,504,2974,uRTWb,1368
65547,1371,504,2974,teJoM,5330
30379,3072,6301,5577,GkCWf,6159
75288,4175,8980,9021,xmTPe,937
75288,4175,8980,9021,xssYm,9165
98548,5346,5113,7586,TOhdy,3373
98548,5346,5113,7586,RRkLB,9690
98548,5346,5113,7586,drGYJ,4804
65509,7126,5241,4104,xXysj,817
41867,7072,5591,166,eacIq,5363
41867,7072,5591,166,nsQxF,2657
41867,7072,5591,166,eypPA,1898
31929,9735,9718,2325,ihGkz,3233
57490,6179,4038,8218,Hpjdz,6592
57490,6179,4038,8218,AHzhM,6358
57490,6179,4038,8218,HHapl,3639
91316,741,2508,9797,soOLB,1535
68150,9034,3526,1107,usUaO,8569
68150,9034,3526,1107,BVFWd,3042
68150,9034,3526,1107,zkyNj,2518
49824,4041,247,2504,bzyuF,5014
41977,6594,8956,9304,iWIVJ,297
66174,5169,6422,9911,UeWfH,6372
66174,5169,6422,9911,oASgQ,6757
66174,5169,6422,9911,rjrbj,138
70300,678,6758,3566,jOPGg,2598
16463,4514,1776,9170,zwFtF,0
16463,4514,1776,9170,VHene,8764
20234,7871,4774,5719,TjEAo,6965
20234,7871,4774,5719,aulsZ,2551
20234,7871,4774,5719,uxpnK,585
71170,2642,9807,8828,yyTFK,6199
71170,2642,9807,8828,jTyyq,4418
71170,2642,9807,8828,NbFPS,4105
62345,7281,3561,3464,oWOww,6341
59583,9223,9309,9786,berex,8021
59583,9223,9309,9786,jhMHb,8417
59583,9223,9309,9786,vOemZ,5776
85734,2901,7654,6333,MTrVQ,3814
85734,2901,7654,6333,PVPVg,2148
89582,684,2633,4947,glHFi,5214
89582,684,2633,4947,XxjTm,7684
81346,3303,8379,5088,ascLT,8207
81346,3303,8379,5088,iKtrq,1806
61662,6195,8346,8552,uBRXj,6344
61662,6195,8346,8552,zosWM,7777
77834,7603,1122,9276,GbxUJ,6895
77834,7603,1122,9276,KUYpf,864
20949,8074,564,7982,iapZJ,512
20949,8074,564,7982,Nrmnb,3658
20949,8074,564,7982,mjLji,7077
92455,5252,3748,8629,dcocE,1610
91084,4331,99,6407,HOTNW,2622
91084,4331,99,6407,CNPqR,7558
80164,3725,2320,2506,PnmOM,7911
32975,384,280,7219,GGLCZ,482
32975,384,280,7219,uTzis,7944
32975,384,280,7219,gtEtv,6606
63259,1700,104,1274,VbJek,6352
94800,701,653,1623,nziRy,795
94800,701,653,1623,sEhTr,2956
8795,1563,7794,3040,QWxWJ,9964
14188,4131,5762,8171,tHMdq,5335
14188,4131,5762,8171,kESkP,8567
85843,6317,4197,2286,ojEHK,9312
85843,6317,4197,2286,kegjq,6179
85843,6317,4197,2286,DBLgs,5556
3901,5002,668,6501,RqiVz,6738
3901,5002,668,6501,bXLLQ,3221
89061,1905,5187,1220,bmhUI,4792
95451,142,7192,2065,ofLeH,5972
16563,1216,3746,626,ydvVT,8673
16563,1216,3746,626,rEIfB,4433
82206,701,7827,308,WduHL,6006
82206,701,7827,308,dkqKK,8257
82206,701,7827,308,eDnTd,3277
57536,1425,978,923,RSKWm,1720
94956,6201,4458,6933,ywLPo,6364
94956,6201,4458,6933,fysYe,8516
99345,2832,3459,361,WPRtk,8645
74050,5461,1828,4789,nHkgC,9450
74050,5461,1828,4789,PFymM,4643
34472,1492,3747,5464,kxTCT,1841
99266,9986,7340,8905,shknb,9877
99266,9986,7340,8905,PdERj,960
99266,9986,7340,8905,jUftj,4779
46817,8545,349,4841,elBTM,2439
90761,1545,412,2174,FZffK,4834
90761,1545,412,2174,ziIzT,6339
58883,4349,9217,3795,ELlne,6100
70731,5480,9713,2908,gEJtN,3434
70731,5480,9713,2908,GpSLN,5555
53323,143,3781,3002,jmeWw,7697
53323,143,3781,3002,ueUTI,1845
53323,143,3781,3002,hxtqA,7662
58389,6224,288,4209,GgpzK,3497
58389,6224,288,4209,WtZLA,8693
58389,6224,288,4209,LvOmr,7649
95365,2863,5804,8119,yByek,1441
95365,2863,5804,8119,ZjiOw,1170
95365,2863,5804,8119,LRxTX,5457
80526,6830,3291,2902,snyWg,3386
80526,6830,3291,2902,KFBDy,8223
80526,6830,3291,2902,zIYGe,2260
66277,4862,6392,5066,DMHqL,8466
16707,5660,2419,4775,ETIzs,6627
16707,5660,2419,4775,lsWHJ,3588
16707,5660,2419,4775,oqbMV,5262
40980,6991,8993,2434,lBVHc,2815
40980,6991,8993,2434,gzDfE,3605
4810,6457,938,3256,pchce,7292
4810,6457,938,3256,HPWeo,1951
38264,4320,6967,8272,capTR,9122
98284,4937,4104,6666,tKaSu,9116
98284,4937,4104,6666,SLzDz,1006
98284,4937,4104,6666,zoynA,6174
82500,2489,1974,2894,aSBEP,5234
82500,2489,1974,2894,lQvgZ,5985
82500,2489,1974,2894,oYoyZ,6148
48531,8570,2906,2196,hEjPt,9285
84434,5978,8657,286,nqypy,3972
84434,5978,8657,286,MGuCz,8988
84434,5978,8657,286,UUhCA,1321
9269,8171,9338,5634,DmUCj,797
9269,8171,9338,5634,EsqsO,1507
9269,8171,9338,5634,TyUgJ,903
23571,2606,5967,2304,cqyNM,1852
23571,2606,5967,2304,lEXow,2512
23571,2606,5967,2304,NLQjX,6607
64197,13,9014,1879,fuSFF,7974
80051,5550,7796,5545,yIYfx,4869
4235,2653,5479,370,eejov,3716
4235,2653,5479,370,GqLWa,7412
97457,9447,1330,2145,HdphO,8304
97457,9447,1330,2145,nhyKT,103
97457,9447,1330,2145,oUzWK,6377
61696,2930,2439,4023,hptjv,6703
61696,2930,2439,4023,xDeDE,7148
61696,2930,2439,4023,nsfbd,6681
14161,7488,7225,9903,tDgUO,2301
14161,7488,7225,9903,bjuUk,2957
90566,206,1847,4138,YOroI,7557
90566,206,1847,4138,cAvzV,9185
78871,7374,8378,4428,rPtaf,6023
38046,9234,410,1050,dqgrZ,7412
38046,9234,410,1050,rCyCz,1609
41970,7334,4388,1729,LJmlR,3711
90501,2353,8685,4206,njpMT,8057
63414,6074,9150,9644,twGTf,9828
25771,2561,4529,9944,JsZPR,6324
25771,2561,4529,9944,xgVSF,8040
31241,1017,3592,9252,fpLiX,6329
85240,2850,9160,6339,BjBMw,3220
85240,2850,9160,6339,zJOQe,5944
45191,854,1289,5900,juyXl,2358
45191,854,1289,5900,zCTEO,2016
45191,854,1289,5900,rPfvO,7657
84301,3781,6755,8795,AUMjE,3511
84301,3781,6755,8795,CdxdW,4466
84301,3781,6755,8795,Haaew,9322
24445,9574,1976,385,FkiGn,6014
24445,9574,1976,385,Vjtcz,3029
26884,865,467,4484,XLcAe,8790
3395,1119,7427,6655,xtBuV,1242
3395,1119,7427,6655,cUCYM,5600
3395,1119,7427,6655,ylcKV,9104
83454,8021,8189,8872,pSHwq,7350
49035,5418,380,4765,pMGSR,8590
49035,5418,380,4765,azYsw,992
1928,7327,8722,5194,mpxfR,6333
1928,7327,8722,5194,UBhhX,7381
1928,7327,8722,5194,PyBFD,2879
18086,6448,2613,6387,EqOfb,7918
29377,9821,1208,6408,GGpzM,6282
29377,9821,1208,6408,adEen,6902
29377,9821,1208,6408,chMPo,9226
36392,8205,7282,750,OCaOH,586
36392,8205,7282,750,oQzKH,3094
36392,8205,7282,750,aSvjw,4841
85800,1994,1469,4479,fYUnd,2474
41479,996,5298,812,QVxnA,2855
41479,996,5298,812,HOczc,3036
72730,9367,2314,4738,sjokR,5556
72730,9367,2314,4738,tOzRL,306
72730,9367,2314,4738,KCkbk,961
44806,1709,1802,5974,RqgZF,212
44806,1709,1802,5974,ijpCl,4827
44806,1709,1802,5974,GHyZk,594
34383,8490,3917,5769,xCJaz,789
38065,9776,3636,5846,ftoZn,4858
38065,9776,3636,5846,kWtBZ,3589
35946,5157,3429,1703,jQGek,5902
35946,5157,3429,1703,RuVrw,9062
35946,5157,3429,1703,OCCtw,3486
56551,4369,9549,1489,bxXRs,6602
56551,4369,9549,1489,flXVA,1340
56551,4369,9549,1489,KeRNa,5750
76566,2100,629,7467,yTIDW,2482
76566,2100,629,7467,xFTtQ,3565
7706,6131,2101,3248,KNGOh,6648
7706,6131,2101,3248,QcfGg,3677
7706,6131,2101,3248,jhkKE,3855
39643,2603,4413,4028,SYVcX,1537
39643,2603,4413,4028,TaUxO,562
41140,9703,620,2802,PIBnZ,5865
41140,9703,620,2802,RbHTS,5850
41140,9703,620,2802,PFYVL,7056
29013,3518,9286,7942,xJSLy,7897
18080,4677,1593,7790,TrKeu,2843
18080,4677,1593,7790,DjqUM,860
77940,5125,2027,4964,FEQWY,3235
69539,3945,5522,2880,NmGYt,4455
45789,1236,4710,9589,Zmrds,5621
45789,1236,4710,9589,HFfeB,231
26917,2887,3142,9443,JdNKC,1681
26917,2887,3142,9443,QBxxR,1368
26917,2887,3142,9443,BFKhJ,4332
97415,8673,6954,158,aqtIq,1262
97415,8673,6954,158,UJvMD,2206
97415,8673,6954,158,cpCXT,9730
51297,9253,3035,8941,XzWml,9383
51297,9253,3035,8941,CHISL,2751
51297,9253,3035,8941,PfdWy,9643
57252,3215,3199,5660,VZjtl,4901
57252,3215,3199,5660,mJCjC,8808
26342,372,9735,4902,IYTbK,2065
26342,372,9735,4902,oNIxN,2408
26342,372,9735,4902,jUGNt,4134
86592,8483,2622,9393,JRMfK,3977
86592,8483,2622,9393,dsIsl,4303
75722,5554,6235,8809,LHPeF,703
75722,5554,6235,8809,HFlks,3905
75722,5554,6235,8809,MiHWg,9351
65141,8092,4674,3939,nhXrf,2974
65141,8092,4674,3939,VHgHX,9951
27383,4018,5824,3859,FMevB,4044
19249,4461,9009,5300,dnhIO,9418
19249,4461,9009,5300,UnKyp,8550
52967,3301,7642,5018,jsiFQ,4857
52967,3301,7642,5018,JluZi,1249
52967,3301,7642,5018,wAvLY,3897
66831,7008,4262,5033,gpUwm,1463
66831,7008,4262,5033,fyjpC,560
63729,1479,1677,2400,bfFNm,3464
63729,1479,1677,2400,HSrsw,4629
63729,1479,1677,2400,CtgAa,135
31093,732,2481,8046,afbew,4302
48163,5777,9066,3463,GlSCj,5496
48163,5777,9066,3463,FHkzb,8121
48163,5777,9066,3463,iuvRA,8569
59019,7128,2582,6466,GWNVp,7188
59019,7128,2582,6466,VvRwf,3441
26326,642,8945,3181,rTWgk,3334
26326,642,8945,3181,QdTcQ,9958
74655,6695,3185,4030,csmtQ,6844
74655,6695,3185,4030,tKCMm,8834
83901,4480,4016,3185,FzRWg,7950
65739,1072,5062,4418,BUecx,3792
65739,1072,5062,4418,vDhRF,7201
65739,1072,5062,4418,wqFsq,3144
15649,9832,6374,4983,UjOAq,9893
31379,6798,3944,7602,gqQzL,7150
31379,6798,3944,7602,TyVqp,5412
3443,8877,851,7475,JEvvR,7302
95125,8632,1425,7932,mjVxI,1729
58927,2098,276,7085,IPFwi,1761
58927,2098,276,7085,ETZHi,3735
80172,9250,58,171,zvuGO,3553
47531,8222,69,5923,KaKYz,1725
47531,8222,69,5923,EMeZj,234
47531,8222,69,5923,YUoAT,2618
25407,5551,5138,6211,LjLOa,9346
4912,8089,2727,7125,UsbtP,4930
38872,5949,6339,3829,PTxHS,9031
13376,6516,5367,579,lDmVn,6766
13376,6516,5367,579,FoQTa,3978
85067,1562,6771,1927,wVDDC,4948
7188,3033,3678,5504,taBpP,9927
7188,3033,3678,5504,epZTp,6539
7188,3033,3678,5504,bqqHp,9339
18892,4662,9378,2367,aHCmO,4617
18892,4662,9378,2367,tZzkb,30
18892,4662,9378,2367,pfAjF,8746
40431,222,7960,515,HRiNQ,5979
61421,8136,8781,1945,Vkxod,9443
61421,8136,8781,1945,zWHLX,9530
61421,8136,8781,1945,uHcqQ,7848
63319,5211,3680,7450,TytIo,7784
91655,5751,5922,4594,doULm,3700
22178,9061,1881,9919,boNIe,2737
22178,9061,1881,9919,CsYza,385
16835,353,8497,690,fBARW,312
16835,353,8497,690,DQswS,6587
16835,353,8497,690,zshzN,2020
23153,3603,1094,7218,cVjgo,1918
45835,2741,1021,566,DOPWN,4601
1935,9961,7770,2136,HRRuJ,7923
57108,4255,431,2485,cyXXO,3355
57108,4255,431,2485,ziEYg,674
15330,5016,4054,3868,cDPYS,8058
15330,5016,4054,3868,fCans,8314
79542,7261,6546,1239,dDNve,5706
79542,7261,6546,1239,YmYmH,5199
97435,8328,3554,193,QjmYL,9148
24721,6840,9995,243,mrDaO,1987
24721,6840,9995,243,yusvA,6018
24721,6840,9995,243,EgmFD,3345
6826,6654,1286,4680,QhueN,2531
6826,6654,1286,4680,vNoiy,4902
81190,3312,2085,5005,AfeNH,3599
81190,3312,2085,5005,OhkzD,4674
57951,8290,1865,5963,nUmqT,5586
46086,8165,7909,4964,hmLNC,1746
46086,8165,7909,4964,jJSAs,1490
46086,8165,7909,4964,jGmuF,7837
66161,3479,6105,2004,cxRtl,3828
91295,6830,1528,2912,IcRxy,9962
91295,6830,1528,2912,Redhp,1713
91295,6830,1528,2912,vXcxi,1574
86089,7212,5254,1203,ARbDS,2863
86089,7212,5254,1203,DdmXJ,4216
68333,832,8794,3227,IyQFi,7385
4040,6429,1126,8404,RcAQV,7218
4040,6429,1126,8404,LzAEg,843
80931,5509,2396,4485,pUSOM,7850
80931,5509,2396,4485,hSmlU,955
61531,9433,823,5640,AoeKB,9013
61531,9433,823,5640,GCyyb,7890
61531,9433,823,5640,OcTFb,6775
9712,2188,9861,9323,MkfTA,1700
9712,2188,9861,9323,aRibe,6006
54769,9069,8809,911,DTOrx,784
54769,9069,8809,911,ZCIkP,115
54769,9069,8809,911,pWNuu,3740
86766,3869,2464,4203,rYmMi,7876
68567,9388,8679,1229,BlCxj,1055
68567,9388,8679,1229,pdLPH,2302
85324,3311,2731,1813,EtVZy,6444
85324,3311,2731,1813,VDwkd,4982
85324,3311,2731,1813,gOlkC,7936
39382,1680,910,1834,ctXqC,2436
49448,9826,3709,4566,tmOoy,5578
49448,9826,3709,4566,OQGve,8884
49448,9826,3709,4566,ulIyO,9482
60011,3807,5595,8053,PpsPB,770
65172,2517,8668,4766,CdHQS,3674
27386,6068,3511,6620,OAMoo,484
11191,9107,8374,4501,ctCUO,506
91268,7285,8188,7824,ImOOm,8838
91268,7285,8188,7824,YRAdS,9630
67267,9987,7332,2334,BfFdm,2453
67267,9987,7332,2334,sTMsy,9507
32065,9337,1654,2350,bixFX,2378
94546,1027,5593,9274,kcGtr,127
99337,2858,8442,590,NZIPz,8377
5636,3824,6834,1394,lEYvF,8099
5636,3824,6834,1394,hvuOL,5603
7466,2536,7969,6561,YkiPi,2383
7466,2536,7969,6561,qxIYi,7784
7466,2536,7969,6561,mUOBT,6016
77103,7306,9858,6076,vXfyG,101
77103,7306,9858,6076,uzQWl,6458
10169,396,3197,1346,mqOxe,6434
10169,396,3197,1346,iLmBR,1286
20024,2164,4257,8267,fGNiA,839
24313,1429,363,8915,VKbne,2507
24313,1429,363,8915,mMMSa,5393
24313,1429,363,8915,WzNWA,9042
82122,7590,5546,6898,NJIbR,1949
82122,7590,5546,6898,FvGHa,2387
82122,7590,5546,6898,aVsFf,560
63983,5527,9442,9630,HxVrt,3769
63983,5527,9442,9630,dasYZ,6017
63983,5527,9442,9630,tpjXq,7678
59523,290,8689,9562,mLsOf,505
94126,5197,6643,9574,MFFjK,4034
94126,5197,6643,9574,JcZIw,2019
94126,5197,6643,9574,DqkVb,9560
74005,1006,4518,5731,FMYtS,1185
65182,4546,293,495,JwVyq,2713
65182,4546,293,495,MuKMi,6558
65343,3581,9982,7781,NYwUT,3987
65343,3581,9982,7781,MunxG,4896
27555,7764,3710,4421,ehRUq,6321
94235,1793,7229,2216,YKDks,3998
94235,1793,7229,2216,sbXif,5735
38235,3593,550,2795,zBIpP,7537
38235,3593,550,2795,GGMGr,3313
38235,3593,550,2795,qDLXr,108
61887,8793,2412,1716,DhcAR,4710
61887,8793,2412,1716,lRCAV,1395
61887,8793,2412,1716,wCIcW,2577
11124,4027,8502,5076,ajZYN,1592
11124,4027,8502,5076,ktDjj,6894
11124,4027,8502,5076,NCbXX,4676
87442,7509,4222,7836,cxiBI,233
87442,7509,4222,7836,cQTdQ,2063
24472,8048,9741,3347,wawxJ,6612
24472,8048,9741,3347,JmwRq,5249
91543,6080,6252,5539,iYief,242
91543,6080,6252,5539,NujCu,5780
91543,6080,6252,5539,ZvCEN,6778
23451,4829,4500,3125,PefUh,872
23451,4829,4500,3125,qhLxE,2074
41492,7350,1867,2053,tqyfs,5925
41492,7350,1867,2053,wkXqB,1491
88709,1462,9508,1021,DHeAQ,1559
5486,3113,743,4934,vLklF,815
5486,3113,743,4934,XtEnS,4331
5486,3113,743,4934,hIvAk,6617
86536,6521,389,9118,rbGGk,8499
86536,6521,389,9118,HIbDn,7301
38506,245,9283,6847,bGPRz,4014
9050,3071,9528,933,VoYIy,7838
9050,3071,9528,933,CiuTu,647
9050,3071,9528,933,kgVhJ,53
50665,3886,4083,4026,LenVC,3996
76550,5678,1458,8385,nWGct,3523
66195,6551,9816,6209,vAWvV,9610
66195,6551,9816,6209,ooRpM,9863
17174,2478,1689,6896,MDQbc,7661
17174,2478,1689,6896,peLGo,4819
69040,9575,7735,3596,ClIwh,2441
69040,9575,7735,3596,WKxpa,4143
44941,8199,7548,5042,fEMrO,2023
44941,8199,7548,5042,nslFc,1018
44941,8199,7548,5042,ZdodZ,5014
76175,3040,850,9708,SMkhZ,6367
76175,3040,850,9708,WtlMD,8289
51139,6936,3120,3480,ciZge,9254
51139,6936,3120,3480,PRYIZ,1786
72200,4000,4465,8700,cdQir,9162
87935,5931,1280,5801,aqXHO,7157
11791,1914,6720,4091,TuEOg,7252
6608,2600,1725,5599,SBuLu,3371
6608,2600,1725,5599,ECteG,1680
16546,7828,205,1788,xPBcq,5507
81295,7667,1280,4013,sDWss,6689
81295,7667,1280,4013,gjhrJ,9511
76581,1293,7505,7039,dsTRE,1720
76581,1293,7505,7039,unpdD,9320
52675,2989,6640,7598,rVEYs,1069
52675,2989,6640,7598,tGwbM,9513
52675,2989,6640,7598,OkzQQ,3907
26873,2894,5516,9976,OENpX,8843
26873,2894,5516,9976,chOYA,5096
19348,1163,8442,8447,mRWpt,8420
19348,1163,8442,8447,qfPou,3276
34619,4388,2944,1275,aWBiu,4702
34619,4388,2944,1275,ZUKgu,7958
36735,5630,5777,6755,OVVBD,5158
36735,5630,5777,6755,wuVsP,5952
36735,5630,5777,6755,LqFFb,3090
98670,7577,3579,5099,nLxcf,7861
11991,857,1779,6365,HbaLB,7600
47110,7970,7747,4433,vaLPw,6515
72675,658,6147,3613,qYdFX,8790
72675,658,6147,3613,zwAkM,2276
72675,658,6147,3613,jUrZw,2170
61660,8280,8863,4405,hTSjB,3635
84771,4018,6700,8282,Tcxkf,2138
14075,8082,7232,7088,Bsqqz,6511
74268,3735,9605,2203,eJZrj,7162
79576,3595,2449,8642,UBOIe,7968
79576,3595,2449,8642,WjaeN,7971
79186,3832,9878,6749,zLWWz,6639
79186,3832,9878,6749,KgPwl,6629
79186,3832,9878,6749,jFmap,9959
61167,9096,9109,1989,NpAEK,4023
61167,9096,9109,1989,DnKon,8923
23681,1305,6856,7418,sQWpy,6198
23681,1305,6856,7418,hcFKQ,5803
68784,6927,6469,3242,NEkAo,1761
68784,6927,6469,3242,JcJiq,7935
94843,5241,8717,555,bFHSv,5710
94843,5241,8717,555,CgNJM,3579
94843,5241,8717,555,vZdub,3849
78101,4029,5889,2251,aVfCc,9796
78101,4029,5889,2251,mculR,7026
78101,4029,5889,2251,gXgzT,4581
74265,4318,4086,5971,PQfEk,4195
63539,9596,8570,1222,mWtmO,9759
63539,9596,8570,1222,HbrPU,3028
63539,9596,8570,1222,WqtcF,790
12485,7511,4275,3736,LEnEQ,3385
12485,7511,4275,3736,ABoPa,2014
12485,7511,4275,3736,kvBEi,5650
401,8361,639,7490,VaHZc,5745
401,8361,639,7490,gOPGW,1688
401,8361,639,7490,eFBHo,8320
33976,9233,5099,7946,wSUyl,4802
33976,9233,5099,7946,Hoztm,4886
33976,9233,5099,7946,JwTju,9274
9471,4569,936,4926,zRFLU,433
40084,9838,7669,3456,pYOHU,4410
40084,9838,7669,3456,OjdYv,4292
40084,9838,7669,3456,pLoCM,8069
15461,8026,7842,4295,oyfxr,8998
15461,8026,7842,4295,OcMnP,251
96263,2392,9502,1162,OysNg,9547
76001,9582,7038,4503,tlNhh,8885
76001,9582,7038,4503,LaLyu,2664
86427,7402,3399,3435,qAIRF,1430
86427,7402,3399,3435,LrlAs,1653
86427,7402,3399,3435,nWUyV,4271
7866,2323,5827,8958,mfnWG,5839
77036,4483,8857,4095,vKViV,2146
77036,4483,8857,4095,fUegh,8788
77036,4483,8857,4095,jXzsx,8400
2993,2916,7364,66,fwOci,25
2993,2916,7364,66,lytkF,3923
82834,4339,2842,4158,BDDHU,5260
28754,7286,6208,4545,GLQsm,8453
28754,7286,6208,4545,TsBQA,4313
30474,3558,1974,7087,Zioaz,8907
42437,9970,9719,534,IbvtW,3247
31831,2912,2833,2457,nQrUW,9686
7923,2713,7016,5347,rUoWi,3065
34415,554,8794,4734,ssnVZ,6222
34415,554,8794,4734,FpnUH,719
19985,5733,4214,4401,xCdAE,5385
19985,5733,4214,4401,wwfIk,3037
84827,9146,2057,9495,rNvvx,7623
84827,9146,2057,9495,BcTXo,150
14228,5408,7270,4320,TPoKy,9308
20320,6527,3289,9470,KvtlM,2406
20320,6527,3289,9470,CmYOg,8537
20320,6527,3289,9470,DZfTJ,5841
90463,9834,9826,1779,WxXTx,2938
90463,9834,9826,1779,nDfAj,418
90463,9834,9826,1779,Dydfx,5942
87100,938,414,9994,xnHXZ,2272
87100,938,414,9994,wduzv,836
47670,528,6260,4728,jpUgs,1720
47670,528,6260,4728,whUii,4671
47670,528,6260,4728,qyQeF,2882
62509,246,4504,8587,hgnhr,4768
11719,7677,2201,7417,yFVoI,3076
11719,7677,2201,7417,oEFpp,8337
26446,1318,3625,9486,vxVqr,7579
42885,4270,2173,2026,NBGxr,5327
42885,4270,2173,2026,aNIze,6555
42885,4270,2173,2026,TSqxG,5034
7576,3121,1915,9185,TsUBo,8936
96726,271,192,3175,zIJVT,329
21706,8865,5966,8309,ebDyN,532
21706,8865,5966,8309,naxlR,4331
75764,1191,5239,8324,cVjmJ,9461
75764,1191,5239,8324,qzGUa,2333
75764,1191,5239,8324,xJVgM,3012
9982,9395,5028,5879,YgVBt,4728
9982,9395,5028,5879,ldBar,3947
1146,4359,5723,920,FIJLZ,8964
1146,4359,5723,920,qgrPk,6417
48628,2053,7008,3795,ZCoML,8451
48628,2053,7008,3795,gNUKO,7072
48628,2053,7008,3795,lvxAF,5581
77269,7516,7036,9309,xkNqm,1475
77269,7516,7036,9309,rUlyd,8802
14553,9308,5917,9144,PcPBZ,2293
52406,5290,4008,5851,fgTZb,3950
81804,275,4459,130,jJseQ,5200
81804,275,4459,130,GzcYh,3320
32937,3316,7815,6001,UFAhA,3803
32937,3316,7815,6001,vFjuG,6337
32937,3316,7815,6001,ytPjI,1444
95112,6526,6539,5072,KFsEv,3621
95112,6526,6539,5072,gQrgi,9199
95112,6526,6539,5072,mfLOn,750
22298,475,960,6433,ZIBzV,9119
22298,475,960,6433,nxmCD,2692
22298,475,960,6433,cAscK,1546
71486,5967,3987,8564,uWaAK,1147
71486,5967,3987,8564,dOSpV,8130
71486,5967,3987,8564,NMYhk,6709
21344,4230,9925,216,lyjsQ,7827
1033,4661,5972,3982,DeToF,9267
76961,7343,8908,1986,lnTvY,3400
1630,8654,4496,2664,HReri,2824
26786,9524,7454,5876,xzcSt,9240
26786,9524,7454,5876,YBxCq,2957
12939,1390,778,357,raeJJ,85
18018,1061,2458,729,TOaRF,4214
18018,1061,2458,729,LYZlh,6502
18018,1061,2458,729,cDRwF,1531
73715,1185,8888,9053,aczGZ,1703
73715,1185,8888,9053,BuCJQ,9174
35166,7596,3579,343,NJfCV,3474
35166,7596,3579,343,gvmWZ,8457
9053,6039,4162,2673,zGBhR,9103
9053,6039,4162,2673,WkSuj,1378
9053,6039,4162,2673,GWCWv,4658
58948,6122,6425,6388,VwHrz,3396
58948,6122,6425,6388,iQNBm,8454
19014,7969,2778,5844,BfCbQ,2848
19014,7969,2778,5844,tiAIM,4345
19014,7969,2778,5844,LkLXx,5444
2787,1735,4061,530,Oinge,9817
92280,9411,1172,365,pdkUa,4387
92280,9411,1172,365,Ydhne,354
92280,9411,1172,365,PLwAb,2424
57974,8841,9315,544,UrMyl,7764
57974,8841,9315,544,oWmDE,2375
11066,5336,209,575,vyLfp,6701
11066,5336,209,575,lkZlU,4331
31407,7948,7142,252,Vmocu,9550
41036,7469,7485,4019,FcntV,2351
53458,5036,926,5913,ZBYUR,9870
53458,5036,926,5913,VoHHT,8195
53458,5036,926,5913,LeVhB,4207
36295,1205,4800,1060,dZhfa,2772
36295,1205,4800,1060,edsjZ,5394
17175,5193,1072,9730,wcVIK,334
17175,5193,1072,9730,voGXw,2706
17175,5193,1072,9730,AzVYP,2626
87714,7741,3708,3331,Hxzgo,6222
87714,7741,3708,3331,qtGRF,6363
87714,7741,3708,3331,YSkwS,5861
48317,6575,1434,9820,UvIva,7467
48317,6575,1434,9820,wcNbz,111
10672,7287,355,3558,xxJeq,9380
10672,7287,355,3558,DtbMC,5779
34870,5911,7204,390,HjgHg,7837
34870,5911,7204,390,EoluX,5709
8578,9996,4879,2919,IYmJW,4090
27426,6841,7861,1921,PcUZT,1719
27426,6841,7861,1921,aEqMZ,4540
27426,6841,7861,1921,iElHB,73
81473,3828,8503,1633,OXuJL,3770
81473,3828,8503,1633,NWNBq,3857
