CustomerNo,CompanyCode,FiscalYear
11980,93391,1995
55590,4063,1970
20646,94843,2010
56835,73670,1998
90477,86203,1982
37041,34857,2006
85204,50585,2023
66730,34229,2010
50889,99514,2013
38490,27726,2008
8970,38787,1997
33957,9768,1975
1110,69785,2010
19027,86296,2020
17215,1885,2018
10554,88436,1977
72109,84597,1983
96875,40505,1972
80887,27831,2023
11836,6402,1986
3986,52366,2022
70992,69917,2003
33214,23865,1978
66381,24378,2001
63076,54965,1999
2307,60186,1976
32853,56386,1984
54472,84315,1985
20803,4011,2023
47670,13050,1975
8658,64770,2014
43245,27555,1973
72467,25656,2007
57046,57905,1995
91448,67342,2015
32831,45588,2008
5648,2034,1978
71110,68626,2010
2857,18369,1979
98945,59655,1971
54038,47081,1977
99434,24434,1988
4078,58946,1985
75625,61549,1977
77784,60119,2011
71457,45832,2002
30897,44774,1983
50656,9358,1987
73488,51423,1970
78708,49614,2006
78577,65171,2020
6362,1538,2010
31093,4122,1996
55458,4063,2013
93323,8962,2021
18698,22583,1971
60350,62187,1992
79319,79561,2004
99345,9266,2002
27386,65430,2016
44760,11499,1996
58763,72088,1981
76536,93122,1970
22604,2202,1981
45092,44576,1973
73398,68715,1998
66440,21842,2016
32932,37910,1989
6115,89084,1981
9945,18919,2011
79925,68705,1980
23206,52324,1989
24074,85724,1987
28623,12821,2010
1390,1728,2014
93170,27555,1992
32777,10625,1981
46536,57303,1991
88164,74834,1982
66433,46511,2022
31022,56742,2024
54496,59032,1994
81156,53815,1980
38435,66363,1997
11641,96984,2009
25815,93725,2004
57154,70980,1998
67731,91636,2000
90283,55793,1984
6028,14389,2004
48580,95524,1981
28612,77142,1984
31688,42003,1970
44894,68843,1993
10302,33310,2002
85587,43406,2020
23791,77846,1998
24337,11010,2016
74717,25088,1978
88705,48386,1993
11836,85790,2023
50027,95907,2022
19909,87636,1986
59131,36558,2007
33998,61127,1987
16363,79664,2024
59576,45735,2014
88454,77385,1990
82532,91212,1978
99450,56002,1997
97874,59557,1989
59111,35921,2012
6163,34936,2009
41202,32806,2019
50327,67264,1994
65462,87328,2020
56346,45276,2011
39229,78503,1971
5320,20097,2000
25073,96322,1991
70654,84902,1997
72942,44834,1980
12891,20925,2004
70077,18675,1975
28932,95546,2009
58807,77213,1997
94307,15507,2015
53481,27069,1976
75794,73135,1975
99421,38045,2006
58954,99214,1987
2220,72509,1975
47011,88056,1992
76589,1973,1984
70222,4389,1996
99242,90114,1973
22271,19728,2017
11216,39286,2004
81238,33629,1994
39367,30940,2015
77242,7545,1995
67003,97666,2013
45225,112,2018
15409,42221,2012
97953,17999,1974
76763,15881,2012
89861,70576,2005
49696,69032,1987
62838,41786,1978
75770,34698,2002
81534,55060,1987
60321,24787,1974
97285,63168,2016
91295,39289,1987
117,4253,2017
67513,46951,2019
79734,84973,2006
11144,76695,1998
94716,81172,1975
1890,60754,1998
28932,41599,1986
48636,60630,1973
52517,50524,1997
87986,73172,1979
73586,75741,2023
50173,45525,2005
49657,87632,1986
62122,33595,2005
42513,79505,2005
14476,44139,1985
56960,35652,2009
77974,88326,1992
83183,71993,2002
80298,31445,2009
11812,1749,1989
35427,21421,1990
31962,45003,2005
95112,72756,2019
58885,43960,2006
85257,49899,2001
5510,93195,2001
29255,79188,1977
64182,84798,2003
55341,62944,1990
2016,32351,2014
40419,38617,2002
79406,92261,2001
94042,58181,2004
5241,72697,1981
99966,65534,2006
10440,5743,2006
99617,40442,2001
85615,24943,2014
1447,80436,2016
47927,6367,1997
1968,96581,2017
83690,20811,2021
54038,9634,1993
62536,67679,1973
36443,10828,2012
77165,21744,2005
4359,88582,2006
45851,696,2000
44711,78451,1983
21984,50639,2019
7223,25418,2002
49115,81846,1987
70818,14515,1971
45851,11760,1984
3734,23729,1972
45780,95089,1979
28484,8724,1975
55877,76569,2015
83870,89084,2015
33970,96509,2011
11932,51548,2002
49620,17671,1976
99571,22128,1981
54142,31546,2014
6666,24057,2013
87886,36991,2000
64130,36906,2002
31158,28871,1991
27512,59625,1974
52676,39744,2023
44832,98476,1988
74688,75873,1974
213,95916,1983
71927,72899,1973
67989,86512,1994
15392,63231,2017
9050,44080,2016
75678,15389,2015
13371,74921,1976
46533,52366,2019
47931,84454,2003
42281,1101,1979
9081,98406,1981
56538,75587,2001
75534,21672,2007
99445,87569,1981
50442,21656,2000
42635,77954,2015
96877,43142,2007
37680,98565,2007
84121,16848,2012
75522,98411,1986
58772,17381,2023
4459,54293,2002
85631,91912,1987
2665,76625,2020
75645,56010,1978
23626,845,1999
90960,18405,2017
20162,77907,2002
18778,31709,1978
36875,31167,2024
59804,77662,1991
86711,87917,2012
88925,77321,1982
48903,63622,2012
40588,72946,1982
29669,42243,2002
84061,11406,1980
53497,83732,1980
93944,94306,1979
69293,30863,1983
9661,18844,2015
29751,44394,2000
10255,59771,2020
11771,19302,1978
25684,50289,1991
87620,36887,2008
87880,1147,1984
72951,2857,1971
11703,73020,2012
89724,82501,1980
74943,50448,2003
12775,2020,1991
30382,40401,1992
40419,37525,1970
98310,94330,1990
68520,46289,1978
87100,91684,1988
94307,78451,2012
59849,91540,2017
64703,6303,1976
48007,37457,1976
23944,89003,2016
25882,13929,2016
71973,83208,2019
37900,50534,2020
7884,34181,2014
7914,80968,2002
37796,43636,2009
19526,4077,1973
66228,997,2020
83136,32395,2004
61442,41421,1975
43050,59554,1989
84600,51016,1979
50366,78584,1986
49336,72332,1984
16465,80923,2005
23824,29325,1991
91810,43444,1993
68131,11760,1991
78985,28238,2005
67312,68602,2005
34934,19424,2022
2392,98987,1988
71927,19020,1974
26723,72074,1970
28555,22047,1991
22971,86502,1989
56779,10992,2016
92155,80587,1981
33924,88684,2023
93944,34561,1974
43596,42622,2008
77165,79614,2011
72726,56253,1970
97485,99095,2014
16182,41957,1970
96523,27050,1989
77842,66969,2015
9073,18532,2024
6991,85531,2002
37231,98142,1971
64023,83832,1975
60321,52104,1978
95793,86272,1980
95471,81781,1977
43345,9936,1988
33984,83925,2009
58216,97306,2002
70756,56309,1996
63477,32025,2002
57923,51547,1985
1156,90425,1972
50950,3622,1970
78415,2941,1995
44340,1431,1972
32685,58331,1991
87002,74418,1976
32776,20974,1973
38056,37767,2021
81553,62729,2020
63306,21026,2013
10589,67993,1996
94503,72912,2004
47153,53003,1996
91527,26849,2018
21287,29703,2013
26009,88640,1981
70169,61377,2002
30902,11045,2000
41300,59351,1971
23479,36651,2014
51696,41669,1981
3358,33176,2004
41593,76411,1983
17443,96830,1997
20460,67071,2011
99416,87213,1977
16543,72229,1979
79036,97120,1986
199,58486,2009
82820,90768,1993
9772,26827,1999
59730,42922,1980
76237,78662,1985
69030,81904,1999
34213,26526,2012
58654,36964,2008
23846,82820,1998
3513,36450,2022
86520,57178,1976
43082,17673,1997
38778,40384,1999
69563,14809,2016
6403,96878,2007
20801,17562,2017
40634,27284,2017
10169,78562,1995
16455,32804,2019
29354,45255,1973
30915,30456,1980
10968,59364,2013
49988,55270,1985
8936,10557,2012
34630,89074,1972
21387,41781,2001
12088,68526,2020
47130,56395,1996
32937,6458,2024
75365,14537,2022
51540,5107,1986
753,73761,1972
52780,5465,1993
99450,75453,2010
52232,87780,1988
38849,89806,2007
51605,82233,1977
97807,44672,2001
39394,56983,1988
18626,62082,1986
70742,26305,1982
51139,50679,1993
43830,32301,1990
41242,45351,1976
10520,45024,1973
6019,62430,2001
87459,87129,1983
95772,91141,2005
10790,58118,1993
17315,89691,1976
64044,19483,2024
17884,72088,2017
65141,1442,2024
19129,46660,1995
28895,79539,1978
54917,6656,2017
79599,86645,1979
82032,78418,1982
3830,45040,1974
58346,35798,1999
44714,82891,1985
857,94471,2019
62381,74716,1972
45563,46626,2024
16737,33813,1990
16781,29965,1993
29975,37457,1974
88079,29154,2009
65090,12025,2000
34016,5189,2017
75481,66194,2004
29491,30048,1975
81411,27639,1995
64085,98997,1996
58129,77180,2023
87205,40400,2019
49876,99385,1976
2871,5727,1998
10624,10455,1975
37892,13208,2019
64543,96415,2021
47840,31260,1972
15702,86984,2003
90467,56983,2015
97094,38001,1988
62104,57006,1988
38058,87780,1992
21784,78001,1974
4980,367,1989
35674,87954,2013
77397,80101,2000
58166,18301,1979
34563,27589,2013
38655,80920,2014
31022,92828,2024
92210,33280,2013
30436,93923,1979
7689,8558,2019
78144,37233,1973
96522,96104,2014
45750,15316,1985
19588,89207,1975
65547,44327,2010
73529,79093,2003
95155,22152,1988
91270,54413,1971
47702,29346,1993
56668,49054,2016
4817,9974,1994
31645,92931,1998
60436,40550,1977
36935,48307,1985
79153,99998,2014
32906,18405,1994
70121,63787,2017
66675,55851,1970
40849,34890,1972
99168,90751,2007
69514,13487,1994
77431,2731,2003
58980,91588,1983
25360,32395,1992
82702,78125,2000
70054,81563,2020
96033,55117,1989
25549,67355,1979
51610,83207,1981
58065,49586,2019
41436,57532,2024
41992,61345,2009
45975,32917,2002
27428,81787,2019
22265,50667,1981
82522,87283,1994
28794,71037,2000
8920,19860,1993
38853,38062,2001
12803,14136,2008
70519,36578,1992
34576,86717,1997
94907,29096,2000
66090,18879,1977
83462,26562,1971
12174,22754,1992
37104,86313,1994
31197,99023,2000
94216,11962,2016
16563,66709,2002
5614,61005,2001
36137,37128,2001
83727,72005,2023
81014,97663,1977
59645,35635,1986
17765,24610,1974
31738,7850,2011
38375,89984,2003
12829,37073,1989
23597,80708,1993
82561,82065,1994
51103,52392,2022
51999,73761,2015
97056,39703,2009
28415,58866,2008
36706,22519,1997
30957,75918,2007
14032,36501,2023
16707,6630,2004
35615,35169,2023
97317,15362,1974
26917,55069,2004
8133,94625,2016
50545,57462,2009
635,52674,2019
6965,29152,2020
57358,87955,2011
65962,12111,1996
48896,18498,2015
26172,24300,2010
39515,67622,2016
16270,52939,2022
93346,94751,2024
41339,96870,2024
30008,22794,1977
10760,84368,1985
85082,27331,2013
38140,60218,2010
56541,3177,1988
50990,25976,2017
20896,67789,2016
56908,63271,2005
18918,91777,1993
63084,99030,2003
41939,28908,1984
39505,54957,1994
91110,82719,1975
66325,66923,2014
86351,18361,2001
37641,6898,1981
76823,50157,2022
40229,7956,1992
58225,92931,2001
72655,38767,1987
30474,86696,2017
74475,74805,2013
25790,37382,1994
84448,4621,2021
51453,27554,1970
40812,26863,1992
48012,81139,2011
12523,88567,2023
76536,70445,2006
55008,86778,2020
52422,26751,2008
64686,65507,2012
87085,22424,2010
30231,28949,1990
15,46417,2022
5361,11706,2012
3511,5914,1978
14896,440,2021
297,47173,2021
33411,5499,2009
35442,23184,2019
6593,92866,2005
84064,78895,2018
91827,91366,2021
98195,55007,1980
3095,75063,1978
68481,51180,1990
47096,35014,2003
36608,87352,1988
29072,99879,2010
2787,65937,1974
34296,85741,2015
77157,75453,1978
98260,87640,2013
22709,36195,1989
71821,45073,1979
24969,36585,1970
28127,72256,2013
76536,84530,2014
72760,37892,1980
1990,82014,2020
98070,71589,2022
76813,78763,2015
7290,66652,1992
53632,14787,1990
59885,12577,1984
79186,29330,1989
82628,9954,1997
7868,1813,2001
73609,79243,1986
79280,52216,2002
45576,48365,1978
56835,1458,1977
14662,59425,2002
83901,57516,2016
88079,56088,1988
80831,41684,2004
23221,93501,2017
1928,87613,1998
23451,89971,1979
15358,6308,1998
91313,80357,2015
18596,50140,2017
46336,94688,2013
91330,36829,2018
71286,59818,1999
2936,99089,2002
2475,2387,1982
86086,83282,2023
74955,12403,2021
22574,41556,1990
51708,37767,1982
22956,88656,2018
12484,68989,2000
51445,19302,2015
68920,47202,2008
18168,45977,1983
49543,77311,1999
44896,97629,2019
44426,45568,1978
12575,41533,1987
68409,27630,2011
21428,87497,1979
29383,49927,1976
43382,4254,2021
61178,75865,2019
99254,41574,1982
12029,98822,2005
83334,16041,1992
17963,86179,2002
86089,9725,2017
44701,75645,2019
56816,17474,1988
98864,23693,2011
11192,70576,2007
29139,58467,2014
97133,48179,2009
71921,98042,2017
32643,60886,1975
60428,24242,2012
75385,21956,1977
13444,27878,1981
31142,36558,1982
37372,93651,1977
38065,34084,2017
19867,9231,1983
72760,20294,1982
64413,45250,1975
2544,14983,1971
52960,6640,1992
34314,20639,1974
13712,46544,1993
63988,92366,1972
23143,36830,1998
29977,33243,2021
96769,16393,1979
73502,5705,1988
37068,57201,1975
78006,94572,1996
32656,64161,2006
44144,76275,2002
28366,99655,2009
50160,69500,2016
47180,70985,1974
73754,93132,1980
44397,68267,1999
74432,10712,1973
21252,99911,1993
22127,72234,2016
47203,41765,2021
34825,84824,2024
62983,61253,1989
93414,76675,1994
40756,72164,1999
80206,59210,2023
11095,98323,2015
34457,80436,1979
65099,46175,2023
94063,75098,1970
97323,34151,1994
48809,42929,1972
45448,72129,2024
49568,1832,1971
52445,27331,2021
71588,88273,2003
34283,84856,1979
17703,77839,1984
2765,93725,2000
6867,16,2006
62566,41939,1991
13426,55120,1996
58980,56942,2022
27389,6029,2010
36433,89246,2019
97525,20503,1984
16999,90202,1998
43391,43868,1973
21062,24472,2014
48754,69157,2010
76973,47146,2007
86430,27644,1974
84425,66717,1979
13655,23516,2014
51381,80041,2024
52881,64700,1981
93240,72571,1982
97724,17889,2020
73891,78575,1997
44552,54857,1986
68249,53596,1997
40419,58414,1991
36140,33334,2011
31815,80619,2007
14896,24345,2001
69027,41279,1976
66880,36481,2012
87712,83690,2003
31347,75327,1989
13667,85667,1998
89299,28670,2003
48286,8073,2014
96475,62369,2006
18051,44262,1978
87917,83337,2011
82276,27100,1999
39065,58125,1978
5154,42331,2008
95806,34,2005
56939,33282,1998
90501,1221,2007
80164,59678,1997
8696,30928,1995
11194,87213,1980
87694,4127,1992
81637,94558,1975
99935,58341,1986
57177,38346,2010
49403,98212,1981
9872,13208,2024
87113,5591,1987
84531,10190,2008
75137,22941,1988
65244,79193,2021
59500,81216,2013
38868,7612,1974
94199,8736,1973
60727,75061,2006
83316,95469,2000
81514,80436,2016
87901,25581,1970
68435,96442,2015
50797,47907,1993
84921,64117,1978
22059,1160,1988
37482,77665,2012
96970,18603,1997
41319,56010,1999
30297,94873,1998
83047,5332,1974
97028,80104,2015
69030,19893,2009
26212,71464,1980
20681,30414,2024
25472,6902,1977
36225,7916,2006
76625,9886,2013
29658,40495,1991
38243,93894,2000
8217,57298,1995
41939,62671,2014
41639,18792,1973
44714,41612,2013
92342,21144,2002
41021,46626,2011
52517,82402,2020
77053,46874,1974
39666,80845,1995
24936,46966,1991
36356,11382,2009
60999,42444,2022
62851,50008,1978
12368,20712,2017
84439,71845,2015
35983,88745,1974
91448,77876,1974
78504,40340,1978
87208,60525,2000
33676,60285,2004
96469,51423,1987
71683,92479,2019
60664,31275,1997
78758,81216,1987
86320,42778,1988
95319,60284,2019
7795,28947,2022
11057,67099,2024
73728,75061,1987
7281,66500,1995
89085,6902,2003
81473,15558,1988
15344,36554,2020
36782,58105,2003
57514,13658,1991
8826,58467,2003
67461,25204,1974
91948,82142,2020
74717,65015,1971
52339,14163,1989
42971,74131,2010
31688,85827,2010
90452,55636,1989
5099,83976,1984
37021,89246,1983
25928,89410,2007
31022,88695,1970
36779,18044,2015
42651,54955,1987
13962,23300,2008
31962,94131,2017
17046,16055,2002
4967,57662,1985
76014,30247,2011
38014,5710,2002
8786,35036,2014
20778,49806,1980
80287,13662,2002
49426,33971,1973
98644,97771,1982
39243,65108,1981
14125,3137,1994
68137,78232,2002
9736,21996,1974
22140,64357,2004
15392,115,1990
54724,69304,2022
40792,96389,1976
17531,26342,1984
82245,48666,1970
77342,36695,2009
37134,45243,2019
10846,86661,2016
84714,55145,1988
92684,41549,1978
50047,93344,1991
17302,96684,1982
48859,33949,1973
1542,10618,1993
27322,90958,1972
50937,73953,2022
38353,3255,2023
31645,47839,2009
39418,64625,2001
19027,43232,2019
24770,74716,1996
7257,18722,2006
31197,84819,1989
86865,63992,1973
18778,93815,1977
11994,62033,1975
1156,3196,1980
85240,4531,2021
31258,37221,2006
21872,926,1979
1268,84114,2004
49448,5157,1994
40264,59210,2006
23682,38902,1989
26004,94292,2018
64632,3303,1979
35909,50483,1995
84042,66692,2024
23865,92721,2002
68567,52634,2002
30025,54482,1972
52532,98218,1995
44759,51894,1994
81078,3132,2014
92756,1727,1972
16809,47592,2022
62029,97429,1981
14140,91717,2015
37900,5107,1980
93414,44327,1971
22037,64295,1975
56617,2262,2001
12572,44630,1972
23842,94471,1976
74675,98301,2024
72767,11801,1994
92756,60778,1979
28366,66374,1971
95936,57323,1982
84635,41080,2013
58944,35713,2013
19865,43693,1977
87833,66375,2014
58180,17835,1998
34896,66586,2020
58287,3432,1994
36844,12539,2021
30346,3117,1982
38296,91643,1992
27380,60123,1989
48997,3508,1985
73581,29454,2006
44403,87661,1971
18272,19261,1976
9166,80964,2010
84121,53522,2008
2039,2192,2001
44831,31459,2000
72810,48737,1999
4750,67037,1983
62916,72329,2010
26828,15262,1983
45793,35239,1985
21242,88451,2008
5554,93734,2016
72951,26940,2005
52019,68453,2023
24395,85351,1973
79036,45020,1995
67484,31001,1971
13115,60780,1994
69312,4011,1984
863,62518,1971
33480,10242,1982
71578,69785,2002
30369,81534,1975
75480,32972,2008
74188,90154,2000
99337,4100,1998
86651,91488,2015
77165,99089,1979
60645,91367,1987
68914,2078,1973
12368,73953,1976
60771,313,1992
67871,24264,1972
42804,45497,2000
33851,95805,2023
61973,10618,1985
11026,62956,1978
25744,90668,1994
58112,5747,2016
72630,36781,1989
18939,82065,1983
53189,40614,1978
40546,7574,1972
55015,61049,2021
86667,80922,2008
9732,62007,2019
83047,33310,1970
43486,17130,1998
27554,48627,1990
30358,58111,1977
59645,78631,1999
85747,44844,2017
62872,27331,1985
60883,37743,1973
71063,56239,2006
19761,22897,1985
88797,87090,1975
59585,78125,1988
4678,69791,1987
29004,35796,2004
38880,15325,1982
84476,88163,1996
31615,29392,2008
87267,91798,1971
51733,63138,1972
27196,81171,1990
24245,77460,1976
74557,13691,1971
38853,37321,1980
60851,43766,1985
89614,65402,1971
81663,27080,1990
53091,56243,1991
97469,28305,2022
42131,7621,1988
41734,440,2004
85631,13581,2001
23824,77460,2018
23693,85868,1978
28555,27544,2018
91325,52510,2006
31848,27051,1991
59655,78259,2021
79602,81959,1980
83123,54229,2022
37897,87005,2013
56491,45152,1985
54630,73072,1999
58166,53802,1985
42335,54420,2000
21208,26196,2009
93496,6475,1976
49403,18299,1989
95947,92651,1996
7139,27976,2011
77974,33193,1973
75722,65584,2011
88456,3529,1994
26374,77952,2004
6608,64437,1979
58980,11603,2010
81190,89833,1988
64359,76131,1989
87831,1951,2019
10455,71054,1987
55909,11915,2001
78192,90807,2021
86172,33528,1990
16509,53593,2014
17861,81457,1985
36381,11520,1987
63025,4300,1984
44465,51668,1990
16752,8444,1994
21195,53711,1974
19185,65082,1976
90460,18999,1998
33179,30416,2021
20729,19932,1987
8278,4901,1994
58733,67509,2009
12368,21262,1984
58317,75572,2017
93346,53011,1973
70095,4278,1990
74316,58142,2023
80328,27996,2012
33009,9252,2011
83607,57719,2005
21966,25580,2002
73615,44793,1976
31347,12532,1978
15161,26815,1992
24471,4963,1976
90060,56221,1987
68594,4029,1994
69033,63469,2022
48877,63267,1987
64177,78907,2017
46767,1832,1996
13557,12822,2008
86216,50568,2005
7290,64352,1981
87714,89991,2013
8325,6797,2021
61373,5621,1996
26123,55556,2008
31347,49577,2003
20778,71370,1988
56339,19405,2010
18892,16956,2010
30992,45792,1988
47053,8462,2000
83480,83067,2024
69951,12540,1985
6713,85067,1978
27785,8879,1999
79366,40964,2016
11719,2020,1972
18425,6342,1992
11760,71779,1971
8824,90065,2018
53159,31723,2005
51006,36953,2003
92559,92159,1983
56035,89246,2004
42116,73890,2002
78445,97102,2017
28590,67661,2023
18898,83914,1998
60964,72953,1982
75534,56336,1996
4556,64643,2003
66151,34084,1997
14882,17482,2003
3911,55593,2008
61887,56010,1988
70404,587,2014
41036,54455,1999
56835,19618,2019
34302,52869,2023
24971,29681,2020
17147,80359,2008
14662,9547,2022
71035,76643,2005
29158,328,1970
98188,65082,1989
88391,42233,2011
94627,76797,1988
45857,72256,1998
42492,67359,1975
61768,86605,1993
91226,94644,2019
64495,8837,1975
13038,31816,1997
68820,60736,2009
75457,25209,1992
57581,1147,2015
97117,29832,1989
67263,58260,1997
76568,59701,1984
38410,17918,1987
60022,84226,1979
10467,65484,1979
67625,31921,1981
25429,28503,2002
54987,47597,2006
27654,68562,1986
50255,59757,1992
37635,27056,1976
35308,49591,1978
71535,14575,1999
99931,23102,1975
60511,79674,2008
29213,56823,1994
12572,93294,2013
52637,15316,2017
57639,9511,1988
11682,39200,2013
24832,93005,2003
55096,38071,1996
23653,40777,2020
47293,73843,2022
61865,35351,2020
80464,15530,1987
68372,71182,2012
4570,43756,1993
39354,44841,2016
80328,55777,2023
28642,2420,1974
27109,76822,2023
23427,29362,1993
1609,24441,2016
32462,69935,1977
34472,41315,2008
91473,7288,2022
65254,93566,1976
99693,46622,1996
45985,47018,1975
26101,4200,1981
64368,30864,1984
36697,58260,1988
26484,35383,2003
733,62761,1983
67489,42182,1977
50593,58380,2005
46630,72257,1972
90579,67042,1983
88971,20997,2009
11326,38709,2022
17912,71819,2013
6693,97996,2001
40413,29075,1992
27322,62909,1978
62543,53930,1975
85392,34561,1984
33998,71228,1992
34619,92365,1984
81194,24555,2004
199,21213,2003
13427,37622,2024
40085,13356,1993
20035,69468,2019
80482,48605,2001
62727,75768,2005
14331,81828,1976
15901,55505,2022
57144,28113,2017
43309,14871,1990
36725,31905,1973
34823,66948,2005
97810,27116,2014
96348,95121,2009
94275,86974,1990
68010,51440,1988
57491,91934,2004
44872,58105,1972
61790,14846,1997
85392,59403,1988
40403,97663,2008
32506,53596,2010
71291,85206,1971
38490,16046,1984
56525,61377,1996
79726,41657,1973
68656,811,2016
89822,33863,2008
74591,17632,1981
87472,5598,2018
57358,51397,1992
52973,49455,1979
23932,77128,1976
62455,30298,2010
70931,68831,1976
52916,91453,1993
4807,19020,1985
31370,76754,2008
11517,1670,2022
52672,7327,2017
35163,84468,2020
7613,1832,1989
97494,82149,1983
24445,94363,1994
56745,71464,1970
86105,99816,1975
32968,2504,2023
93347,4530,2021
97558,95667,2014
52474,80849,1988
46997,17671,1973
11508,47965,2006
51949,16919,2011
14238,35827,1972
69921,69404,2008
74862,87323,1973
36563,12557,1972
86349,64468,2007
27865,22891,2024
29392,59106,1982
78659,1547,2003
73053,31818,2006
41439,97653,2016
55146,14823,1971
56240,82084,1990
48243,80940,2003
11980,17103,1998
26724,27268,1986
93488,63914,2008
72655,18162,1983
31962,30456,1997
51902,47263,1995
43297,48754,2018
39084,43752,2002
71910,43808,2017
40218,58856,2001
76473,92931,1988
59776,47263,1984
68916,73020,1996
106,34703,1974
12154,8687,2006
95322,73099,2000
26290,22283,1971
118,1731,1996
57923,79674,1971
59578,49464,1988
17832,6164,2002
78421,75340,1987
10748,33984,2001
67362,50614,1974
97469,81764,1990
34557,41421,1996
59804,93395,1982
43382,40490,1993
6794,10557,1995
37206,57049,2002
35173,2703,1977
17860,4988,2022
56298,86984,2005
9189,29859,2005
99515,91099,2024
95571,50193,1985
95000,51976,2006
53898,15920,2000
57871,4960,1973
45227,47902,2013
17207,57323,1979
49336,55198,1977
45113,37506,1979
22432,44578,1971
86311,81336,1979
6043,79719,1977
4748,25407,2005
45621,81062,1982
40621,8110,1990
63054,30848,2001
94988,78562,2005
91995,5870,2010
81658,67035,2018
85587,56010,1991
36373,61168,1987
17405,9397,2014
81599,8759,2014
81628,45919,1991
92788,48583,2002
68201,16194,1994
65941,70073,2008
22603,71370,1997
12599,61873,2012
61349,65155,1983
45587,30864,2022
25911,97373,1986
13701,74652,1988
67716,39265,1979
83517,41025,1970
69824,14758,2013
29001,4595,2023
61196,61573,1996
45750,71478,1987
7396,35635,1979
17623,63382,1974
88415,86452,1981
55008,6007,1975
83183,3175,2003
87031,8600,2001
39545,89953,1991
29922,20426,2017
29491,37815,2017
55849,86785,2003
6436,69085,1992
90014,46951,2014
77016,41011,1972
8325,19528,1998
10862,75230,2008
64201,48709,1993
55877,7131,1983
92153,24472,1981
94023,19214,1977
64235,63576,1975
47925,88366,2024
19415,91662,1987
49836,91934,2019
95319,57246,2019
77231,60944,2000
27335,49586,2000
35772,37779,2009
53734,68989,2003
75982,13528,1994
10290,61304,1982
15046,86502,1993
29503,12281,2017
25149,52562,2001
24407,34520,1982
60436,4736,1998
6186,56514,1983
56339,68570,1992
42999,29901,2022
51383,19618,2006
73014,9258,2019
732,60955,1982
48760,58486,2002
60437,68009,1988
7914,76344,2014
93242,61440,1983
64221,51440,1985
40980,27335,1996
66297,15870,1988
75856,87298,2004
4759,65101,2014
6818,7740,1972
80424,34088,1985
1283,92315,1988
65574,44630,2007
73558,54904,1989
39339,91422,1971
91448,82168,2017
83859,15316,1983
61518,82096,1979
21257,23609,2024
83739,11564,1997
44552,32121,1985
84231,55202,1975
66157,47914,2000
47961,5932,1980
48583,29249,2013
12551,98983,2010
95368,30298,1977
51605,59554,1974
68345,84724,2004
12579,47054,2020
45857,39479,2019
4864,11865,1980
7232,71993,1976
95268,82931,1992
87839,57864,1997
11697,51528,1998
40903,21297,1998
75325,93829,2014
60321,440,1991
87839,97541,1996
95655,24514,2009
26741,77721,2006
48586,30794,2020
75150,11495,2011
79735,33243,2004
98184,38232,1997
34714,5621,2003
99225,91585,1998
4592,11974,1971
38709,93832,1991
8234,66157,2015
77141,74111,2006
94484,3746,2016
10302,1869,1975
84730,74421,2001
96970,11216,1993
26650,47873,1997
59852,86406,2005
75553,5519,2020
39041,68280,2014
11095,49312,2003
55896,45876,1987
94398,31905,2004
32666,97373,2019
22956,67864,1988
83091,17425,1983
93012,74110,1981
96647,61859,1995
72228,80998,1974
9732,46991,2018
76848,26486,2010
73131,79380,2022
10725,4286,1976
41844,15567,1984
93554,48627,2015
97133,75585,2004
14093,14669,1985
49582,78562,1980
64092,57532,2019
61167,29014,2016
96900,3533,2022
98548,77659,1983
26342,64067,1988
41036,10367,2004
24969,12694,2012
89460,10893,1983
7236,65534,1994
58661,11533,2012
60245,22329,2017
41275,16231,2022
23221,20416,2001
22168,43868,2013
6019,66586,2003
58581,47260,2017
86758,31710,2002
8326,39458,1982
58826,13942,1975
97995,77907,2010
86816,27726,2017
26655,59660,1990
29340,2262,1980
41326,27102,2007
53512,16602,1992
82565,91407,2009
32320,12856,2007
53252,47914,2022
17890,99340,1970
28449,23252,2009
87018,56096,2013
59977,98825,1988
95925,44707,1993
49127,98148,2006
45642,38949,2006
56027,98406,1987
88021,57915,1994
83378,99454,1984
12023,79059,2020
11210,71570,1976
96189,70365,2020
13444,22668,1993
99664,34895,1990
50930,18381,2009
40743,42669,1975
54056,56265,2011
95564,11734,1990
18272,22228,2007
43586,10618,2012
57790,32406,2013
79444,93313,2007
81874,88259,2013
83133,34841,2020
1156,33830,2010
69605,55646,2021
5554,31179,1989
19769,46660,2024
47290,3325,1997
89924,19867,2023
52538,55309,1990
9357,57341,1971
90204,25467,2013
13115,81563,1973
22871,69155,1985
87831,73660,2022
31432,9778,2024
62361,53443,1992
14250,77621,2001
84061,37346,2024
60642,76400,1999
50950,39371,2001
75150,81909,2008
70821,35840,1991
80726,91958,1988
84511,68709,1982
30015,13975,1983
6252,73821,2007
19215,91395,2009
54117,27139,2023
10743,59751,1994
18784,67327,2007
87662,65451,2019
67864,23527,1989
93327,54057,2002
55744,29633,2013
22169,6752,1974
56027,59712,2019
36392,69781,2006
21175,54239,2010
17680,99017,2005
94112,96023,1987
35340,95667,2001
27518,95542,1982
18754,10363,1986
94089,49072,1980
47437,69122,1970
92423,55802,2020
11150,5428,1996
83660,82936,1983
57281,87497,1978
46181,87310,2009
9094,58823,1983
29048,4028,1993
2950,52772,2001
