VendorNo,CompanyCode,FiscalYear
12328,92157,2015
53955,15634,2003
40318,91278,1996
58430,22695,1985
53599,15940,2021
96747,8762,2006
53087,16769,1997
3052,46150,2020
38347,9441,2012
75431,51144,2005
87243,63537,1997
93237,11803,1981
65362,82230,2022
72066,67718,2018
36914,43493,1983
50581,3544,2019
2957,22980,1975
93906,28650,2024
25809,47759,2015
27610,36323,2008
89126,12102,1981
50547,50802,2011
59645,26947,2023
2888,56190,2005
30844,90851,1982
23789,20659,2006
59835,44945,1971
70840,96537,2023
90552,73581,1993
24193,63469,2007
78475,88745,2008
81529,48216,1972
25894,48343,1983
51055,55720,2007
31716,62430,1980
1657,85023,1993
2913,31944,2017
90364,10638,1975
76543,83860,1994
49350,21599,2004
85736,14454,2023
83703,33945,1983
97918,36536,2011
6317,22386,2012
67098,8834,1986
40085,30152,2010
31970,48692,2020
64791,63971,2015
30125,76500,1978
60548,85429,1990
12216,5508,1988
94280,29901,2006
90630,9791,1978
25967,18381,1999
24657,17675,2016
73236,41315,2003
47354,42213,2000
34335,31990,1996
37660,47803,2008
49332,75304,2005
72462,12642,1971
47875,80053,2008
80000,95977,1989
91953,70980,1979
26470,99496,2007
61813,63653,2005
379,8044,2015
37539,89104,1991
27361,22946,2002
40979,90301,2021
30858,17598,1980
89174,23257,1996
40979,82433,2011
88989,36176,1995
85890,63510,1989
92638,46165,2009
14724,82117,2005
95462,8871,2019
30024,68149,2024
60391,18186,1993
25760,10669,1980
82790,6029,1972
66316,93849,2009
12531,88056,2014
4953,9258,2007
2366,40401,2024
67876,28484,2015
34926,29901,1971
28098,40794,1998
75551,67845,1979
42530,96587,1993
5123,79162,1985
28603,78799,2010
37689,52427,2000
38656,7748,1971
153,46137,2024
15272,69970,2016
52476,56876,1991
52051,52355,1984
73201,24378,1980
13419,18484,2008
26725,67509,2013
41103,97432,2018
15025,3244,2000
55380,72458,1981
63971,52741,2012
90864,32986,2004
5352,27555,2024
8507,59322,1994
24689,58434,1980
28548,6074,1999
98863,40279,2004
60187,23160,2016
65276,33696,2019
68116,14983,2015
69551,36594,2022
57026,55900,2014
30090,8484,1998
57946,38093,2020
62751,70245,1992
62942,837,2004
69944,1300,2007
97655,9431,1997
78963,66548,1998
93894,42700,1988
77073,38767,2001
45607,88567,1987
83242,71846,1990
50914,21944,1991
92670,59727,2010
59917,61164,1983
15414,72750,1981
17900,9266,1984
82630,39187,2001
81598,68984,2013
26068,39593,1972
71666,47688,1997
48595,4899,2024
32838,91546,1981
43194,66248,1990
19104,59739,2001
68548,87205,1996
76767,63849,1980
38456,27842,2013
27797,51250,1981
81732,26899,1996
49997,78925,2011
42187,87607,2008
96541,81754,2015
90807,11975,1988
32903,16897,1995
68637,22768,1976
45067,92711,1996
55142,234,1973
25423,93501,2004
9687,62438,2017
94227,44904,2005
80237,38112,1999
7245,24413,2018
8690,95669,1994
13578,91857,1988
64355,82820,1976
99919,48740,1995
3881,49181,2006
37726,52149,1991
1613,83846,1971
60737,88512,1978
65504,12848,1993
56725,49577,1973
46007,13882,2013
5681,18987,2023
14489,9878,2013
5389,48199,2015
75377,88416,2011
49983,18061,2022
42773,39787,1971
20830,91809,2014
11079,54074,2017
65990,10997,1980
13535,98754,1995
87999,95653,1982
95271,4083,1986
96969,25977,2015
48383,12532,1998
98995,72442,1974
73157,89260,2006
37437,64608,2014
69100,62253,1973
28594,27819,1980
31350,28765,2023
23422,57598,1995
13967,95017,2011
14421,78575,2021
99434,64939,2001
55597,31271,2003
5981,15362,1985
37741,56239,2006
12658,55490,2004
85001,18152,1975
56233,87640,1996
9404,31143,2009
56049,42241,2021
84754,40401,1999
38005,15523,2008
82523,4318,1970
9265,93022,2014
96066,80635,1989
10353,75545,2010
10413,99381,1980
86821,37166,1978
46916,80371,2001
83932,4952,2006
51960,69449,2007
85123,39200,1982
81201,84811,2002
75351,55558,2004
5006,71439,1977
3837,18960,2019
86068,66767,2007
89434,57279,1997
23271,80977,2024
8467,83653,1998
34096,76837,1984
53883,21987,1999
40195,38174,1975
75511,46150,2003
9470,57486,1997
69051,80915,2012
97744,76833,1995
35383,38001,1992
84771,87204,1997
73072,55583,2007
27229,69147,2008
83824,80261,1999
72575,12841,2023
98934,94622,1980
75037,22057,1984
24781,52684,1975
406,23769,2013
88782,6150,2022
31020,83501,2018
79373,90676,1971
52030,62533,2021
91599,13711,2005
19095,87156,1991
49564,54079,2013
42459,50319,1970
14056,67857,2021
47861,42909,1979
60456,77435,1976
64713,46498,1991
16362,41826,1986
5537,57215,1973
29648,55517,1994
40881,35258,1976
22357,49968,2016
75757,64193,1987
87398,32271,2015
46819,46401,1998
60527,49368,1973
54381,11994,2007
5233,54632,2000
32647,52698,1995
83651,98461,2013
57946,70418,1987
54886,29053,1987
94230,81493,1979
99977,37991,2018
23620,55153,2015
23815,56199,1993
28636,67146,2019
92899,97938,1975
19519,82040,2019
99660,19326,1980
87103,76062,2018
15147,54057,2020
98434,32406,2005
87738,69108,1986
15679,26406,1971
39041,46173,2010
17362,80450,1971
23425,23516,1977
27284,90575,2016
62300,56204,1987
76881,25691,1972
94732,85692,1982
96601,8962,2007
70874,11997,2007
96227,77857,1995
72863,9989,1982
69580,83860,1971
14885,16673,1985
37810,92175,1999
2434,78392,2021
29423,86128,2022
59457,19859,1992
45295,62295,2016
2957,27745,2010
49068,20639,1971
76976,31549,2005
67933,91484,2017
45277,31749,1994
3681,44132,1995
57821,15734,2013
42941,44811,1976
68704,31445,1976
4560,35124,2017
88097,997,1986
42965,59769,2004
67336,44857,1996
53762,55069,2016
70762,93829,1973
65825,84961,1995
69121,99730,2011
32649,74515,1992
94658,55948,2014
42197,15020,1999
10871,33521,2000
53810,86348,1978
36275,58118,1988
13036,30043,2019
72802,79969,1987
22844,82270,1984
98387,89084,1999
44642,68562,2000
87639,77601,1983
24517,12411,2002
64513,32318,2008
77570,75146,1976
5825,19119,1993
3804,56386,2024
41404,34526,2008
23293,70220,2022
13260,44767,1982
44821,9266,2000
56024,40401,2021
55349,77357,1995
90928,96192,1984
50269,74786,1982
11632,7145,2019
45810,2887,1991
76130,90827,2018
94364,34520,2019
68174,93479,1992
39767,48690,1979
71356,42446,2015
40047,42940,1970
64843,94131,2004
91030,77142,2014
69460,98921,2006
86128,20639,2012
72476,54342,1973
60189,88524,1981
71582,23629,1981
54390,89104,1973
65111,31254,2002
24988,99106,2019
95055,44610,1994
73149,72723,2008
62520,19326,1988
13765,34509,1992
27079,86739,1991
29444,43667,1982
21216,5525,2006
78068,10268,1993
3135,4071,1985
65159,28373,1996
39437,16955,2019
67512,100,2024
62201,65190,2020
93437,72644,1972
84934,13837,1995
79745,85742,1999
38900,51547,1992
35668,88624,2003
33294,78244,1989
35184,98865,1973
50609,49368,2009
64646,41967,1982
35934,19119,1992
61770,82566,1993
36822,14867,2020
56620,54419,1973
22221,70860,2007
8662,9686,1994
67617,13581,2024
84912,46441,2018
62999,89019,1980
28155,57164,1972
71933,92635,2018
245,22124,2007
71686,51433,1991
24448,55851,1992
41411,62521,1976
2996,32861,1993
64833,30332,1984
3717,91294,2023
23950,93366,2000
74376,86618,1984
45704,44312,1976
70010,44316,1979
56521,75882,2020
41044,28575,2007
73393,52997,2018
88021,9886,1994
4170,11706,2013
24917,16708,2017
83299,73419,2020
41654,8879,2020
41482,26213,2021
76246,92028,1985
17214,52672,2016
63076,44565,2017
19963,15936,1971
68720,37693,2001
52986,2936,1999
43175,49089,2015
39279,38443,1996
18993,9871,2000
47668,64462,2007
37245,43785,1985
42535,69404,1975
78857,20084,2016
46608,60725,2004
21053,79563,1993
82640,86328,1970
61443,78750,2006
79681,62082,1974
1813,20957,1992
82130,2496,1972
45094,18987,1995
23263,23693,1985
7011,24593,1999
64387,44126,1976
3740,12025,1996
52178,69928,1971
5461,71415,1978
95858,43919,1986
33901,13249,2006
23672,39371,1972
77454,11503,1983
85613,11803,1972
90927,6904,2010
97639,64698,1989
43936,45969,1998
91955,87975,2021
89971,72057,1977
40823,8853,2001
8633,26196,1996
23907,51809,1970
58662,88345,1988
33640,8773,2023
92757,913,2020
33167,35097,2003
90466,91433,2011
48685,10948,2018
92176,26540,1985
96774,73433,1979
40070,48714,2021
26360,49047,1995
6067,99039,1995
36227,55276,1987
73540,31420,1981
16190,26229,2015
17615,19287,2019
94925,13228,2017
61933,96079,2011
2097,96023,2024
48331,99324,1993
418,81541,1983
4479,17432,1989
38165,57794,2010
90351,99643,2014
24137,74944,1983
53559,50738,1974
52447,96079,2007
94349,63483,1987
8352,29014,1970
1903,75448,2019
66861,80587,2011
14307,25581,2002
10725,49347,1988
29701,25607,1984
71553,92669,2016
45156,48459,2024
8849,92803,1990
95055,81189,1973
55983,1126,1979
57058,79243,1971
92711,2451,2005
39174,49485,1981
70237,4899,2013
17452,81821,1973
87351,24541,1976
69706,33746,2000
91427,55665,1974
73134,21029,2018
38882,50140,1997
64322,79673,1999
82755,55044,2002
42212,64576,2022
11045,26827,1975
79855,35117,1982
51592,99899,2015
96285,10704,2005
94027,68811,1992
24338,36800,2014
52683,64161,2000
38197,35693,2018
27875,47914,2014
69092,36323,1994
77347,81681,2003
73628,75890,1997
37443,65584,1991
25299,75955,2005
12808,61416,1992
67230,70859,2016
7640,94937,2011
63900,98823,2020
33788,10498,1987
83244,89138,2006
86153,49269,2010
66589,44806,1973
30317,48171,1971
49331,71996,1980
55347,54904,2003
55760,47912,1981
49060,215,2003
98303,49484,1980
85753,61555,1971
30245,990,2023
88193,64330,1977
50913,18723,1989
40074,58366,1997
35768,54239,1987
23731,54169,2018
29931,14409,1986
79324,7137,2013
94092,94995,2017
92062,65230,1992
87103,39057,1989
69489,62775,1986
91492,6062,1981
64387,44774,1973
43438,63277,2000
20343,33570,2017
43111,25112,2024
54783,91495,1975
36126,5710,1998
89499,48737,1972
92717,58393,2007
81030,93698,2012
28116,5781,2022
92647,21678,2002
51833,10416,2013
75206,20674,1976
15455,27339,2016
90019,40472,1998
6142,24795,1974
54020,85679,1976
31862,10455,1973
10326,62909,1970
61279,30233,2009
96581,34443,1991
36275,45270,2022
23805,55889,1974
76818,62259,1993
87672,73433,2021
86333,70348,2009
86494,6219,1978
98848,61694,2012
57021,13688,2014
80697,99514,2011
75378,30766,2010
50028,97771,1978
40784,92682,1980
39913,23389,2009
3634,17673,2020
87723,10367,1985
37977,30183,1994
49225,85257,2023
67994,13560,2005
5681,31816,2021
19754,17183,2008
42666,7980,1983
4262,74695,1990
31118,55344,1985
73787,12017,1988
23424,1502,2015
22498,36691,2017
89189,65430,2019
75378,1431,2011
32945,33548,1998
99272,52723,2017
3519,77659,2014
34406,59403,2019
87872,8749,2004
29644,67676,2011
41036,936,2008
56270,54877,1984
21390,81834,1979
79103,73965,1999
67933,72554,1977
13187,28190,1986
5150,29903,1972
45822,48754,1989
86422,50193,1982
27624,83766,2020
66856,82561,1970
98884,63576,1993
49957,96442,1985
81529,12463,2004
41678,63622,1976
39746,9947,1986
73510,21527,1998
86991,53129,2019
95756,7604,2013
20826,39766,2000
4493,4503,2003
98461,36695,1990
98133,68972,1986
98800,19966,2009
23944,91883,2004
16672,30794,2009
55226,54830,1970
49275,65952,1973
86585,95469,1984
47579,61416,2020
71724,16522,1974
9522,63342,2018
63562,10604,2003
19231,97736,1972
89402,39293,1996
57123,25336,1985
7057,93900,2020
80986,51910,1996
71597,20246,1987
51236,74993,1993
1151,30378,2023
82209,5513,2017
57600,54469,2002
60329,77632,2021
25407,38547,1989
80912,47685,1986
96729,93814,2000
82343,87285,2014
69350,97623,1977
84435,75980,1984
51452,56997,1998
24134,39685,2000
77975,67595,2010
96985,9671,2014
52309,63329,1976
59233,97416,2009
95487,90759,2023
53682,85108,2012
77163,36693,1987
41352,60226,2000
25339,8289,2023
33110,24953,2020
66290,10699,1976
86469,47482,1981
87651,11503,2016
3106,75123,2006
50039,5932,1987
11026,79323,1977
20373,56243,2024
1706,46363,1970
98782,91779,2017
60068,28924,1989
33499,44607,1982
52819,7288,1988
87880,69986,2010
16169,46184,1991
99881,30621,1997
57142,33759,1987
53294,93713,2002
7176,5335,1981
58286,42622,2021
65471,40918,2019
16623,57570,1977
38296,74297,2022
58567,63653,1984
4205,12969,1999
69619,90437,1993
55450,40614,2023
85679,29317,2022
33590,51543,2010
67203,94153,1990
30535,11010,2014
9308,37671,1984
32131,72912,1976
85517,34842,1978
80262,50272,2015
95503,82494,2015
76225,98967,2007
38810,86606,1976
97507,39365,2004
83998,53498,1976
62674,2508,2001
97629,34924,2016
94230,84724,2019
22404,79825,2001
2154,64003,2004
74267,37921,1987
45822,65021,1988
83061,58465,2002
39613,85336,1975
93879,88205,2020
22806,21656,1978
63272,3576,1971
37564,9871,1979
95794,38822,1989
92098,253,1984
40003,80922,1995
99434,67642,1989
36587,72037,1973
70794,14193,1985
69390,91684,2001
87255,34267,1980
57361,33243,1989
47699,97425,1988
7871,13882,2015
1629,89009,2014
98462,67292,2008
74726,33156,1994
69092,37390,1989
81137,46441,2010
10585,86289,2008
61186,69134,2023
27809,98913,2018
50037,82751,2005
32087,10087,2024
53241,97217,1994
98577,43604,2000
44011,2647,2017
49424,99141,2017
33891,14907,1973
98149,44415,1991
47489,57798,1976
78095,96870,2012
72935,4853,2013
33563,2586,2014
18533,28631,1995
29525,91171,1985
838,87129,1980
41312,31902,1981
68346,32992,2005
61829,8956,1972
52819,87213,1987
14405,34385,1985
81152,8242,2002
44436,2936,1976
87374,33629,1986
96215,27745,2023
8723,75589,1987
12425,61682,2020
40143,20683,2009
97858,17198,2014
4378,4628,1996
61206,26797,1984
64875,79133,1974
53815,90810,1977
68126,43479,1979
83507,45729,1989
92437,86677,1997
88596,91821,2005
8365,82080,2003
36073,57722,1996
8690,46884,2021
22924,19175,2002
50899,72406,1970
98779,75174,2017
79638,22284,2000
88483,44840,1996
19063,58111,1999
13122,42257,1973
71892,88249,1976
85590,11962,2018
65127,68136,1977
95778,86365,2011
32408,57794,1992
49013,26982,1980
43545,17679,1996
90911,67949,1993
78842,57674,2023
32797,83556,1989
57066,46874,2007
46786,46498,1970
70787,77792,2023
58146,35802,2015
70907,32215,1990
13686,40433,2005
34935,62839,2017
32976,3056,1993
65180,29813,1995
34243,90633,1975
20973,6342,1976
93237,57182,1986
2945,16650,1985
22984,70051,1997
20929,89118,1993
57140,54679,2000
59065,75756,2012
81320,54000,2016
43161,59929,1988
29171,41342,1973
75270,64779,2016
22878,97678,1977
92935,21080,1993
8608,51480,1971
95467,98459,1984
46094,93369,2011
87253,11567,1994
27021,82496,1980
8332,93725,1981
20424,62518,1984
42787,73551,2007
30844,61474,2009
11554,63283,1976
97639,36691,2008
97304,26398,1992
95516,62917,1990
49901,74689,2014
87886,1600,1999
90205,58838,2010
15740,56133,2001
65772,4743,1992
63111,39568,1989
87665,36279,1979
43686,39150,1995
98284,62526,1986
37018,48708,1999
39696,70926,2022
63749,12642,1979
45615,72981,2014
35176,55670,1996
63243,54649,1985
56723,73172,1994
90068,74861,1980
11030,55261,2016
25344,67676,1992
91033,32917,1975
14547,15590,1976
95651,97406,1991
69350,67695,1970
40673,42361,1999
63850,95772,2004
31351,35700,1981
6049,68280,1970
97260,93092,2006
83338,72054,2016
31971,3412,1984
71654,31528,1997
10585,62259,2016
78584,71004,1977
89380,86529,1976
1205,25750,2013
9983,35713,1970
28878,18061,1994
40901,63346,2022
23805,67713,1983
67203,4743,2000
82271,52989,1985
8690,33517,2005
62485,30394,1976
5173,48755,1999
18699,50894,2016
99847,22223,2010
60456,31866,2015
85506,41997,1982
87320,41679,2011
66502,80469,1986
44993,27284,2019
99032,86776,2016
61450,14700,1974
54131,79958,2011
91931,13030,1988
72313,99106,1978
56553,78750,2003
38986,1933,2014
86117,77662,1988
51992,78346,1986
5394,45525,2009
33648,60355,1987
39714,37170,2003
96471,44639,1997
62238,2202,1976
32343,46239,1988
34085,78758,1984
46347,54111,1984
42172,78671,2011
51833,91769,1994
94732,40498,2003
99444,88695,1981
4677,70348,1980
38590,80202,2012
58117,94501,1977
89922,12160,1972
45228,50757,1986
81877,77514,2000
23950,24541,2020
45141,10312,2016
83744,14768,1991
37984,63324,2022
95971,30660,2005
51404,37856,1975
67098,99899,1997
63747,840,2009
61244,85742,1972
90351,16107,2012
46422,60286,1990
68751,56517,1991
8807,40002,2021
4475,99023,1991
98117,33520,2023
17102,1301,1993
34952,23371,1974
29134,95364,2014
23352,35866,2023
14941,31027,1977
53024,57794,2011
22401,93313,2002
97369,45919,1992
99756,24550,2017
72259,73983,1972
15740,74655,2003
94093,65758,2019
88169,54824,2016
33468,69854,1985
86851,12880,2017
23733,375,1970
73634,55940,1987
65000,72348,2003
64355,47051,2019
97287,50779,1993
78825,16919,2021
4311,88368,2004
6345,11765,2012
82065,41682,2012
57190,79937,2016
77040,41342,2001
30017,3724,1999
80368,43216,2010
93246,90340,2021
52051,41682,2021
6601,41791,1985
6715,28421,1998
5033,39891,1977
3905,9031,2004
65504,30504,2000
96333,83032,2021
8157,13786,2002
76543,49398,2024
84081,46668,1979
95607,9424,1991
29012,89773,1970
55292,67870,2006
80744,44394,2013
12642,79133,2005
33078,78888,1970
32198,94960,2018
6966,18749,2015
73510,23582,1981
48331,85577,2001
73426,72059,1970
31701,74961,1976
64175,27751,1979
56206,45958,2005
88354,28351,2001
6761,963,1995
72237,92294,1985
46946,20925,1981
44821,69133,1986
76499,59243,1980
32687,67936,1975
53560,82695,2015
25748,96972,1996
10879,99998,2009
53753,43363,2010
62415,91717,1989
51833,8871,1980
98794,5980,1976
26007,67451,2018
24752,21656,1976
40590,38910,1977
95836,66711,1971
90217,82988,2004
77740,38998,2003
7704,42643,1993
64843,32878,2002
33934,99496,2020
78023,11765,1984
68374,45357,1976
77007,94131,1996
41695,60750,2013
51488,67509,1987
66502,42003,1980
76776,38406,1997
51730,74722,1999
53748,14679,1975
89884,3654,1979
2640,62364,1975
25707,60860,2024
31248,45885,1995
38589,44194,2020
70710,11147,1991
78017,58449,1973
66773,33813,1978
5858,80870,2011
24069,63672,2024
92272,2520,1978
4443,51792,2016
73634,21191,1998
76767,75067,1997
58567,21876,2013
91874,35970,2003
91223,8312,1987
64713,71996,2015
12581,55270,2015
27409,67893,1990
84917,85830,1981
51613,12745,2006
85451,74778,2023
83242,67356,1984
68480,18603,2004
49827,79126,2018
30090,26437,1990
90507,29152,1976
21359,75480,1987
35372,16717,1984
62377,35840,1992
52445,55678,2000
53439,43060,2000
39156,6764,1970
13491,19528,1980
37689,47081,1979
56061,79925,1998
54665,82433,2021
12859,83560,1990
73989,7755,1999
42079,60442,1997
85682,88623,1997
16761,98355,1993
12686,69654,1987
44309,69791,1970
78937,88136,2013
32715,19387,2012
13587,44672,2010
9225,81053,2004
5252,70289,1998
99240,52898,2002
55387,54264,1987
97522,46265,2009
29506,22578,2010
44873,23522,2000
30090,26036,2009
98285,48673,2016
48992,18496,2015
76905,14568,2019
87606,15294,2017
74593,12475,1989
6500,66924,2010
81177,26596,2003
90013,3303,2015
94374,74110,2009
25347,65990,2000
92364,93734,2011
74551,45073,1974
35571,90114,2011
14946,66430,1992
4560,99558,1983
23524,50089,2019
73770,11801,2005
66626,29493,2018
40003,55701,2014
70218,49519,1977
93341,35970,2023
15623,82985,2018
67697,19055,2022
90457,61853,1980
56115,51322,2007
64005,40368,1989
15985,54976,1980
25173,98372,1972
89174,6059,1987
19358,6170,1985
54468,32278,1981
84475,42210,2006
29994,21951,2002
24070,70652,1985
8197,58312,2023
36092,80831,2014
85273,6864,2002
4646,75299,1986
17544,71227,2011
64175,41725,1973
84430,71916,2020
80416,77341,2014
31351,71566,1998
49403,4300,1984
44163,61047,2015
41423,37097,1972
8197,70433,1978
90018,75652,1973
62782,62518,1990
36999,51322,1995
5565,2415,2000
60246,42686,1981
15962,94363,2008
64754,50038,2006
7490,5332,2023
97727,77592,2023
99827,19175,2003
17987,58760,1990
5096,92608,1972
45612,33863,1994
95858,55126,1997
71412,50818,2012
7788,94351,1994
97173,69057,2008
30910,56065,1979
25989,48653,1991
67290,87090,2023
74708,47482,2001
46608,13454,2023
44816,82156,2004
8693,30394,1972
76192,24300,1986
22797,93692,2011
72138,63244,2004
64355,1727,1999
2697,2938,2017
2951,51480,1975
10112,51604,2021
47084,91772,2007
79176,15020,1972
56714,5591,1986
84874,84226,2021
70917,80143,1970
45297,92220,1974
77163,94409,2007
77346,39498,1986
69521,87323,2005
55653,71336,2015
91174,99324,2002
71686,49840,2011
35519,51862,2019
73994,56810,1971
36721,64966,1984
97034,98583,2019
31818,8972,1993
74507,93956,2008
65946,53827,1982
81248,75746,1975
25914,77690,1979
28781,80029,2024
86700,5743,1998
69964,96097,2021
33704,72554,2020
55920,25908,1977
59457,16769,1986
96496,36325,1986
2503,97432,2015
48838,72793,1987
65751,40006,1979
69282,74944,1973
640,3539,2021
69100,64858,1998
44105,43016,1974
94851,23522,1991
11650,79188,2019
87106,29298,1990
92883,3974,2011
60685,60706,2009
62520,60573,1991
53374,89509,2008
40435,71037,2000
54032,17597,1983
23352,97835,1978
56372,53871,2014
94203,43945,2016
43608,33813,1996
3510,39837,1996
48486,32055,2016
23082,15950,1985
15313,67713,1992
8616,54802,2008
32742,92542,1978
1751,78662,2023
62991,43040,2014
52889,43479,1987
70865,8871,1986
50349,61410,2000
80993,84324,1975
98298,29901,1995
40588,52989,2023
72824,29522,2001
57105,70721,2005
7442,26646,1978
14622,18898,2003
68438,40481,1977
90587,80436,1988
27975,91116,1991
12546,89497,2023
52640,11619,2014
52346,38998,1974
93858,67191,1981
85299,88994,2009
32081,9895,1995
95841,17671,2021
8359,58150,2006
18274,71243,2002
72103,51133,1972
34096,29156,2003
73510,48357,1973
59569,45644,1992
31971,56604,1973
88102,47917,2024
406,18301,1975
82209,5292,1987
65936,45161,2023
71201,72229,2013
45529,87237,2021
79104,64964,1995
74497,6485,1990
61034,29719,2022
37144,75509,1976
30400,62120,1989
29713,24709,1998
50189,9164,1979
14932,31260,2022
22329,39081,2007
65214,55020,2012
43654,64809,1989
98048,56997,1977
12427,79768,2020
88738,8981,1971
5200,36651,1982
72778,42258,1997
61443,33334,2013
65300,91421,2002
25647,60312,1979
62674,23888,1995
34799,91219,1985
72014,52776,2023
42051,973,1975
73585,24978,1994
7595,62219,1998
47641,43756,1981
65307,71702,2023
85386,24983,2023
81565,31866,1982
9126,77287,2006
49629,61549,1976
34876,54222,1995
71417,92829,1981
53006,99359,1992
8252,440,2017
8803,24953,1987
3717,41718,2023
86773,82736,1973
24262,97211,1982
21573,20180,1985
9116,78799,1982
43722,30152,2004
78004,79167,1996
21223,53451,2004
11079,7574,1985
87559,99558,1973
50084,28286,1976
65959,50837,1997
39764,94329,2019
36009,50694,2002
42384,8711,1980
85199,4266,1986
99660,11579,1993
19480,98212,2024
99658,71519,2006
3804,33051,2002
91411,24099,2001
74507,43563,1997
36476,25656,2003
49802,4503,2005
37513,8697,2014
1306,42517,1981
97848,7517,2002
41196,44807,1973
99247,51888,2004
86350,57710,1990
73415,6789,2013
50359,3933,1984
17631,71549,1988
83986,32917,1991
81793,75304,2017
42454,33595,1970
56049,82561,1979
22975,37823,1970
43568,1221,2007
69168,85679,2004
25450,77067,2012
45806,28248,1973
6592,93615,1986
47765,26627,2006
49628,42918,2005
73072,30346,1973
33703,33914,1998
82390,49398,1995
53007,52615,2010
69161,69053,2014
29989,86488,2021
33728,77690,1977
40959,97720,2009
70705,29691,1975
94434,11010,1971
45754,4029,1973
10333,28435,1990
31031,98411,1988
68318,89104,1995
34584,19867,1996
52613,51528,1979
66550,86179,1990
11355,42361,1971
94227,5870,1998
58795,6718,1987
38810,12588,2017
94673,31222,2014
36009,79133,2020
75541,42534,1972
78756,96511,1978
74507,22069,1989
46975,99873,2005
3268,82049,1989
26596,37818,2008
95826,60285,1999
38221,10697,2024
4486,66346,1983
55757,20516,2007
81142,99747,1971
42561,91798,2023
60217,41968,2002
16027,78662,2012
96353,84973,1999
26409,71996,1974
6182,50241,1978
80072,78233,2021
55523,42833,2023
20117,56221,1981
72822,39983,1999
43935,57198,1988
23744,71380,1996
28012,78503,1972
38987,38547,1997
25491,88649,1983
58447,26539,1973
12558,72229,1984
153,22256,1997
36262,35713,1971
92487,77989,1997
59713,9024,2001
48708,3010,2023
77029,32753,2011
45324,12652,2020
80634,68323,1974
65372,37166,1974
32247,26489,2022
88269,64437,1973
98279,17139,1998
23316,60364,1988
71909,93777,1973
94302,24466,1978
62399,12236,1971
75178,8665,2007
48079,51691,1988
18527,49671,1974
38471,548,1996
40189,48357,2016
15990,14365,1979
89875,69915,2003
56061,54129,2016
30400,18908,2010
85029,62100,2010
26087,83282,2005
25330,11272,1980
25114,48919,2000
26966,81486,2005
96148,18301,1983
28520,57516,2020
43402,14880,1983
10829,25128,1995
84912,8003,2003
76606,4827,2011
25782,96960,1996
98848,19495,2023
85506,21525,1989
37564,51825,1979
39836,91769,1997
47809,86785,1978
84276,78801,1999
88349,96165,1986
23522,41275,1971
97858,72000,1996
79109,60635,1999
8365,57570,2006
37366,19608,2023
11205,21409,1975
35706,30218,1972
38165,42686,1977
35785,42331,2018
28493,23257,2015
67032,36659,1977
39443,37438,1980
84300,8834,1977
55184,38871,1984
64406,46263,1974
11860,57074,2001
71016,43904,1983
6661,21913,1998
22983,34635,1977
34331,19557,2004
65276,62072,2003
96266,21655,2001
38671,14365,1982
85824,90495,1987
19328,5781,1998
22138,5419,2013
2353,37020,1991
94098,85215,2021
57083,40132,1971
21268,57463,1996
99635,34981,1972
77964,55401,2003
5114,45346,1977
59914,76754,2020
40430,71120,2019
63141,32332,1989
42531,96733,2019
54665,10708,1979
23664,15790,2002
53691,86740,1985
45376,38998,2012
41580,34329,1971
537,80143,2005
73510,19022,1991
69499,95515,1983
73612,7844,1989
91618,48384,2010
73932,82342,1997
9476,33561,2005
91331,38297,2016
10871,49484,2016
11355,41777,2001
46946,35487,1996
37662,37512,2020
82736,18571,1987
22445,80425,1975
7176,31546,1997
66316,84656,2020
27959,97327,2008
79324,41591,2011
54306,25185,1984
76067,51703,2007
80702,72713,2000
17356,20784,2019
51055,47597,1972
75988,26102,2017
89434,70898,1986
29205,88545,2005
87639,45979,1978
59873,17649,1986
97260,31577,2005
96671,76403,2003
55738,83188,1997
59424,46940,2018
60617,94330,1973
85380,95423,2013
37364,20503,2006
10213,75851,1986
98279,15920,1983
14031,64205,1973
87797,66999,2024
30983,93725,2016
12785,93366,2009
55130,4077,2021
96161,35395,1978
15821,34730,1990
57819,28631,2004
23238,82017,2003
79819,20619,1999
81609,32806,2016
89680,14575,1984
23491,19765,1982
84086,89275,1996
68254,54387,1971
79758,30961,1999
31031,85175,1975
6419,36403,1988
95503,30928,2024
17782,57849,2009
94587,20812,2017
57140,80534,1973
64754,20811,2010
83889,80082,1984
51547,43216,2003
56639,92261,1970
47656,81625,2011
44222,50080,1973
56625,92209,1987
69049,10064,1974
93103,35317,1985
13617,26860,1993
31602,48868,2001
78611,49575,1988
18642,86717,1984
70681,93766,1973
84598,94817,1993
55780,58335,1996
59078,50311,2004
62415,35482,1985
39643,65694,1971
43219,24566,1989
66848,4289,1978
32583,96671,1976
46898,32179,2003
80702,83588,1977
3109,66647,1988
67841,6990,1978
71236,96499,1979
60869,86740,2014
70091,78029,2015
25614,15592,1983
73654,68069,1992
94848,2192,1980
14449,10510,1997
24287,63644,2006
50505,58380,1996
7704,6015,1978
8014,61045,2017
69619,50269,1981
13388,17919,1985
52346,50195,2017
25222,4650,1972
57142,51528,1994
5512,32510,1973
59595,84381,2023
89492,7266,1973
34085,73892,2003
5681,79060,1992
41570,15695,2009
79803,3701,2002
91902,8360,1972
1790,33568,2001
42859,92445,1973
77007,43067,1972
5058,48841,2016
65557,75174,2022
