VendorNo,PurchOrg,SubRange,Plant
93047,QNAR,YbKVyL,JduB
93047,QNAR,FDnabO,blxS
33878,xjKy,owpIOn,HZrH
33878,xjKy,COlVUB,EruB
33878,oSNP,SjzSFa,Dwqj
88114,mjqU,cqYCmW,rkFp
88114,mjqU,NCpmFd,HgGK
39696,iepd,YXjgqN,RIsy
86992,tJFA,PFiAje,yjDN
86992,tJFA,ogjWfv,OqCx
459,Xvei,YwmkuP,OEZI
459,Xvei,dTjxGL,Vzba
1629,RoBb,AuFHVs,Jetl
1629,RoBb,iQVFUz,ixvi
1629,ORPo,jWerzQ,ncbQ
1629,ORPo,MOxeHL,HgKJ
14803,avnf,Njqtle,sKKU
13388,PUvR,gvNXrA,FCia
13388,Tnww,tKHYQI,AIRf
13388,Tnww,wKvBCT,eyUR
1028,GBgX,Khzgvf,WIFV
27151,KTzC,ITOUtD,sUJf
27151,KTzC,VuVVxn,lamG
27151,YfEf,PYOvlG,onOA
72681,SGxn,Sbymtk,rDSc
55653,Xpni,STgdcG,MOwK
55653,Xpni,xHPPuu,ohpS
33863,NZaz,OTFjSf,Fpra
84866,yDAK,XldMBq,UuDc
84866,nsVf,zbPVXy,PcZN
84866,nsVf,gWHzIl,fGQc
92803,FaDl,DOZJuC,qdHT
92803,FaDl,UIkADU,HCuC
92803,iZdI,zQdCwh,vQbK
92803,iZdI,HGpepI,QFgQ
38234,NDAE,OSvQpZ,txaq
38234,NDAE,ROpdtY,ZWQn
53748,HFFw,mmBwej,toAe
81234,iGOm,rImXAl,Uabs
81234,olSe,YrXpti,Bxgu
44309,MCnU,ASJBSV,zskR
89194,YdNL,usptuj,vifd
89194,YdNL,voQiuA,MLDA
27997,azir,shHxXU,yQAu
55503,aFFZ,DfcVrD,dwSn
55503,aFFZ,FhTOQw,Hvsu
55503,UCqs,UNyjuO,rREO
29771,JBuS,awCaIa,oUAD
29771,veWM,DZMFzi,GUMt
85248,aOyd,ShCJBB,RMNZ
85248,AQTS,QoVUjx,tlNR
11355,AYpS,ZKLRfG,qWth
11355,AYpS,FqSsFC,fZlt
11355,biRA,TXXgHu,lecN
11355,biRA,aKRmQG,pZAi
36721,gSDT,HklPbE,CopU
22221,XIUB,OUnXUa,qLAo
22221,XIUB,mXxINT,WGMk
22221,gTOH,BmLtjU,Dslu
10795,clqZ,pSKkFO,gBMP
10795,clqZ,Huunun,oMsg
77410,ooHA,cmbhgC,Xtov
77410,ooHA,oCagLR,gzTf
77410,Tnuw,LmdKoP,qcAe
77410,Tnuw,mYcila,EDyP
39836,bgyF,edZLXn,hYZY
70856,YjVn,PfozMZ,fcUL
31040,MrXH,OtUbAQ,iqGa
31040,MrXH,JtlcRb,zBJE
31040,CxfG,anpIuP,JNcq
26087,ENdS,dvDQMm,duUD
26087,Xiec,ODNRiG,bbHP
26087,Xiec,gsclGN,tAWJ
67136,qZuj,ycIFXL,TEtI
2419,UppC,CeiyGs,eGSY
2419,UppC,qhOzTy,CpNg
92126,yaJd,xIneSo,JBXr
92126,yaJd,usINSA,eQSV
92126,QyGj,bPhSFi,lNyI
92126,QyGj,qleSBp,Zvtv
91227,fxIp,eWiIKl,JrGj
91227,fxIp,lEZpzK,RESW
99423,RWic,WoKoRb,KUHS
99423,AvRd,ijUeSD,WkcL
99423,AvRd,vblTUG,aiQo
47773,nsIw,OmMRaC,nzIT
14741,Lkho,CKWQFs,HjZz
14741,Lkho,TNuWlq,ZEuz
14741,BIZr,RDvkes,xCnK
14741,BIZr,nKkAAu,RXlD
41606,TeHb,MVqmBe,gjxR
41606,TeHb,moQzdV,PjuT
38994,hWVp,KwVTlZ,sWkz
66466,TPgG,jVtJwB,wscs
23690,NxQV,NRhMUi,ffZX
12062,jxKJ,QywidE,LzSb
12062,jxKJ,SAqxGY,dSPP
44546,wuRJ,HLsBiP,eaoT
44546,wuRJ,RDlyjQ,ZpiQ
44546,ojUk,CPswND,fxBL
71766,BAOp,jtOSMe,YDnn
71766,BAOp,gQDYVW,SHGM
71766,MZnB,CaCFRF,paeP
71766,MZnB,RuUtxz,lcTn
16761,GRzP,LhryLi,etKq
16761,GRzP,NAIbXD,RfED
90262,oLjo,bzQFZz,Ujsr
90262,oLjo,drcAIU,cbnx
81448,wmPd,muJafU,jBIB
81448,wmPd,iaIkCp,cXqw
81448,KWLz,haPuKT,WaDc
2366,wEVU,IApbLy,ptYw
2366,wEVU,jiIALo,PEfr
61814,vquT,WPiatn,xEFt
61814,qckw,TcmoeX,aNpO
61814,qckw,mCoLDB,bFHF
38221,Jxbg,qnLepR,LAAH
38221,Jxbg,CQZvUT,zMXt
26300,pINN,eQcngH,zity
26300,pINN,HtDvov,Colr
26300,PMst,UxZksJ,IorW
36311,Bcbm,WHmUsc,sMJU
36311,Bcbm,GLaEga,PzEm
36311,SeXF,JfETEV,SAEl
36311,SeXF,SCqLnO,ybNL
22357,tkcq,pbhkDi,sCRU
22357,tkcq,fGuoOR,BIQJ
87317,ziKN,gmtVQW,JBQk
43194,yYKi,OTqIva,QckX
43194,yYKi,vmAMvZ,xzFu
29469,MUrQ,GLsjBN,VPvQ
29469,MUrQ,yIlGbB,LMgf
66950,sQMX,ZTtgtE,YjkJ
33931,mUrw,cWtIwQ,lXwB
55875,zNhu,xVuOtR,urNL
55875,zNhu,ZjUsJd,VWWx
55875,oOOa,UTyZfF,YoUx
49749,vGKF,IjKgql,EiZU
49749,vGKF,SOTWov,dere
49749,qFWR,VHHsYv,zosa
10609,ypJE,rwFIJv,wNUI
10609,jnjs,eFbLUr,YeEQ
10609,jnjs,YgltcB,QFSf
69206,itrg,wXszmz,MTMh
71798,rsqU,YQJtPx,NPjD
71798,wIUq,NbnKGe,hHgD
52683,pTBc,ADxZcE,cstY
52683,PWtM,koMxHO,flPi
89996,xQJv,LbBTgt,xJQK
89996,gLHQ,FAFvWd,UtPM
7310,jaRc,tJFHOc,pVpt
82610,wfKw,nwITtB,UvAw
68289,JUwO,XMttjr,ZMHk
68289,JUwO,KNtwYx,JFlb
51833,Qppv,bXRQPL,EFpy
83536,hxGa,uuBFUl,QfUr
83536,nSdz,BbCgSx,pByO
41208,cJBD,peiTPD,cLlS
41208,cJBD,RmhJLI,aqOB
19063,JErK,xKjRrN,ThAK
19063,JErK,eHahIa,saCJ
19063,KKNv,QUywEG,LGtO
71540,DVhA,lnPhgh,HMCz
68762,MNHY,mjIgxv,xwrV
51960,WWvK,DEUkef,QPSo
86740,PNBa,DUFNka,SUVj
86740,fFGn,pFnLTW,zVpe
86740,fFGn,Mbckeo,SvKe
68782,pQSZ,MlNySB,vbhT
29213,WJfV,saVcTZ,ZLgr
29213,WJfV,zqwiST,Roao
29213,WxXv,eeomLx,IHAD
52283,goon,VOpKeC,CBZY
52283,goon,GMxlqY,cidL
21587,dfED,yDWrBE,tVun
89891,Fgwt,eAZRcx,ijYR
89891,sxUY,TNwujC,Nbzy
89891,sxUY,vqauUa,BJMR
94790,eSTE,udTBpU,UuVG
59963,tDcY,GwLkwe,rvTf
59963,tDcY,RKbDrv,Nceq
59963,fpTl,KHDwcc,ihfo
59963,fpTl,vFaNop,VupA
91331,IOuF,VItPjm,lSMd
91331,WtlY,YlOGRM,fNiB
91331,WtlY,aMEoXz,MMUK
15176,JfQt,moamBD,luul
15176,JfQt,ZBnPvt,NtXZ
44615,omNa,mjoDlB,jnfm
44615,omNa,NtDjnm,JDtO
36937,IYcE,qfUwet,hrvr
36937,IYcE,dhRHDE,MFcv
36937,ECFT,OIPxqO,KpSp
36937,ECFT,hlSUkp,fUow
64977,vzyz,WhIIHt,tptX
80203,GVel,dBPnLc,vdoH
80203,GVel,hbILrn,gMfZ
2202,vrCq,tNaSGs,cGrr
2202,vrCq,KMlEbT,nvqe
2202,MOlS,CDlcum,DIcI
72789,TTPK,GwJRxT,rBCV
30273,XSWB,TeXtSt,MvYR
30273,XSWB,OAYuRk,MhPI
30273,KSDr,ufthyC,FeGz
30273,KSDr,lbKZJd,WZKr
27805,zfRZ,vQHnEs,bnzu
27805,QMZD,rdVAMi,laPY
60628,BBme,eWPObF,WidO
57964,Yryq,cRsAAR,TDNf
57964,AnXy,QgZLXm,Gwkl
57964,AnXy,wdlwgK,oisY
99393,UHmg,aTbBgw,hxCq
41771,omHv,RyyBuf,yxGE
41771,omHv,TVFfht,muoM
41771,GNPT,wHKUTw,ZrGw
41771,GNPT,wQromB,vybz
59454,QhyY,fpDKpg,jlLY
59454,QhyY,jlFZwD,Vbpc
47695,bQzw,Sjkdfr,TKHs
22539,IScK,AFObSl,NReK
22539,IScK,kOZSgW,YRoY
22539,TfDt,jtgHXx,NrlP
2634,oHSV,ZteZsb,LETs
2634,ikbY,jojwFJ,szQQ
2634,ikbY,DZcYmQ,oOAe
87115,stTz,ohdoTo,sARa
87115,fnIa,RNAYQr,LsPv
64126,DINB,RnWvNq,atfx
64126,LpnO,USKsnJ,jsVG
54219,Nwyl,iYWyrB,Ludm
54219,Nwyl,tuirjr,ENtV
80780,YGpi,sbVZDn,Ngsl
80780,YGpi,AIcyfx,oLSr
80780,XpIv,gFVETc,ldBc
80780,XpIv,cILiCW,eOBg
93034,ExKZ,DvFLXY,dWao
93034,ExKZ,YzpfPJ,dpyW
42695,xXyw,dCSKOk,EOwi
9573,ZEvl,nGrKGp,srQv
9573,ZEvl,qAuHJA,ZjoT
65796,yKJP,tWKPCR,Ekef
65796,yKJP,btTUJM,kRtw
68476,Mqld,ZpJhgQ,EHqL
36022,PwZR,szpfGm,lJHa
6679,xYdL,upGcLZ,Lxql
6679,igVd,OKoqye,SUZx
8692,UgwD,OJEnjV,jTSo
8692,UgwD,PmmkzF,bwlS
8692,xXKZ,PHsbxV,wvks
84004,IHcC,XIVIoF,XjqS
84004,IHcC,VjqDNw,yNMj
72977,rlnV,HRPiOb,ApEB
72977,acIW,VvzcSk,NRTy
72977,acIW,ZxEPDt,VDSo
24444,XAXF,zIUvNf,Gypu
85853,JgDR,wtwQnV,FGFf
56713,Rlgo,hSCIWX,RDSy
56713,Rlgo,MyBTEB,Qong
83713,MXzS,zdsKmh,HhVG
83713,MXzS,rTuyaL,AoAE
83713,Hlwr,thtLaD,TjHD
83713,Hlwr,KdCTdM,FEkl
15983,ygzX,dkSTTX,kUdn
15983,ygzX,USZZVx,CikH
40558,kqny,IJgnoc,cRRL
74222,vpyj,TJJVKj,wQmu
74222,ISLv,WAxjGD,luBS
75206,vprZ,UFrbDL,WAkA
75206,LxIy,iwcROQ,KYqz
75206,LxIy,rYxobc,RFsQ
97353,qtGf,vPsiKb,XZNH
97353,qtGf,wtbzBz,uyEu
97353,AstM,pvjhOt,PAEy
21542,QHNe,QOupdO,fFDt
21542,QHNe,kPvTSx,Vhza
41451,uzQC,henyFZ,hExe
88607,VNfk,ErKuBn,ZbfV
88607,VNfk,JijyPt,nTyu
58498,zijf,lziYpo,RtGi
58498,zijf,nptjzj,zfOe
13258,SNSd,OKowoJ,oLfZ
13258,AoAC,JNaALo,AuHp
13258,AoAC,FOyXsj,rOtO
66316,lBId,nJVYwG,NraZ
86172,nYYQ,mwFGQd,ysOH
86172,nYYQ,vdsfne,ceSf
32430,nSRL,JgAvHJ,Whwg
32430,nSRL,XYcTwA,nYdW
32430,idtx,toglKm,TFfN
73072,ODXx,gLsytP,KOEY
73072,ODXx,QLxFKp,YRnp
73072,oAHl,fotLDa,eFfE
73072,oAHl,NnZgzu,pHWS
62510,iVHu,PlRfYG,kbJB
62510,CtjS,LuhGTg,XcKd
62510,CtjS,sMnwyN,Jwmg
32023,Jtil,cSOWCV,OBjA
32023,Jtil,SEyTWc,DVZm
32023,RmNH,ymQHAx,Lpnb
82120,sNHn,DwJSdT,vdev
82120,sNHn,bWRtur,MPjA
82120,nTJg,CeRZPt,TTBn
1944,nYrn,OaucQM,qAKw
1944,JPkX,uiCoOR,siOF
69092,NmdO,WDAIcI,bXsv
69092,NmdO,EXHTFb,zmdw
69092,wIgb,XaJVWT,jaMG
69092,wIgb,atPvGv,bBFr
52437,cxfV,OzeWMK,UkcX
52437,cxfV,RRWMZE,QmlR
52437,iiEW,IpKpJc,mMfe
87348,IEqc,zKKGkd,Doud
87348,IEqc,VOPmQu,hhWS
87348,WffO,CFziff,CHQE
15118,eZPO,PuoAcJ,KvCM
15118,eZPO,rOOnKd,mFIz
64449,ShJq,gvmZnL,NhcJ
64449,ShJq,FlWeOs,rUOy
98465,Xgks,KRUrcn,rrGA
98465,UBdG,FLpfQN,JDjz
98465,UBdG,sYjUfr,Ofgk
90677,EsPw,LcPNgZ,NUAM
90677,EsPw,LPKRLr,woCF
30605,nTuQ,BFKYZD,eGtd
30605,nTuQ,quXHNK,agrw
30605,kKTD,KrDBgM,dMEc
73676,wQSG,hVoVIG,sCXr
73676,wQSG,lypiTO,whRb
73676,SoDk,ZVYGrf,nvxG
73676,SoDk,BqKtNr,WIex
74096,gRuz,YKItCk,MLZy
74096,gRuz,mjuhgk,jQKT
96298,OAep,HfnoQs,DHdN
96298,qpbd,nOYoUP,wyyW
69498,RvPX,eMRksV,IFou
41321,pCAj,ZeoKUY,WRbS
41321,pCAj,tZDYPd,wLdJ
41321,fsWD,TvGqTv,MVUY
41321,fsWD,FWJbpz,HPEL
68324,rrMk,WFegFl,ebpy
68324,rrMk,GODbXy,tgOl
12785,IEVZ,uDdVbF,oumJ
12785,IEVZ,HGcEej,hrZp
60953,KvdP,pPSLJT,KMYG
95361,mPee,JyboIh,IRtf
95361,mPee,NpnQHL,HCgf
95361,VKjp,BZyjfa,BcOQ
95361,VKjp,FJIXaQ,fFdx
53815,ueRe,pwtdZa,HQxZ
53815,abkS,uvARjr,hypb
53815,abkS,KQikyM,ZbER
77943,bRTa,QBKZLf,cqVZ
77943,bRTa,zzEHOL,tIfe
77943,sKdC,IVgiIE,TlUS
72695,sqVn,JSsTEM,GYEG
60391,beuK,QjTtUg,Obee
55952,IIIn,MzXpkY,mDEJ
87246,OjYL,MfuOQv,fock
67655,IyiG,ytHxqs,rlCB
67655,IyiG,EsYjKL,jIWK
67655,eTAj,sSUHmn,kTmu
19755,bvaB,BCmoGp,iefE
19755,bvaB,desKGC,XdQT
19755,agnQ,ilXEeE,KtIW
19755,agnQ,KGtWfi,HtBH
95473,VsHo,ZvPled,sypE
95473,TOkd,aDlYgy,DlDV
95473,TOkd,mVGKVR,yHGI
51017,lPCa,XEJMtb,KzKX
51017,DdEW,OijxEh,booM
51017,DdEW,kWgDZk,gvtZ
63703,isgb,wExFhP,rvxy
63703,isgb,rszARG,AeER
33072,lrwD,mowPvm,pOTO
33072,lrwD,KQGyDi,PiNr
44376,tEnv,HkzeSV,QMdR
44376,tEnv,kdZmUb,CZOL
14030,Narf,todiDi,jrJb
14030,Narf,yyjtiK,CLmW
14030,mXZp,WIzoaa,BRGk
14030,mXZp,bVMVKr,MEms
6824,flGq,EZfhWc,TCRY
45937,HvId,RvITEi,ndyB
47750,vBHZ,nRzxxv,LeBk
47750,qzuG,JukOcb,eMVe
14958,inLg,IdRbmj,XLsI
14958,inLg,MdFqWx,sdSd
61662,Smsc,RkkmWX,ekiU
61662,ZsrN,PUfJcA,jHEd
75507,Dvch,bTPXPq,bTDe
75507,Dvch,UBKkBt,FxbG
75507,sBHs,rLCZbn,hASt
75507,sBHs,CPSZuP,VKXg
597,nJUx,NsVVtd,LjFn
597,nJUx,YELjNr,COKP
4983,OAjC,GofEZv,TIwv
4983,OAjC,whwCvf,FSCv
60005,tdYA,BdNhSM,FItb
60005,tdYA,PquOkt,BDuB
33887,OonI,cYiMfU,USrg
33887,OonI,vQaQZW,OdSV
35385,opOm,GEjVAe,IvkI
35385,opOm,VKCdKe,BCiq
35385,BtOd,ENDDhH,DzKf
35385,BtOd,qxRuIV,SZNg
50619,mlJA,XalCtX,bbjO
50619,mlJA,eQGbBq,jfhN
44097,Near,spyBuL,PYBn
59129,LPxR,HtniKg,RxgD
59129,LPxR,TSJwkp,pjnc
37698,TbFW,YMsKHs,Mjrv
37698,ymjW,OveZzv,hKoj
37698,ymjW,AWZILz,RZLZ
77017,awoq,JdNgbb,Dlsr
77017,sgRj,ujubIN,DfQl
77017,sgRj,HmqQIg,HgeX
40881,bHOQ,GhyCen,afQZ
40501,bfBS,fqQlik,tZfT
40501,bfBS,cEwfoQ,NJYc
40501,eQbu,JrXXnA,BXOJ
40501,eQbu,sqkpOI,elNo
59473,BLjB,YMbHlU,lVVu
59473,BLjB,pTZuzX,qbRw
59473,WmNq,fsSCGy,slpF
36762,lUyR,uQPiHv,tIJP
36762,lUyR,mkiaan,Vtmo
48486,Ecub,XukIuh,PRBn
48486,ltMd,DSxmcT,gsNx
48486,ltMd,qHJcxC,eGbu
38884,ATDz,JRmljQ,YJUe
47289,xlQp,JcsPMF,duyy
47289,mVOS,fpDQPA,IJEP
47289,mVOS,kUGPKl,ktJF
78811,qKJU,jcfVgT,QZYM
55792,BRyx,yVgCKq,nUGJ
55792,BRyx,esNHdP,gWvN
33078,AiLC,gztlNN,kAcQ
33078,AiLC,JWQKEL,fVUm
81237,VTMh,KWSlUe,ycNS
81237,VTMh,KOtQAB,dAsQ
81237,ERHO,mpogNN,QpmD
22893,PZzI,pxGaNA,wIYp
22893,mcYk,TLJsAi,lyQp
22893,mcYk,vLDMpy,Yvbt
55349,KGeU,IDOxbC,gQix
55349,KGeU,OaIjzI,vUgO
55349,duts,poUKoS,CTqc
57696,wJge,XxLmzd,griD
57696,wJge,UajbUG,CXwY
57696,YChE,FowoKY,BhXe
57696,YChE,ucRGxa,OxBl
5308,zRgt,uwaCru,VlYI
5308,zRgt,mnPGUM,zxke
18752,XCvy,IipVcc,pVOS
18752,wVEk,WOPSYZ,LurR
18752,wVEk,aRrQKg,lqxH
61307,nOvh,jQJtHW,zHlQ
61307,GzPM,rCMgYr,CzQs
61307,GzPM,KAzezY,FTjT
24967,BOMp,sKjLvW,McNy
24967,BOMp,hjECAe,LnhQ
24967,PgCX,HkNXyL,NGFr
24967,PgCX,zbwTnP,lxxD
56630,YvaM,NoMREx,jUHL
56630,YvaM,SPDyUB,kYZY
56630,RsVl,ZFsxvD,IbLG
13203,ZGut,BqCdDN,CwiV
13203,ZGut,XhtwrP,IotU
13203,KHbl,iUGWEW,rAEW
37790,Ufui,qpLjjW,VBdz
37790,Ufui,iCOfQR,GfEj
37790,roks,pXTCTC,pmeu
37597,oHnL,BNlsPp,nSVJ
37597,oHnL,jElHQN,cYWg
46120,Rvcv,EerGQV,fqhP
97231,ylJV,BGHyAy,IxEn
97231,ylJV,jJCDBq,Joyq
97231,xUTS,cucVUm,aqCN
18891,ZfhD,wVdmHT,VBFB
12658,KAdv,jsmToI,byxo
60269,EpYE,ekvXYF,psdd
60269,EpYE,pUVnTA,TFcN
60269,MMTa,LHEEcQ,EuHU
60269,MMTa,IpQcMH,FcJu
32231,dqHu,FdvKxu,wuwG
32231,JERN,vYGnCG,RJOC
32231,JERN,LFMudS,KkxW
87510,ziHc,WrUIsw,pism
87510,ziHc,JkRfZY,VPJF
81783,cHfN,xQNLCo,TvRZ
81783,cHfN,FlXCcR,UTpv
24618,rgdM,GzSHuL,yWpS
24618,rgdM,KxWDPQ,veMN
74475,zEWq,tphQei,hZlY
74475,mFPi,UsNLmp,Jugl
82017,VcDF,jaFCPw,tcpp
82017,VcDF,OKhFLC,fJXC
75211,NDvk,iPeuEY,iwmt
75211,NDvk,avqdNv,ZQIw
22054,zvLw,hTgWZx,xXLy
22054,zvLw,HhOAZq,fSYC
22054,BoqI,OREFbg,RYJI
67618,HxIN,qrBVBu,TqCz
67618,nHSO,QEajPV,LmVG
49966,lVQs,STxZQK,dWoR
49966,lVQs,zvaKtX,uMRC
74258,cwOK,NZddzW,UoCA
74258,cwOK,DXGPpF,aOoo
74258,KeMD,MrNgWd,WZGW
74258,KeMD,ABDwPI,dZzU
5006,htUE,YomYuT,IEHS
5006,QQiY,fPxNIX,Puiv
5006,QQiY,eotJoG,KDlX
50750,IqYv,qRslnM,xlsK
3905,PwLg,WpLdbP,wswT
3905,qMtK,QQWLwO,OOKg
38206,LBxk,GzzcVJ,nFyM
95863,xLqa,VDVZMX,iwiJ
59154,WdvZ,WijRkN,LMjw
4299,qbnG,dTpudA,kTYr
4299,uQgi,JHBxoO,jfZQ
70835,lAvg,xbfkOf,Nigd
70835,lAvg,JfAJNm,aYHS
70835,cmgl,MGDkFA,usQD
77888,Gebg,DEAzoH,UCsz
6402,Iank,FBxzrH,kyQJ
6402,gUPm,QnVAhJ,eHFN
6402,gUPm,alOUET,jLwp
80121,NCLo,tzUYZA,BWNA
87299,Jqfi,bcYPJa,dYSJ
87299,Jqfi,DRljAu,gjGe
59840,PEtL,mmDQfu,MCSA
59840,bKAY,qcGqRX,YEnO
59840,bKAY,kbLfab,fibb
41654,Knzx,OKFDVe,gYdk
41654,Knzx,pLjyvK,KSGS
68408,PSzd,VlQGAy,nAKd
72293,jaAG,baIhSz,IAut
72293,vdfD,azKCgC,zXqM
72293,vdfD,fggCPv,kWMV
995,QGuH,sXTqtB,MWCl
995,QGuH,YenusN,MUgv
995,dtfu,rgEWmv,UpmB
995,dtfu,gpvqov,dQGk
38069,BMqQ,lmoEWI,JmRr
38069,COxS,WCPFEJ,JMfu
38069,COxS,EOBrAI,XBUg
4728,azOb,IKsebA,xjVp
4728,HxyQ,ziEZnv,oiLB
92917,FcQt,mvpzvy,jLfk
92917,Khpm,MVUzuF,Hsbu
64787,HWEe,LBMpPO,uSXe
64787,tqVd,oPMzHd,knky
99642,hZfe,NtxMcS,xeSC
99642,hZfe,tjWYuR,wDFT
67719,HbCQ,SVFIsL,vozs
70293,zVOv,uFaMal,BLRD
70293,VPeg,aArcqU,juEq
44771,hnQy,gdpuCC,slGD
21571,kvAE,akLfaq,uEah
21571,kvAE,fSwTmR,TaTC
21571,BpeV,cCcTlV,NYBT
84052,pRWv,SXZQFg,LWux
84052,sRKL,Frlsdl,Asfo
48017,gWSP,yVJeRT,PYnZ
48017,gWSP,QlDTrg,gfjB
48017,NcFK,CoakwF,ZCfU
191,XqPb,RkZeTK,ZcyL
191,XqPb,xXwkAH,rjdP
191,sakY,hdLPvN,FfgP
191,sakY,RjLufx,fSfS
45156,bSnk,VVQlRo,UHDZ
45156,bSnk,Vyrogh,cOnS
45156,viea,LnCkqJ,yntK
36073,bFLw,nJcWvk,aftg
36073,bFLw,sFvyYi,mEVX
56272,UvBd,xaNNtx,wFvW
56272,MZTq,kcUrdR,aZYB
43091,lIMZ,hSCYmd,NKst
43091,lIMZ,HckwGA,RqHw
43091,OCkG,zNDSPZ,EYPr
64602,mtSK,XjORNU,skCu
64602,XPpn,WDjLdy,NcEk
64904,LLGq,ZJGotc,SAJh
64904,LLGq,VknZEw,ygpS
18908,OWhO,lVKAMp,tbza
46215,nnMR,hNSOpE,vhbE
46215,nnMR,lVMTVL,kgAD
46215,YIAj,ajZwgw,Sjxr
37176,IcMp,sNIBqH,HFpf
37176,IcMp,zmGOuF,QKVy
8278,OMRP,pXyTTE,szyS
8278,OMRP,AgkeNW,kgae
8278,vpCw,xWEeJM,vvQe
35587,FVLJ,bdjYlE,Giqv
85627,sDIN,pTDVVi,FxNs
69282,JvUx,UPoLbm,pOue
69282,JvUx,VuDYCm,dClf
74754,TIPE,VCItWZ,wyAr
74754,TIPE,PCVBKn,ZDlO
16150,IjZY,XcNUxG,XJaK
16150,IjZY,RrUphI,RlGU
20929,xPgw,pVwJCU,PoKz
20929,xPgw,YlEoDq,xpib
39666,ICxi,kRfgIQ,sKar
39666,ZLvR,rkKanX,ucZi
15025,YWQp,UhcCXa,jEZl
71788,bxOs,KXaaJP,TqAi
71788,GFqZ,sjtEBy,UciX
71788,GFqZ,HpLJpo,hKrv
25894,nniL,MqaSaW,UIjI
25894,nniL,aywxUY,baqJ
41279,AMuU,WVXPZh,BKzB
37298,ctya,pfAGvT,eAyd
37298,avao,vplJNf,FOCu
96910,hKTL,CsFSDH,sWVg
41077,vMLe,NbLMMy,DxNq
41077,vCek,VZFunV,cSrC
69133,gUtf,llVDUC,TJbr
69133,gUtf,PStRTc,IGIW
3427,VVXj,DdnlpL,nEyB
3427,imGu,vQCVCp,emTg
55795,PmzX,mTuONe,ATcJ
55795,Guta,VqZzSU,hSkg
59337,qwFt,SrdCff,WLun
59337,qwFt,YHhGOh,IFLZ
59337,rfhX,XVNPzG,NqjV
59337,rfhX,UWJBQl,PkSJ
26703,ZPnY,syjEEw,Wraa
76874,zXFd,uRuYcd,rFsf
7576,Vxtk,LnYPGw,PBqg
67350,JBvl,FyPVcs,dBRT
67350,JBvl,FEZWGV,Uamv
67350,vFaJ,LTBAhC,VyUc
86422,OQiQ,gqnrsw,Rswz
19095,buUC,PeGvDb,VUdv
19095,rWhU,PBBUJh,hJXK
19095,rWhU,frvySp,iZOo
13870,TTov,EnTgqF,mhHf
13870,DlCe,vruSDO,xYPU
13870,DlCe,mwZsLg,sxhU
50408,iUCX,JWGwFW,jRFP
50408,nzuL,CktEGD,JsZa
3971,ePmW,EGvKdW,sehG
3971,ePmW,YBsbIl,lMos
90832,DFmA,nZKQUP,faun
90832,DFmA,plPjqF,JuEg
90832,ZAkU,nIENIB,dUGS
32410,ifAe,egfgVr,SAus
79049,YFRH,fNIjvb,AuIU
58758,nFxA,qPWZsU,bAaV
58758,fUZC,sWBJPO,wVRn
18092,QwIW,TLLNNV,Zony
24657,Litd,corKjc,qqnF
61714,iQBQ,ZGEvjy,xqZC
61714,hqao,jWrGZz,XwKX
61714,hqao,SRLbyw,ruuE
69813,gAYl,nRQSGI,FaQV
69813,gAYl,wzXpKP,RRqY
69813,fGNk,KKwEjt,rDMR
69813,fGNk,vgQloz,BjPa
44520,XBoG,JCIdBL,TmUi
44520,XBoG,iKAavk,RwjG
69839,FOsP,UuUmJf,oZWM
75117,IKJd,LQLqkh,bJWK
75117,IKJd,IVWMRb,bnbO
94397,Uuhl,oxqAqe,lvRW
94397,Uuhl,LvbfMw,PjqX
94397,hBmU,fUofho,bOaP
74624,eHpp,zkUDNN,kWwZ
74624,eHpp,nuWKyX,SujE
74624,vznh,HcZqLF,xsOz
74624,vznh,DbeHFJ,gUKG
72733,XByd,XVLDJK,wPMr
72733,NoAV,BVsECG,Xkcc
1054,UKaj,GIwlJS,QVSn
1054,UKaj,oTYWOi,UUUU
1054,qPpQ,nAQoMC,Kdgg
1054,qPpQ,YbcEZF,RAYc
26174,FXfV,VxafOs,cJWs
26174,FXfV,MvsINn,inqq
26174,czPg,tuJPIT,evKg
26174,czPg,SXWGWR,VrTF
94392,baOx,ZXHBpY,LdRB
27834,WPID,hkocpQ,Gciy
5473,EKle,HwkEYn,JKlA
26597,gvBd,aoJCfF,rxBh
26597,gvBd,djvVUl,AGIG
16830,NckF,TgMhiE,rvRe
16830,NckF,VLcFlh,ZnPE
16830,eJRc,uRmqYR,YvuO
62784,CNES,gabJlw,WnJL
62784,CNES,pOArBZ,fcPq
23950,vEGN,xPorUr,QMnd
17922,uGmw,ZcxWlx,veCr
17922,uGmw,jHLuSe,EwEp
29785,OTHs,tDVGPK,shEO
29785,bVFk,cZcXCV,bkYD
29785,bVFk,laqqbO,LLTb
84759,qGyM,hDKefi,ziuQ
80652,ERoC,qBzqED,YqGU
80652,NyLD,DrfUWn,QibB
66903,dFyu,yJVXhy,QRel
9625,quQt,AvWTBl,gfDr
9625,quQt,bTHlDO,cMGH
6449,OLsX,uCLUTQ,yiSc
32583,GAIu,gCIUhY,kqHn
32583,GAIu,kpNxzt,BmTE
32583,XvyR,MAqHuU,cohy
32583,XvyR,mtguqm,GuSH
12659,wkHr,TvHhVS,uuIv
12659,wkHr,eQJDJN,ysRA
52721,VnJn,dwWUmA,pMDh
52721,VnJn,VIMFia,AQxL
