CompanyCode,FiscalYear,DocumentNo
95121,1973,2141022127
65211,1997,6592394745
60248,2020,9917899638
34895,2005,0853474567
18037,2004,7653441104
99845,2010,4838316108
73843,2021,4271311325
73510,2006,0376413032
84279,1979,2209380448
31866,2005,6480832910
46014,1982,1487645845
22609,2011,2301879939
419,2010,1807783905
18898,1994,0661258508
96097,1975,4413359844
3469,1990,8263372940
19222,1988,6973796947
54169,1995,0074434667
79556,1973,9549120729
4083,2023,0635410080
21460,1984,0286026559
61900,2006,5611409987
66616,2018,0194255661
71977,1992,4097248527
87745,1979,0052869609
62953,1989,9872478035
19073,1992,4143941012
44004,2010,7467709346
88100,2016,7909524161
48457,2014,1843501397
8837,2013,9601142618
12929,2003,6334279757
24068,2012,9377228267
3030,1997,5741245737
77362,1997,8010014901
60525,2022,6779229486
30724,2024,6932750431
35734,1994,6888297079
31902,2013,4518766669
15887,1977,7487659075
40302,2009,5841592553
40515,1979,0202984341
88323,1991,6736912793
21944,2012,6468310975
33953,1988,0232545991
43829,2001,3148627269
81701,1994,0391776842
72329,1975,2530499181
16854,1987,7343528728
56318,2013,7700090859
89955,2009,1924173116
38907,1979,6927830094
18987,2024,5101360718
16295,2021,0942267573
6312,1983,1996985112
44807,2021,8596914077
14787,2016,3062362635
33548,1991,8207710093
55277,1979,6385042722
91867,2005,5113633072
41308,2013,2321598141
63957,2009,5835953572
56784,2014,0851339902
59872,2004,5281117928
65663,1989,3503899508
2146,2008,1588499925
77682,2017,4759449180
16045,2016,2760392561
66548,2003,7487495076
52707,1970,0158472727
40050,1979,5056463755
93064,1993,7897037525
3397,1970,0968918378
70433,2004,9947467307
50418,1992,5905275500
15341,2001,6006397999
32829,1984,3919084357
97006,1995,8225586193
60645,1974,7118478715
86174,1974,5068719927
94471,1977,9985234294
57857,1972,8172292812
42200,1984,5513238832
89130,1994,9546174700
40194,2019,6209650732
83593,1974,3301114249
82868,1987,2393822699
62538,2005,8898949413
87283,1981,2462493614
5658,2015,8112893714
2857,2016,3657245852
74655,1986,8495045556
98757,2015,8659382337
81562,1990,5795748239
36296,2017,3265697330
77435,2018,4509916025
87244,1990,4140211398
1135,1981,8900190934
67296,2005,5030643074
19643,2008,2079137403
31254,2018,0812872687
42370,2013,7045213138
47991,2005,0311057159
29813,2012,1384146891
10185,2004,0118166984
17276,1985,7701807650
40600,2024,1835278518
81426,1988,0768790834
85008,2019,8980200124
86796,2004,2787147123
78652,1976,1234334973
93493,1980,9214597219
66129,1974,9116026504
53378,1983,9865991008
5258,2011,3535245103
34457,2007,7818014182
48871,1993,6857509946
91772,1988,2700555511
65526,2010,7698257671
50415,1979,9621266476
49733,2005,9566054033
77291,1983,9317626514
56963,2017,6130780134
30545,2008,4876427959
79351,2000,0769061740
91539,1998,8872698813
58260,1976,8537442439
19618,2002,3761042934
67668,1999,9406228259
90676,2024,4461887146
72490,1984,5931109347
61377,2003,7749899081
53369,1979,2084927018
10397,1987,7337098323
68423,1976,4782633563
24107,2009,6425168680
18603,1998,5494864437
46391,2015,2426578299
64932,2023,0184754126
30794,2001,6286643259
80619,2007,0270059659
65566,2012,7070632791
77337,1983,6163344952
56065,2012,2292591245
75454,1978,8601337018
15200,2019,7333299967
47482,2010,0952387346
20591,2003,9091982475
42695,1972,8697309388
72367,2010,1643811166
22430,1988,5434686252
26342,1977,2832236947
2387,1992,1929045517
21324,2004,4174203041
83215,1984,9038192142
95932,1986,6262250528
27452,1974,8707178122
6280,2012,5861785407
62266,1970,7040569203
46293,2023,0111921586
86717,1987,4537512349
79468,1994,6756466274
98676,1982,5971696262
34528,1992,9912553843
13688,2001,3476837873
66908,2003,6428828380
29154,2004,0016249522
74778,2015,6829058159
73059,1981,2239696590
46144,1977,5160414642
141,1988,4879636599
64547,1987,3538247828
93505,2023,6005254519
18272,1996,4416041922
59935,1991,4012897612
34910,2002,9707451136
3797,2005,8216227377
20300,2016,4337262356
81442,1982,9594264726
28141,1983,5352139743
47020,1991,0468279349
44574,2013,9877487049
40296,2015,4100760837
1221,1971,9683195725
82936,1986,7383557648
87954,1988,8806634019
55645,1973,1631952074
76583,1994,8973077490
22255,2020,3410832142
6937,2016,0497492660
32109,1979,9521852063
29649,2024,2844621780
11328,1976,3083336458
51134,2000,9681200343
17586,2001,1656866790
26519,2011,6848338578
85969,2004,3760788673
62046,2015,0202844161
718,2016,0725971475
46079,1986,0583402768
51413,2014,3614400804
73103,1995,3204850805
63329,1974,2705205527
9473,1984,7547201203
17354,2006,8098273100
53725,2023,2689654841
59206,1992,6512060042
86512,2016,6146613914
54510,2023,3701248319
32395,1971,1622023504
71464,1971,0877776399
36821,2000,2489619833
88368,1993,8721665247
98870,2004,7269520645
83090,1994,3203984442
47565,2018,1443788468
7786,2016,6220495448
94012,2003,3950993997
7027,2022,9432243590
66781,1970,4752630136
88356,1991,9438255765
46634,2001,0214815734
98094,1985,4423062362
7783,1972,2758365605
73313,2016,3706714907
23807,2003,5509187464
26750,1994,1263476600
18464,2012,4765198637
31577,1985,3602166451
26486,1993,2734393707
46994,2018,0416026269
71763,1988,2298013533
86061,2006,6178404716
4699,2019,2099549234
44904,2017,7884281124
12135,1973,1241217326
60635,2007,9989395532
43361,1971,9985610855
73114,1983,4527278219
39749,1985,3055256673
39749,2008,2459991530
37993,2000,0066438671
58249,1975,9260647867
97949,2010,1152732965
62364,1999,9280199615
44126,2008,5753740493
8558,1991,3348719167
50303,1985,9957805225
1877,1994,1328856633
80705,1987,0623746581
62137,2003,4903639831
78584,2022,5613527996
44310,1982,8535923192
64770,1986,1374008244
48224,1994,6546089428
4335,1986,7965036916
34833,1996,5813814740
47868,2021,1360331001
49763,1991,1603085457
81706,1984,6530007653
61163,2018,5470364078
21194,2001,2108430692
73987,1977,7828854889
71566,1988,2450220758
73977,2005,5231994610
57449,2009,0614346727
75448,2019,9684739609
95273,2014,8100538217
7673,1998,5780192268
75980,1971,1751611087
58366,2021,9095694320
32106,1989,0462015999
82927,2020,3657563449
15220,2016,6637387312
90108,1982,4524357066
82868,1970,0041128732
55149,2021,6555929818
42725,1995,7521160187
31905,1988,1539059078
9398,1990,5476523066
81731,2011,6258767362
91585,1970,5219190894
7102,2015,6887238821
46199,1970,4840860541
21067,1976,2875465406
61391,2005,6842073629
32841,1985,0282823786
14699,1995,2642610966
80587,1971,9155630032
99224,2019,0300248472
70220,1983,6312989307
2007,1992,4330417371
31928,1994,5807362757
50779,2005,8212575471
82017,2011,1207836695
13867,1988,0661187026
2343,1978,4762452366
32589,2004,5133289805
72927,2001,5873303371
16504,1991,8004044619
15119,1999,8770821498
72556,1995,4242707775
17645,2023,5562234432
90796,1977,7803621419
87352,2003,5704028981
14129,1993,0962144769
3393,2013,6060573041
33511,2014,3857969618
55344,1970,4008319234
89600,1994,3810056949
49773,2019,7106698771
37178,1972,4144331952
18839,1974,2835334502
40472,2012,4523043496
27842,1990,7699541916
40678,1978,8142117049
38684,2004,4733913449
22853,1987,6055937298
29990,2005,8689804984
69854,2008,2180572798
58328,2014,5312094988
35511,2010,5947077298
43424,2020,7062366521
16715,1988,8130416525
8700,1991,0772575370
78093,1995,6555864175
53196,1996,8377012377
34992,2004,8088226404
68715,2009,8292105322
75137,2001,1493993339
38064,1989,1799073665
30402,2010,9275682836
24983,2020,8521977779
83675,2011,2228813919
91662,1981,0903266743
30175,1973,0428887256
82080,2010,4112817235
18272,1978,6403262417
73057,2006,3122871486
90887,1972,9199112055
75489,2001,8615183937
7138,1977,3584902959
38684,1985,3980308446
26940,1990,8440621046
44274,1986,7268942929
11963,1994,9618819093
33910,1986,5432260941
15262,2014,3203169307
4200,1970,0705445896
47462,1988,2811478952
47438,1985,1198108270
10471,2017,3106890795
30724,1974,5490597767
79102,1977,6296913684
19207,2002,2170252620
59935,1990,3152346026
47912,2011,4249230824
87328,1996,6390469727
10893,1995,5795011289
35712,2024,7300424649
38739,1972,4461839727
56262,2011,1529481690
5914,1982,9709804239
50998,1982,2182867903
7673,2021,4492066751
57832,2005,7282242564
81706,1988,6023430280
61304,1970,9296436497
6126,2007,9977068502
75174,1975,8589725670
75158,1989,8340696695
26512,1989,8329345003
43363,2006,3333274713
82891,2000,5595219342
16330,2000,2225578376
92002,1975,9959767208
35862,2003,4126729279
30277,2000,7879651579
5256,1991,9816401522
96210,1977,8783115183
57345,1989,3314844596
56902,1978,2895238295
42444,2009,3193814072
6650,1990,4025097276
62037,1974,8504321018
47547,2009,0478000648
20470,2002,7766304311
85994,2010,7504140217
75223,1989,1055057931
12551,2021,6972857735
66178,2001,2242692867
80504,1975,5217152203
90081,2012,3225014475
26342,2008,1583656378
92733,1983,1181217764
46370,2006,4721666213
70433,2001,5045652639
50744,1972,5162205823
31525,2000,0122886845
82292,1989,8965412329
99868,1971,5536452398
25288,1977,9768028809
81116,2006,4395791894
73030,2006,2619283655
54310,2008,4045537421
91768,2001,7263124632
56175,1972,2378423078
28871,1981,6489717770
85215,1999,1873468849
4578,1980,3728660449
94181,1991,5976129881
33792,2011,8355634500
35842,2000,2138145677
42223,1974,0757380493
38871,1994,7261012971
87569,1994,5113177901
15516,1977,9711801412
76411,1971,2939709410
58309,2002,7121149454
82980,2004,1610473428
52898,1987,1121583706
57341,1983,0891888001
36776,2010,0176630982
2256,1993,8660718395
10937,1991,7986382251
14603,2006,3791681591
8866,2023,2557079186
52878,1975,5859255556
29094,2001,8443525149
12093,2012,2347715200
94010,1997,5378473059
91583,1994,4639440513
70984,2007,9060148658
90818,2007,1311083793
50140,1972,6909554786
72571,2014,5300947383
57076,1999,7291436622
24930,2009,1840750087
26196,1979,5260804055
59210,1973,1483845083
8736,1973,2863560265
88513,1978,0330275901
36594,1973,4402809705
15082,1975,7544312506
36574,1989,0412498882
61667,2024,8134493482
55286,2024,5632016819
71156,2021,1948314460
35395,2011,7906389402
195,1995,2222935989
26794,1998,2488128346
98030,2019,0477309856
27226,1977,5422067060
21924,2014,1021691199
46105,2004,9384600685
13528,2018,3291685930
40710,1975,9948498214
79406,2024,2462061680
39342,2013,7405913158
96774,2021,5671177565
10006,2017,7663203879
90355,2011,1445805845
72156,2021,0108803620
75882,1982,3645235317
49027,2016,3565325754
112,2020,5327402961
47462,2005,7206321350
23793,2017,5692698970
35282,2019,8928736636
59769,2000,3946864007
97188,2016,5017546095
24434,1991,9901739195
72442,2018,9566737021
37825,1995,5972323720
22481,1994,4290968055
51894,1984,0732159836
35180,1999,8024365151
47260,2024,9639011114
28742,1978,8376443062
9896,1989,2619495345
21327,2000,5550870079
52355,2021,4893205270
31472,1995,2721736153
94077,1972,2803172150
39881,1970,8958568913
50853,1971,3165314315
64357,2005,3015496269
65155,2008,6731651965
26982,2019,1577398337
37080,1974,4656146894
68217,1981,0581343020
41763,1992,9276507039
33671,1975,4565992414
43785,1997,7259635550
35959,2024,1275326043
973,1985,1681653454
47011,1973,7263582124
13560,2013,6618523873
8972,1971,8790703027
6468,2021,3330125159
39940,2019,8991164203
4014,1986,1238670976
7235,2021,7972191358
30882,2011,7898704484
13587,1985,6307898335
61333,2020,5663957859
16148,2004,5532097141
91792,2001,2771009813
11510,2023,3168984466
94081,2020,7049113160
94434,2020,1848142187
72507,1983,6702557259
5465,1988,4855738542
23836,1998,9864344491
48105,1987,3304813152
8879,1991,8393062693
94633,2010,9325571982
19985,1997,1201934774
34267,2019,0659673667
75061,1982,4126935716
49436,2023,0251722293
83626,2015,8744434392
42520,1975,5177731330
3251,1970,0677699631
46714,1970,4467945789
86215,2012,6491127794
126,1970,6459956553
54772,1973,6434050822
33376,1992,8188087621
62804,2017,8336108667
12086,1974,4459521117
64139,1973,4418580444
16120,2010,3245224761
62940,1999,3117446780
46389,1970,3062875267
78429,1987,1634714114
98757,1986,3672976537
75896,2019,7214923422
29831,1992,4909507400
52717,1971,0171689867
79664,2023,4304557327
91488,1989,2001807096
15294,2001,4114991689
62602,2016,6016093397
5541,1985,8383663512
31307,1970,2646684170
91662,1991,3007997794
48714,2001,6784308436
79013,2021,0781066646
72921,1992,7990535255
54965,2000,1451879151
26781,2013,5830356091
32794,2023,9709373490
13688,1976,1204969517
85135,2016,1492687032
29965,1997,0075794167
35137,2014,3644537484
83858,2007,7147333649
15053,1985,4460916377
74481,1979,1246069652
13942,1975,9911550426
38045,1980,0957681309
84921,2004,8408357583
32219,2016,0481105091
11734,2018,8364201154
79954,1995,7652053968
12551,2002,6817644523
62799,1999,7717351918
91458,1992,4437948065
87000,1983,8025249816
20918,1999,6951080939
20638,1984,6765804658
63457,1990,1874362554
1674,2000,7534231383
56902,1979,1033237507
70874,1979,5630940014
95183,2008,8680783822
28947,2004,4720855689
3908,2011,2679725462
16646,1999,5139547239
12745,2022,6915037982
75061,1997,8829269563
55940,1998,9547308387
7674,1983,0261916631
99810,1995,8469546588
74666,2013,6406718086
89054,2021,4375086560
75890,1985,2972858006
99906,2016,4084853555
17673,1992,8262142908
32066,2017,7240902140
38306,2009,2031918186
88623,2022,4252298459
98636,2016,1317231245
69281,1995,1184902922
12135,2009,6968077485
53317,1973,2057147005
19707,2021,8402459279
29636,2008,4359378910
97800,2016,0596425330
14768,2014,1124498612
29937,2020,3576189689
1674,1988,3901368145
33628,2014,0504321429
65758,2014,2627362436
79483,1988,1565380342
78205,1990,8791216707
23758,2009,6216193416
57345,1982,6784168642
548,2024,6960281800
97830,1998,2461505635
82009,1996,2728953815
19846,1985,3175409844
26163,1973,3384907989
94946,2000,5335477894
92010,1981,2878771074
51539,1998,9749805850
7097,1970,7916036986
13336,2009,0089011619
50921,1984,3383052258
31691,1977,6064994414
42614,1999,5526637488
6219,1992,1027620350
98994,2018,6989794357
4928,2017,5582850498
11902,1975,2428711728
40486,2000,0329457501
96253,2019,5878873650
35347,2013,6116671876
64389,2001,8389218103
88047,1988,5448434144
72771,1983,1414994406
35124,2005,6463386146
7980,2014,5576554882
28912,1995,5762125829
12822,1972,5089860289
14452,1998,6245525799
51978,1984,2470739613
27842,2003,3224381684
62671,1993,4403259353
79440,1989,8041213912
88308,1972,3421060561
83756,2000,5130306342
88269,2022,7533175152
45314,1992,9559465443
65442,1975,1624392532
16345,2017,8751918854
48714,2001,4376608075
99810,2013,6379028301
73419,1991,6037216162
19424,2002,9171243726
32050,2020,8881201988
34745,1991,0801342560
95844,2023,5797025793
81493,1991,1635017665
24057,2013,3306971536
36691,2002,7158085683
33840,1989,9590309336
72955,1975,9760398613
37996,1973,8576318987
86497,2014,7942896260
30291,2001,6607151549
49774,1981,1076290735
68989,2012,1067840702
60264,1988,8345155574
23334,2010,5300076778
24832,1977,3865026047
79059,2024,4236001093
58451,1976,0114601297
47115,1999,1487866102
10618,2022,2393850329
51397,1973,3523069818
35477,1982,6975664897
98825,2023,1982033366
90722,2009,1036979980
52105,1980,2667802514
18477,1999,9025025851
30157,1993,5221334491
12759,1983,9209879931
78244,2002,9271816251
82084,2003,2289699097
69735,1981,5196920359
14699,1996,2220253382
51240,2017,0963479888
47650,2017,8063435073
37641,2024,9218602246
75326,1975,4781383387
66820,2023,0558798046
89964,1998,9975380840
16796,2019,9094595122
62624,1973,0180477162
50585,1978,6376103341
73099,1987,8535007373
76469,2017,7900251180
25606,2015,2926493289
2280,1983,2023861554
49860,1975,8915615268
67864,1996,9902502178
62202,2000,6893654467
50089,2017,1394729093
48578,1979,8248902755
81376,1994,0429109794
87973,2001,2923088973
4941,1986,0396088341
12996,2023,4729800724
69404,1998,0643789746
86529,1981,0408377189
9278,1974,8525900858
90129,1975,5171818697
79975,2016,9250048563
53003,2014,4961950894
85577,2012,8386724773
72986,1988,1467230294
47844,2005,9498363983
48866,1972,6664424850
34890,2000,9729106756
61134,2011,6984061653
92193,1972,5190157025
46714,1981,5512217498
3983,2010,0096388096
56584,1972,9145506388
58976,2007,6023995265
22484,1993,2720841202
56815,1998,0742458180
46508,1996,1519855869
44094,2024,8332141153
21778,1975,9939902903
35711,2004,7910799655
94470,1990,7393382573
83743,1975,3284837366
27486,2000,6963401970
40101,2008,8720234537
27458,2021,2651365780
70086,2000,2902448648
3456,1987,1325834989
77516,2020,0301761686
3425,1981,4580603541
63881,1985,2402353225
78125,1970,2808261322
69469,2013,4151710517
5435,2024,2698955336
52674,2009,8480399333
88639,1989,6519740423
98754,1987,8114535690
48105,2012,8348270848
95772,2009,8793329203
33193,2022,3955126489
27976,1981,5013993426
39265,1997,4047437402
42370,1998,0636813334
12242,1991,3327799235
39905,2017,3044979419
75326,2022,5164233434
60809,1992,4628940053
39365,1977,1741864568
55846,1983,4088253128
87488,1992,8008222820
62521,1974,0536031196
15158,2020,5870342573
77180,2012,8433260423
18115,2023,8364086298
50776,1988,9891987609
87323,1978,2918657524
87464,1987,9354377545
62964,2020,8842544292
57069,1997,3855598974
92904,2005,4464167829
14141,1994,0061417471
67794,2015,9702234054
49308,2023,6392609498
59751,2011,9892452843
6572,1998,6634998880
89489,2001,4322124516
8407,2002,2887386429
75533,1998,2301992234
99380,2015,3632751898
36906,2022,4014218169
12589,2011,2020023467
67661,1972,5892970599
4130,2024,6814201637
36338,1993,8714063430
7677,1980,5823928610
14733,2019,0362825466
82719,1979,6392236501
86727,2017,7309038486
