CustomerNo,SalesOrg,DistributionCh,Division
11525,5083,7199,9912
37855,4285,2872,4852
74341,2691,2156,9574
77918,8445,1652,2170
79951,9527,1616,5845
11263,5409,986,5125
33713,4630,1466,6512
99148,653,3854,7562
248,7915,7535,2264
95912,9004,6911,4274
61196,969,8299,2353
16961,7820,1102,1761
12211,9950,1848,8254
54076,8633,7072,2384
12575,9561,9654,3284
80402,3132,1829,8671
73731,8526,5622,4985
66984,6804,7222,2814
40941,4054,1085,4394
56505,9793,9048,7181
16841,7701,667,8664
530,4061,291,9396
92618,9770,731,351
7685,1642,2871,4276
69093,268,5911,3188
55909,9755,9893,1398
33646,3713,5950,3780
71302,224,384,6994
70408,2626,6073,2189
13187,5032,6498,940
21837,1081,6908,3586
7323,8663,9688,9661
48279,5560,1462,2534
23984,5794,3046,8088
83851,7354,3642,9692
97807,6375,6878,829
28772,6896,2444,4771
32692,574,8989,3241
83712,7655,6424,6937
17832,7962,7830,8465
91995,7130,5609,2694
9736,4496,2102,7765
67071,6118,2670,1756
6317,1654,2947,290
12299,429,8840,7363
79851,2471,1151,5599
36373,3023,1143,12
56375,524,56,7802
18236,6856,2960,4455
60741,9448,3328,1457
70006,4668,1121,8623
2239,1304,5633,1105
74114,3398,4305,8551
76973,5611,58,4142
25640,6736,4103,8629
1089,6736,18,6440
15043,2889,4338,6684
22650,8745,1747,9601
20405,5111,1427,1920
8173,640,3285,3524
44874,636,310,13
46136,2376,7763,3800
44150,1613,6999,5389
57649,5223,6712,4662
48497,3491,9566,4762
43504,5405,6804,1823
90498,4936,5751,1295
71970,7384,3363,703
27518,6259,5655,8913
50835,623,8753,4317
17728,1574,1808,1652
44759,5719,422,7309
86086,4951,3845,1224
71229,1212,5074,193
44288,7332,3199,9175
92001,5335,8825,8440
69117,1018,6764,7689
73350,3031,5488,37
47955,1148,9097,9541
16328,4840,1507,2030
76958,4752,4151,4814
58980,2162,3595,9743
2607,2434,8366,1929
68093,8090,6755,8331
85017,4274,6442,8169
78786,8423,8648,8087
3513,6147,2878,7955
71181,5096,7832,6715
40756,9139,3909,8849
5280,7340,3660,8739
59597,4185,9443,3020
21428,2522,361,5631
41996,4059,399,1521
82032,2779,6270,7097
88771,3578,2484,3121
55630,2135,3033,5846
87724,5609,3676,2916
8324,9203,7016,8550
29392,6983,9125,6256
95082,7534,7609,6959
117,7972,2206,9315
81266,634,9196,823
24076,3460,2490,6485
88484,93,8404,9303
65263,5585,9182,218
33287,7096,613,2035
97668,6989,5389,5517
15363,3440,6243,7802
82585,6900,3601,9442
63456,1677,9240,4740
30927,1739,1079,463
35684,7382,5435,1295
67546,208,8592,1816
6186,9971,9333,9748
95285,7988,6709,2230
91634,4876,7535,1022
58825,7599,879,5471
32919,3686,7200,2050
50508,3727,7690,1478
26212,3733,7294,5779
87537,6548,9202,5219
37053,6033,6403,2694
15410,6733,3158,4105
76881,143,5276,7818
26333,5377,2366,4499
25702,2571,7251,5022
20239,2448,4867,7550
86875,3029,8926,1196
14125,2571,4876,1827
42492,408,7500,3393
47738,3656,4178,8952
82493,9981,1562,2890
38537,3451,7304,4830
40748,7062,2833,9250
5290,7034,426,5917
22614,9766,6559,9315
5085,4596,7029,2705
2265,843,6520,8310
93780,6595,7879,7226
83384,1438,8599,6224
23865,6765,699,3669
90473,946,4809,6993
20228,3775,3943,7054
10290,8007,8925,4886
88960,6505,2394,4350
45699,8753,9023,3833
17008,3783,4115,9802
45433,809,6329,106
8339,2217,8659,6135
41207,7863,4867,62
28880,1388,3551,3813
38484,6928,8023,4875
72795,1761,5330,1118
50269,8131,5848,3428
71279,6753,9335,8467
61481,9824,7412,699
75167,2089,6524,3031
64330,6217,7809,2249
73382,1417,7125,4868
4184,3533,1568,3282
92823,3887,3520,50
37948,1238,9371,7737
56775,9299,9320,6342
18365,3738,7405,3177
75770,4080,184,9694
53814,2411,7894,4545
50616,2218,2348,4404
94275,2915,301,3098
65692,2581,631,6091
54636,9934,4758,5398
55433,5250,3852,5086
87373,3535,6000,29
61744,5760,1609,1610
8251,1451,4746,8290
4464,5544,9984,8046
32932,5266,3154,2412
76329,9551,6855,4494
20778,9023,7360,2776
61323,3349,6648,7926
99460,5256,1248,7688
75007,2461,242,5284
83912,456,5463,2286
70084,5564,3243,9219
16523,3430,4042,6295
43048,5958,8358,4244
29139,5211,9059,391
59450,4320,8829,7823
70151,5884,633,1393
58569,9491,1538,3592
19186,5970,4230,4756
11584,4293,9451,8467
73349,1288,1383,8939
39356,8606,6036,6152
12185,6120,8937,3069
18944,5733,866,240
46681,7563,569,3448
40409,2967,8008,507
29803,4395,6493,6469
34860,9289,2442,7077
82196,5035,7401,3761
33313,8283,2319,523
33810,8715,1203,9243
88527,4737,9743,5919
95806,7071,5907,1611
65301,8452,4946,1178
92484,1946,5907,1920
1114,9286,917,3784
19181,8567,1042,2845
81630,7093,8499,3527
51287,4539,5436,2328
46375,9378,7956,5022
90988,5506,553,6516
17160,9064,2465,9967
33860,984,207,9851
91041,3741,8284,5449
13444,3471,557,6046
22572,5439,9139,2265
52385,9051,831,3448
59047,774,392,9345
49403,6140,2257,8115
34429,4103,8030,9254
69753,2005,6778,679
22255,3084,8902,6468
86627,2569,5353,9982
67235,739,1889,3487
86877,8446,1532,2991
12944,5498,9925,246
93767,7600,530,9858
11935,8357,5155,1591
22401,7396,8778,6803
65914,3159,1685,2731
31621,2373,4586,2268
85012,7066,6014,4788
90895,2588,8338,174
62925,8671,6924,513
75162,2652,2968,6809
94331,7348,4979,10
79041,3082,3262,2165
63606,2297,6716,3769
90204,8166,2894,2752
21195,4021,6695,3330
71897,4567,5587,4817
41193,6553,5144,1610
66113,7011,5410,5112
37912,243,7732,6102
30314,8993,3847,9835
60053,6421,6792,1
98495,8110,7499,3020
66297,8855,2186,3536
37316,57,6997,4030
1968,1340,9981,6947
69614,9526,3635,3129
87839,438,2846,5802
96683,7909,4352,2320
2901,2568,3870,3322
34277,5926,8645,5452
82669,4091,6454,7380
40940,9943,1598,2776
10654,7423,2044,4435
19645,8669,1084,7688
29932,1771,9093,1021
75553,9024,5351,4638
92438,23,8525,7945
76115,6092,9494,3428
6693,7387,8692,1313
15392,5785,9772,5849
64631,3706,1931,7834
70647,4024,5870,7585
71921,9215,1344,872
61677,4273,1807,3377
76165,5963,9731,5901
15068,396,7125,2870
57046,2199,8985,3009
40187,3886,4085,664
2000,8955,5641,3479
25659,8196,8751,6949
89334,3974,1059,5250
46811,4888,3376,7566
11464,4822,3844,8295
92559,9155,9359,9912
65395,3154,4803,1502
14009,4261,1457,6024
24287,9788,669,5204
64022,139,8962,7245
96904,8911,7912,3486
8757,8893,3912,1102
32527,8364,5770,2623
13176,7468,2132,1334
77198,1082,8302,8685
28266,4257,8173,7076
64159,153,8966,8077
69563,796,1802,5856
10794,740,4150,5249
34282,2782,4910,9044
99463,3784,469,2147
33862,6568,9560,2975
59151,3966,241,2835
20322,6088,6913,6168
76955,5987,6686,2175
63642,2667,6751,1097
46582,4662,20,6466
71974,7745,2748,1599
40189,565,4344,5344
8594,3717,4407,5419
29897,7168,4863,5208
18552,2351,3626,6799
81667,3589,1212,4008
31129,4863,917,2155
8407,8695,112,7801
76622,252,2733,4059
53364,214,8130,992
80273,3191,1945,5990
19094,6173,1520,9775
59447,717,3713,7210
64045,8311,276,6704
24254,644,3653,7885
65829,1934,2557,3131
63988,5985,4693,5893
55104,8568,7091,175
63942,5233,7764,9619
57893,7587,4896,5177
15783,9166,6526,9642
52637,9255,4145,4702
61934,8236,5278,4132
32118,9965,3674,7142
5510,1565,2858,4733
6851,367,71,4313
10845,1026,6384,863
14340,4162,6364,5116
16867,5401,2664,8032
73806,2769,5816,2554
20225,1309,9310,334
13038,3760,1517,4241
51075,6487,7515,7952
45754,9196,5346,5616
35843,46,659,4182
45588,6833,944,6806
45642,9344,2113,2366
791,7395,5330,5686
79427,6183,7377,183
96496,5293,4182,1654
37925,7258,6972,4399
14238,3921,5058,2805
40614,759,4095,7901
41079,8438,3016,1498
80992,6499,6971,6701
63308,7657,1702,5863
84912,8894,1565,9745
94263,4121,2191,3469
39118,3674,2623,1570
17315,7442,253,4266
43206,7393,4305,2020
82649,7748,1496,1961
80831,6403,8166,9177
88954,4226,181,4094
2877,3008,5678,9558
98359,5066,7086,5920
66120,5285,9317,5215
22743,9234,3947,7415
44529,1373,4081,9874
58591,8678,721,245
31789,5830,7698,3380
79967,5394,8023,2386
23264,3988,4457,6110
28214,6936,5152,682
6038,5525,384,6923
78126,7890,2500,2480
38113,4608,3277,5036
47228,5775,663,9807
13667,8215,7693,6388
83091,9907,741,1507
23427,4838,4048,2197
53803,2061,524,4343
15472,6388,1120,5342
61185,4000,7847,1290
9735,4389,4496,2631
38945,6395,6448,7260
80414,8763,3838,9587
181,7478,5365,62
82882,7797,5659,3784
98684,8739,3279,2068
95939,1330,4109,1518
2820,8119,5400,2172
49774,3048,1598,9661
80030,8647,7709,4681
53223,4092,5134,1737
58617,4679,9852,6323
70771,6826,6656,6636
72275,7302,1000,3675
78704,4896,3518,1090
33736,6918,1569,2616
43200,4558,5832,1766
753,0,1541,9356
92440,6666,445,2258
21669,7506,1658,6567
65869,5048,186,1792
54353,4704,2132,4068
76090,6402,7067,7642
51177,5200,8367,1860
84171,6630,2733,2917
71541,2972,5458,3212
75625,2254,2281,6136
83033,1122,2449,7477
49635,5234,6550,2507
16641,6578,9727,9490
47135,6090,7845,9151
69605,3783,4551,9673
36865,3432,9770,2429
48012,8288,9710,1836
29004,6759,6066,1552
76825,1746,3810,1091
13943,6626,7893,5397
70948,1081,2494,9946
63430,9948,6055,2155
96923,9764,2203,3347
29669,9046,260,3546
72512,6900,2514,8038
16136,7877,7353,8926
98465,7391,3243,1250
9548,1248,2487,5708
23502,538,6386,5613
48671,3337,3245,8637
76237,946,3664,2850
8252,3685,5250,8647
56957,2437,6021,7870
46612,3109,5394,7044
9284,733,4738,4353
84358,5988,6369,4344
5154,7989,3452,5875
81199,8733,862,1695
37814,5371,4928,7233
34155,7821,4826,8395
26696,8379,504,4380
18259,1782,9975,8433
24029,8127,6887,2796
43082,5279,9015,8052
75982,4267,406,4020
59977,8078,4933,7084
45100,4659,3120,542
74416,2825,4941,1379
31982,9476,2387,5244
91195,7261,3663,950
14104,7397,3959,3839
6675,7856,8584,9519
36930,6979,9673,4722
3392,8666,7109,9488
93407,5607,8953,3603
38084,5530,3831,3157
99547,34,3745,5586
8920,2597,9091,969
19834,3046,6489,5168
1156,8926,6126,3188
36696,9412,4133,5330
7208,8083,3725,2784
97051,9221,3573,3142
43690,7138,4084,5125
93741,1364,1832,9026
63137,4758,1173,3684
61855,6921,9740,7648
5727,6474,2471,7329
23876,8781,4120,6157
56325,7166,9810,3459
88744,7443,2704,5948
66452,9166,5062,3591
39100,1389,4508,5954
35534,4973,4326,4365
82471,4526,9909,4514
75411,587,2753,2402
95085,4651,1235,7184
9457,2469,7731,3560
12747,1742,7161,4219
57557,8206,8738,558
8557,9423,1375,4829
19691,3513,1600,2751
28814,2151,9059,6125
79406,6771,8586,9642
37379,1009,2603,5641
32427,6629,6511,1756
6391,4913,2350,2061
67017,8918,558,3852
49204,9703,9674,6490
86463,4176,8536,3355
61354,9018,690,916
85679,8903,6842,2634
55911,1806,5288,5660
95566,2081,9609,8317
67233,2019,1941,5425
31922,7244,9371,5527
65139,8328,5501,1450
32800,8141,3554,2069
68628,7625,1236,7893
66568,6425,1955,4216
37879,1709,3708,7683
63882,3697,4684,1506
90198,9307,1990,1720
99731,4729,3643,1260
12773,59,5526,7498
46840,921,867,7588
64629,8597,4208,2708
79742,8690,3377,3999
39498,2229,9169,6419
14707,8063,5845,1644
34046,4853,4002,5581
76455,4297,8673,8634
92514,8133,2858,6464
23800,8093,9854,907
49336,4785,5279,7519
64289,7846,8564,3596
29100,516,5692,5040
10954,8319,3189,34
58724,4283,1405,3109
39279,2188,3234,809
4980,7139,8105,7134
60579,9037,8307,7490
24018,1201,8178,1025
64182,1680,5156,9607
64947,7302,3689,5294
14938,7437,4192,5690
15774,4696,5796,9298
27417,6191,4012,3586
6446,2507,1215,9755
19118,8572,2142,3792
93544,1671,8955,3391
71726,4217,7186,193
90980,5733,1477,3097
4048,2968,7151,2929
3379,164,7389,1310
30765,7071,5288,5507
36952,5584,8187,6713
59437,9195,6383,1320
53837,3411,6680,8055
58133,5249,4012,594
76813,9750,5980,511
35371,4359,1625,1557
64086,1097,3210,7818
87031,5497,5155,1071
78878,5136,3989,182
67716,3099,7443,8092
29677,3989,4226,6606
634,3032,3355,4796
91897,4418,9259,4058
39905,5515,1926,2853
34959,7485,5801,5805
92573,7989,4460,5228
14476,747,8867,2420
85359,8039,8206,6129
21984,3379,2461,6117
95322,5644,676,3177
12841,7269,3971,4941
90823,6884,7712,1473
14222,3932,5658,4599
25805,8854,654,6023
75502,4419,1544,7215
50717,2130,9621,3723
88367,6040,6964,8376
82833,9178,8351,1043
1468,4470,7200,3248
32978,8921,5073,604
59359,1125,7662,503
21939,2616,146,2776
1953,9348,2047,2983
30528,5908,8901,7865
10603,3962,641,494
22738,1247,9760,4635
44319,4498,4289,1028
36348,2309,7330,8872
29430,3213,169,1509
26750,5836,5163,8935
44894,9764,9525,3302
51650,4412,5682,7728
41300,769,4820,4987
91259,225,2122,2074
25393,10,4279,333
28261,3470,9597,2247
61650,2880,4940,6672
44348,14,1039,1696
44040,4268,3015,6957
61915,7218,6807,536
68300,5842,8182,4581
53545,9263,389,4307
8035,5750,7482,4868
5232,3007,4713,3987
9394,3883,2393,61
96838,2067,2095,3908
50976,7667,312,6833
76009,7740,3634,7311
28580,2636,9684,4627
94949,3518,5663,9621
56073,8752,6321,7929
70654,4977,1559,7783
99360,7381,3028,2518
97445,5085,1508,7954
98945,2008,8000,805
58182,8789,4410,1068
24274,2213,7660,1623
61458,8130,1206,8115
95808,750,3886,9424
910,5857,6472,4143
44640,1894,3807,9276
67465,1459,3497,2029
65090,4421,4286,4483
69533,1327,1244,1191
20595,9323,8989,1766
50182,2022,1737,2403
39909,6971,5785,3463
4194,2080,9879,2850
16254,2251,550,2959
81980,6413,2676,4708
38692,7513,7313,5660
91286,6004,9317,1800
94835,1601,8828,3906
86131,7063,3021,1771
40541,2125,9138,327
65100,6853,9652,6199
48851,6292,7376,6577
88529,2735,6692,752
56975,7433,6622,1033
76639,131,8471,6845
66983,2256,6591,6817
52482,1581,3743,8425
43341,3877,5091,6385
58541,4753,9950,8534
46930,3856,2187,1092
81053,8892,936,715
69491,6139,5382,8070
21257,5962,195,9532
46279,1183,470,6988
97260,5113,2014,3367
77436,2524,8078,8570
10868,9568,8934,9928
56038,3622,8325,8462
37916,4964,2380,3513
16840,9946,5063,7067
93554,5641,591,5589
89924,3610,1896,1342
70055,8638,7522,4495
41342,9570,63,6622
43408,6688,3734,1036
28925,7707,3008,4653
95359,5997,3027,4747
19017,2077,894,6747
21033,9759,7814,32
6796,6046,3692,6331
37861,2968,4474,1037
31225,8110,9707,3615
40575,7544,9914,4359
62088,8875,6597,170
50119,3257,1016,9420
70494,1431,7792,5111
35215,2301,8897,1555
11662,8815,4982,8677
88351,278,1049,1231
1566,1607,3030,4500
22571,7791,8999,8803
56615,8826,9,4150
56248,3459,8632,2477
20896,6160,6021,2567
96877,4226,9478,423
38375,8227,7129,9912
90161,793,2869,4857
26155,6985,1390,4377
97810,7489,3115,7458
79366,4259,3717,6109
74211,4134,1502,8028
96786,4659,8713,389
72292,7992,627,7870
30845,3812,6162,173
86927,6864,5220,5592
1224,2223,1181,9207
83366,7872,8332,771
19259,3563,6941,7530
51979,3996,7587,4807
4004,4314,2141,9005
20162,782,4685,3261
72958,3881,103,1005
95473,5005,6754,5811
45467,3894,2591,5100
30501,8994,7955,4838
82479,7216,437,3650
39833,3006,4979,4674
18730,2118,9551,8369
3311,6422,6610,9383
29746,1081,9675,229
38868,6682,7099,2208
42457,8652,6787,306
19841,1249,6599,3376
37671,8641,6626,4725
95897,6546,12,607
21892,3980,1571,376
49093,8629,8433,4025
97151,4659,6668,4189
37372,6923,8968,5356
85290,8525,9325,9175
96907,7314,3221,8875
8676,4165,272,4209
39262,3270,7548,5640
63333,6968,1868,5248
3133,9562,4639,9374
20208,2740,8695,886
8347,8716,5526,476
18133,5071,1256,7959
90750,8235,5491,6309
239,3972,9992,6628
4556,7456,2647,3098
20520,8518,4290,5533
92225,3541,2715,5921
71291,2283,8287,688
913,1486,1577,3086
34773,8153,8123,4670
79702,5147,3253,2399
70683,8674,8572,7943
92989,8448,1264,7379
1203,5695,921,9025
58826,419,3111,2134
62395,4543,7351,2429
75828,347,2142,6636
62749,8132,2519,8614
53471,2111,7001,635
55655,9602,943,7087
27131,7165,9396,3788
199,145,4307,4711
58799,1497,5415,9004
21822,3123,9753,4259
59771,320,5340,6886
97854,1953,3620,1707
71296,707,4783,3858
91114,3836,9235,7320
73626,8281,2979,3834
45742,8838,8693,5961
33308,6673,5793,2505
33973,5629,2601,2478
88265,9068,7083,4527
56936,5395,8527,6478
53594,5655,1975,3043
75137,1423,2151,4230
72022,1319,7077,9774
25549,425,6781,2793
47313,9464,6406,4469
49498,1529,3206,4200
65058,8956,7879,9438
30762,9729,6939,1908
4340,9085,4513,6486
72951,1696,2167,8419
96997,4025,4265,5010
84508,4992,6218,2603
96598,5837,9045,6726
59356,1860,2881,8567
6411,1495,6421,7259
22254,3022,7327,8965
74101,5894,5188,44
65440,5197,9036,3875
81377,9101,1712,7376
3680,3358,658,9117
9197,5971,9510,1053
48323,7378,9404,7695
35468,9396,1859,1946
7124,474,8275,4512
89861,7330,3305,383
66447,7075,2292,4347
92388,9780,467,2146
26172,5778,9438,3077
96526,1605,9092,5568
9590,7048,644,8619
26096,8972,9001,4305
6249,5279,7042,544
64716,6170,9677,7795
57540,8920,1553,8692
30374,4202,5948,9989
47291,8518,1018,8531
96795,6724,1265,316
4534,2508,4547,9723
68369,1658,6933,9645
51799,6656,9768,6977
70054,2316,4027,9901
19581,107,230,5636
11987,1819,67,2537
96124,1535,2226,6001
4163,5537,2857,70
44785,8829,9509,4365
85938,6644,4864,9335
68467,7602,7075,2902
16485,1804,1298,9766
76930,8772,9979,3179
89942,3934,4169,6768
50787,7728,4844,4726
19959,4294,4608,131
90469,7888,2638,88
192,2358,2569,6110
78012,8137,5942,8477
45505,1075,7201,6575
29074,8518,9476,5939
30411,6289,3458,9063
43009,285,2819,1625
32977,8952,1535,4705
58233,1350,2098,1409
33303,6836,8386,8526
1292,6230,6786,8306
4851,5536,3724,2473
46483,8859,2910,9666
71664,9933,7215,4639
33009,270,7784,724
64130,1209,6056,6595
16806,5749,4737,4071
3542,71,4858,2134
47424,5673,5041,3114
44831,171,2627,170
34314,922,5661,286
83405,7068,6092,8708
49653,1458,5218,8409
25479,9210,6491,714
6839,8908,4217,6919
28395,4044,348,7767
3558,4109,2125,4849
80453,9909,6822,3485
28288,8607,5894,3601
61265,7098,863,3063
66818,5236,4938,8253
26066,1275,195,7216
32740,3890,8710,5964
53149,3017,2277,6260
6191,2275,9195,8785
25886,7004,2144,3298
79533,4369,8770,8569
80378,4189,2071,2602
68464,9412,2577,8732
30760,5403,1392,434
35841,3590,6509,6291
23986,5283,1385,3017
62092,9650,2731,6983
1951,5629,4389,3535
59831,7611,7249,4467
17438,3584,8089,5644
17801,280,7832,876
76071,5916,416,2454
98791,3985,2505,8490
58817,6053,8416,8705
17690,3846,3978,3872
40468,2401,2170,1478
81968,2820,9345,4105
32666,6209,7612,6505
60187,7876,6198,8350
42741,8263,9551,1240
44303,8084,5876,613
42651,5613,8857,9762
98712,8786,280,6897
75649,6056,3102,6173
27168,6103,50,779
26402,9812,2019,6568
60710,8486,1639,8950
43306,6955,9098,4962
7232,5280,3748,4126
8810,7521,5281,7541
13436,3707,5322,5238
36347,5812,3335,5028
71963,7259,9737,8010
52288,7948,8876,4339
20159,291,2534,1528
58157,8330,3582,3325
48005,1807,8940,1416
37632,8901,1026,2138
86349,8274,3257,2832
82957,8808,4769,8713
91707,8881,7200,4386
15161,7415,4402,6790
47702,8186,4926,6784
36207,5213,9110,37
20953,2513,1795,5736
33181,2353,8589,4040
18363,7441,59,482
92389,3041,368,1437
97494,6182,9437,5342
79726,7733,4561,488
58916,8567,4403,8370
74156,507,1221,6164
93779,4156,1558,5172
33010,6924,3998,2840
16347,666,439,7584
93971,4747,8966,3179
32012,1925,513,6165
72783,2520,8732,5407
71945,4187,6480,7757
54468,4085,5541,521
14849,6873,1485,2473
8774,229,9889,2223
9126,7813,9286,6683
67821,4452,3317,3619
45849,810,412,6761
70896,7182,2426,8562
62104,823,4532,9914
41406,2775,7697,1083
3914,7630,9159,152
72178,7288,2053,4709
72607,4376,6527,2981
55380,8009,309,7290
76600,9093,2136,1191
34474,3451,6223,1287
45183,8576,8383,1509
9932,5752,3905,9960
80639,7800,5476,9463
11482,4149,742,3977
18824,4942,4701,2533
34831,7142,8875,6394
88705,9177,1570,6165
19308,9451,7780,6006
91473,5788,938,3012
56323,8822,3314,9632
87167,1557,2712,476
98167,960,7440,5577
297,8699,5524,5638
94067,8122,9986,680
52887,4537,9845,650
50606,5071,3206,9444
16476,4235,3839,1669
95716,5624,1308,7256
41124,4318,3324,3759
4972,6232,626,2549
51526,5928,3686,1070
14170,7613,4865,3315
90957,1370,1392,909
29338,6193,7155,1258
58452,736,6598,7692
77504,388,6761,2125
10968,3894,1422,479
88258,9854,4454,7743
90647,2659,773,3725
28613,2620,7888,7486
5649,4063,7966,3556
93155,4491,5081,8624
7914,2490,4449,4861
12652,7785,1367,3446
21017,5575,2729,6596
82478,8922,3685,226
25335,6855,6872,9393
53227,9587,5802,7633
31401,2493,3634,5315
1545,3388,6654,8114
35245,9095,5387,1946
32391,8214,9188,5804
31815,4314,3591,8019
24150,1866,4953,4808
20935,44,2481,3910
83924,2330,8340,7127
4137,8687,8157,9335
21872,6910,8307,3967
57620,2606,2447,5573
96901,837,2253,1714
88897,9811,8261,7307
39094,5323,1880,5702
59009,422,1240,8164
97225,9495,5210,3032
49620,9021,8796,5306
38057,143,2003,3923
79912,767,2357,7019
42404,7151,8259,1706
4521,9599,1994,2787
33594,9128,685,9563
35634,1991,2134,9038
89356,6733,3817,3427
93372,6508,3601,1605
20772,7383,5816,3167
81655,9344,8471,4685
41703,8270,9796,9995
85886,1753,9231,3727
79614,1558,4142,1360
25784,5331,1042,7898
37422,8426,8654,3913
44113,4612,9905,4872
10302,4591,5778,8659
45125,9767,2413,3081
18140,41,6167,2765
29389,5435,8783,318
12484,2732,2495,787
25562,9114,1798,3045
64465,5383,212,3273
19436,1068,1030,1747
61487,2670,7582,816
36680,9531,4524,81
33349,9350,3814,6082
9894,3992,3602,1246
50312,9669,1984,5753
7070,6625,2211,5119
17667,4805,20,4927
94063,2780,8718,4195
12136,5880,6844,8485
4915,6074,2429,4731
1977,6578,5053,4706
76216,7884,6432,8089
31214,9411,1036,3064
86773,6985,9419,541
67421,4841,5166,5626
71980,2153,2243,9336
1216,8608,255,1888
87501,1782,882,8206
37210,6013,6263,5105
